# k[h/Mpc]   R1   R2 
# 
1.5599e-02 3.1733e+02 -6.4329e+01
1.5743e-02 3.2273e+02 -6.5286e+01
1.5889e-02 3.2818e+02 -6.6250e+01
1.6036e-02 3.3369e+02 -6.7219e+01
1.6185e-02 3.3927e+02 -6.8195e+01
1.6335e-02 3.4490e+02 -6.9176e+01
1.6486e-02 3.5058e+02 -7.0164e+01
1.6638e-02 3.5632e+02 -7.1156e+01
1.6792e-02 3.6211e+02 -7.2154e+01
1.6948e-02 3.6796e+02 -7.3156e+01
1.7105e-02 3.7386e+02 -7.4163e+01
1.7263e-02 3.7982e+02 -7.5174e+01
1.7423e-02 3.8582e+02 -7.6190e+01
1.7584e-02 3.9188e+02 -7.7210e+01
1.7747e-02 3.9799e+02 -7.8232e+01
1.7911e-02 4.0414e+02 -7.9258e+01
1.8077e-02 4.1034e+02 -8.0287e+01
1.8244e-02 4.1659e+02 -8.1318e+01
1.8413e-02 4.2288e+02 -8.2352e+01
1.8584e-02 4.2922e+02 -8.3388e+01
1.8756e-02 4.3560e+02 -8.4425e+01
1.8929e-02 4.4202e+02 -8.5463e+01
1.9105e-02 4.4848e+02 -8.6502e+01
1.9282e-02 4.5498e+02 -8.7542e+01
1.9460e-02 4.6152e+02 -8.8582e+01
1.9640e-02 4.6809e+02 -8.9622e+01
1.9822e-02 4.7469e+02 -9.0660e+01
2.0006e-02 4.8133e+02 -9.1698e+01
2.0191e-02 4.8800e+02 -9.2735e+01
2.0378e-02 4.9469e+02 -9.3770e+01
2.0566e-02 5.0142e+02 -9.4803e+01
2.0757e-02 5.0816e+02 -9.5832e+01
2.0949e-02 5.1494e+02 -9.6860e+01
2.1143e-02 5.2173e+02 -9.7883e+01
2.1339e-02 5.2854e+02 -9.8902e+01
2.1536e-02 5.3537e+02 -9.9918e+01
2.1735e-02 5.4222e+02 -1.0093e+02
2.1937e-02 5.4907e+02 -1.0193e+02
2.2140e-02 5.5595e+02 -1.0293e+02
2.2345e-02 5.6282e+02 -1.0393e+02
2.2552e-02 5.6971e+02 -1.0492e+02
2.2760e-02 5.7659e+02 -1.0590e+02
2.2971e-02 5.8348e+02 -1.0687e+02
2.3184e-02 5.9038e+02 -1.0784e+02
2.3398e-02 5.9727e+02 -1.0879e+02
2.3615e-02 6.0415e+02 -1.0974e+02
2.3834e-02 6.1103e+02 -1.1068e+02
2.4054e-02 6.1789e+02 -1.1161e+02
2.4277e-02 6.2476e+02 -1.1253e+02
2.4502e-02 6.3160e+02 -1.1344e+02
2.4728e-02 6.3843e+02 -1.1434e+02
2.4957e-02 6.4524e+02 -1.1523e+02
2.5188e-02 6.5204e+02 -1.1611e+02
2.5422e-02 6.5881e+02 -1.1698e+02
2.5657e-02 6.6556e+02 -1.1783e+02
2.5894e-02 6.7227e+02 -1.1867e+02
2.6134e-02 6.7896e+02 -1.1950e+02
2.6376e-02 6.8563e+02 -1.2032e+02
2.6620e-02 6.9226e+02 -1.2112e+02
2.6867e-02 6.9886e+02 -1.2191e+02
2.7115e-02 7.0541e+02 -1.2269e+02
2.7366e-02 7.1194e+02 -1.2345e+02
2.7620e-02 7.1842e+02 -1.2419e+02
2.7875e-02 7.2487e+02 -1.2493e+02
2.8134e-02 7.3126e+02 -1.2564e+02
2.8394e-02 7.3763e+02 -1.2635e+02
2.8657e-02 7.4394e+02 -1.2703e+02
2.8922e-02 7.5021e+02 -1.2771e+02
2.9190e-02 7.5643e+02 -1.2836e+02
2.9460e-02 7.6260e+02 -1.2900e+02
2.9733e-02 7.6873e+02 -1.2963e+02
3.0008e-02 7.7480e+02 -1.3024e+02
3.0286e-02 7.8083e+02 -1.3083e+02
3.0566e-02 7.8681e+02 -1.3141e+02
3.0849e-02 7.9274e+02 -1.3198e+02
3.1135e-02 7.9862e+02 -1.3253e+02
3.1423e-02 8.0444e+02 -1.3306e+02
3.1714e-02 8.1023e+02 -1.3358e+02
3.2008e-02 8.1595e+02 -1.3408e+02
3.2304e-02 8.2164e+02 -1.3457e+02
3.2603e-02 8.2728e+02 -1.3504e+02
3.2905e-02 8.3287e+02 -1.3550e+02
3.3209e-02 8.3842e+02 -1.3595e+02
3.3517e-02 8.4393e+02 -1.3638e+02
3.3827e-02 8.4939e+02 -1.3680e+02
3.4140e-02 8.5483e+02 -1.3720e+02
3.4456e-02 8.6022e+02 -1.3760e+02
3.4775e-02 8.6558e+02 -1.3798e+02
3.5097e-02 8.7090e+02 -1.3834e+02
3.5422e-02 8.7621e+02 -1.3870e+02
3.5750e-02 8.8148e+02 -1.3905e+02
3.6081e-02 8.8674e+02 -1.3939e+02
3.6415e-02 8.9198e+02 -1.3971e+02
3.6752e-02 8.9720e+02 -1.4003e+02
3.7092e-02 9.0241e+02 -1.4034e+02
3.7436e-02 9.0763e+02 -1.4064e+02
3.7782e-02 9.1283e+02 -1.4094e+02
3.8132e-02 9.1805e+02 -1.4123e+02
3.8485e-02 9.2326e+02 -1.4151e+02
3.8841e-02 9.2850e+02 -1.4179e+02
3.9201e-02 9.3375e+02 -1.4206e+02
3.9564e-02 9.3902e+02 -1.4233e+02
3.9930e-02 9.4433e+02 -1.4260e+02
4.0300e-02 9.4967e+02 -1.4287e+02
4.0673e-02 9.5505e+02 -1.4313e+02
4.1049e-02 9.6048e+02 -1.4340e+02
4.1429e-02 9.6597e+02 -1.4366e+02
4.1813e-02 9.7151e+02 -1.4393e+02
4.2200e-02 9.7712e+02 -1.4420e+02
4.2591e-02 9.8280e+02 -1.4447e+02
4.2985e-02 9.8856e+02 -1.4474e+02
4.3383e-02 9.9440e+02 -1.4502e+02
4.3785e-02 1.0003e+03 -1.4530e+02
4.4190e-02 1.0063e+03 -1.4559e+02
4.4599e-02 1.0125e+03 -1.4589e+02
4.5012e-02 1.0187e+03 -1.4619e+02
4.5429e-02 1.0250e+03 -1.4649e+02
4.5849e-02 1.0315e+03 -1.4681e+02
4.6274e-02 1.0381e+03 -1.4713e+02
4.6702e-02 1.0448e+03 -1.4747e+02
4.7134e-02 1.0516e+03 -1.4781e+02
4.7571e-02 1.0586e+03 -1.4816e+02
4.8011e-02 1.0657e+03 -1.4851e+02
4.8455e-02 1.0730e+03 -1.4888e+02
4.8904e-02 1.0804e+03 -1.4926e+02
4.9357e-02 1.0879e+03 -1.4965e+02
4.9814e-02 1.0956e+03 -1.5005e+02
5.0275e-02 1.1035e+03 -1.5045e+02
5.0740e-02 1.1115e+03 -1.5087e+02
5.1210e-02 1.1196e+03 -1.5129e+02
5.1684e-02 1.1279e+03 -1.5173e+02
5.2163e-02 1.1364e+03 -1.5216e+02
5.2645e-02 1.1449e+03 -1.5261e+02
5.3133e-02 1.1536e+03 -1.5306e+02
5.3625e-02 1.1625e+03 -1.5351e+02
5.4121e-02 1.1715e+03 -1.5397e+02
5.4622e-02 1.1805e+03 -1.5444e+02
5.5128e-02 1.1897e+03 -1.5490e+02
5.5638e-02 1.1990e+03 -1.5536e+02
5.6153e-02 1.2084e+03 -1.5582e+02
5.6673e-02 1.2179e+03 -1.5627e+02
5.7198e-02 1.2274e+03 -1.5672e+02
5.7727e-02 1.2369e+03 -1.5717e+02
5.8262e-02 1.2465e+03 -1.5760e+02
5.8801e-02 1.2562e+03 -1.5802e+02
5.9345e-02 1.2658e+03 -1.5842e+02
5.9895e-02 1.2754e+03 -1.5881e+02
6.0449e-02 1.2849e+03 -1.5918e+02
6.1009e-02 1.2944e+03 -1.5953e+02
6.1574e-02 1.3038e+03 -1.5985e+02
6.2144e-02 1.3130e+03 -1.6014e+02
6.2719e-02 1.3222e+03 -1.6041e+02
6.3300e-02 1.3311e+03 -1.6064e+02
6.3886e-02 1.3399e+03 -1.6083e+02
6.4477e-02 1.3484e+03 -1.6099e+02
6.5074e-02 1.3567e+03 -1.6110e+02
6.5676e-02 1.3648e+03 -1.6117e+02
6.6284e-02 1.3725e+03 -1.6119e+02
6.6898e-02 1.3798e+03 -1.6116e+02
6.7517e-02 1.3868e+03 -1.6108e+02
6.8142e-02 1.3935e+03 -1.6094e+02
6.8773e-02 1.3997e+03 -1.6075e+02
6.9410e-02 1.4054e+03 -1.6049e+02
7.0052e-02 1.4107e+03 -1.6018e+02
7.0701e-02 1.4155e+03 -1.5980e+02
7.1355e-02 1.4198e+03 -1.5935e+02
7.2016e-02 1.4235e+03 -1.5884e+02
7.2683e-02 1.4267e+03 -1.5827e+02
7.3356e-02 1.4293e+03 -1.5763e+02
7.4035e-02 1.4314e+03 -1.5692e+02
7.4720e-02 1.4329e+03 -1.5615e+02
7.5412e-02 1.4338e+03 -1.5530e+02
7.6110e-02 1.4341e+03 -1.5440e+02
7.6814e-02 1.4338e+03 -1.5343e+02
7.7526e-02 1.4329e+03 -1.5240e+02
7.8243e-02 1.4314e+03 -1.5131e+02
7.8968e-02 1.4293e+03 -1.5016e+02
7.9699e-02 1.4267e+03 -1.4896e+02
8.0436e-02 1.4236e+03 -1.4770e+02
8.1181e-02 1.4199e+03 -1.4639e+02
8.1933e-02 1.4157e+03 -1.4504e+02
8.2691e-02 1.4110e+03 -1.4365e+02
8.3457e-02 1.4060e+03 -1.4222e+02
8.4229e-02 1.4006e+03 -1.4076e+02
8.5009e-02 1.3948e+03 -1.3928e+02
8.5796e-02 1.3887e+03 -1.3777e+02
8.6590e-02 1.3824e+03 -1.3625e+02
8.7392e-02 1.3759e+03 -1.3473e+02
8.8201e-02 1.3693e+03 -1.3319e+02
8.9017e-02 1.3626e+03 -1.3166e+02
8.9841e-02 1.3558e+03 -1.3014e+02
9.0673e-02 1.3491e+03 -1.2863e+02
9.1513e-02 1.3426e+03 -1.2714e+02
9.2360e-02 1.3362e+03 -1.2567e+02
9.3215e-02 1.3300e+03 -1.2424e+02
9.4078e-02 1.3240e+03 -1.2283e+02
9.4949e-02 1.3184e+03 -1.2147e+02
9.5828e-02 1.3132e+03 -1.2014e+02
9.6715e-02 1.3083e+03 -1.1886e+02
9.7610e-02 1.3040e+03 -1.1764e+02
9.8514e-02 1.3002e+03 -1.1646e+02
9.9426e-02 1.2970e+03 -1.1535e+02
1.0035e-01 1.2944e+03 -1.1429e+02
1.0128e-01 1.2924e+03 -1.1329e+02
1.0221e-01 1.2910e+03 -1.1235e+02
1.0316e-01 1.2903e+03 -1.1147e+02
1.0411e-01 1.2902e+03 -1.1064e+02
1.0508e-01 1.2908e+03 -1.0987e+02
1.0605e-01 1.2920e+03 -1.0916e+02
1.0703e-01 1.2939e+03 -1.0849e+02
1.0802e-01 1.2965e+03 -1.0789e+02
1.0902e-01 1.2996e+03 -1.0732e+02
1.1003e-01 1.3032e+03 -1.0679e+02
1.1105e-01 1.3074e+03 -1.0630e+02
1.1208e-01 1.3119e+03 -1.0583e+02
1.1312e-01 1.3167e+03 -1.0539e+02
1.1416e-01 1.3219e+03 -1.0496e+02
1.1522e-01 1.3272e+03 -1.0455e+02
1.1629e-01 1.3327e+03 -1.0413e+02
1.1736e-01 1.3381e+03 -1.0371e+02
1.1845e-01 1.3434e+03 -1.0327e+02
1.1955e-01 1.3486e+03 -1.0281e+02
1.2065e-01 1.3534e+03 -1.0232e+02
1.2177e-01 1.3577e+03 -1.0178e+02
1.2290e-01 1.3615e+03 -1.0120e+02
1.2404e-01 1.3646e+03 -1.0057e+02
1.2518e-01 1.3670e+03 -9.9883e+01
1.2634e-01 1.3686e+03 -9.9133e+01
1.2751e-01 1.3693e+03 -9.8316e+01
1.2869e-01 1.3689e+03 -9.7427e+01
1.2988e-01 1.3675e+03 -9.6463e+01
1.3109e-01 1.3650e+03 -9.5424e+01
1.3230e-01 1.3614e+03 -9.4311e+01
1.3353e-01 1.3566e+03 -9.3129e+01
1.3476e-01 1.3508e+03 -9.1880e+01
1.3601e-01 1.3439e+03 -9.0566e+01
1.3727e-01 1.3360e+03 -8.9190e+01
1.3854e-01 1.3270e+03 -8.7760e+01
1.3982e-01 1.3172e+03 -8.6285e+01
1.4112e-01 1.3066e+03 -8.4774e+01
1.4242e-01 1.2954e+03 -8.3237e+01
1.4374e-01 1.2837e+03 -8.1681e+01
1.4507e-01 1.2716e+03 -8.0118e+01
1.4641e-01 1.2592e+03 -7.8555e+01
1.4777e-01 1.2468e+03 -7.7003e+01
1.4914e-01 1.2344e+03 -7.5475e+01
1.5052e-01 1.2223e+03 -7.3974e+01
1.5191e-01 1.2106e+03 -7.2515e+01
1.5332e-01 1.1994e+03 -7.1102e+01
1.5474e-01 1.1888e+03 -6.9742e+01
1.5617e-01 1.1790e+03 -6.8440e+01
1.5762e-01 1.1700e+03 -6.7200e+01
1.5907e-01 1.1621e+03 -6.6026e+01
1.6055e-01 1.1551e+03 -6.4922e+01
1.6203e-01 1.1492e+03 -6.3886e+01
1.6353e-01 1.1443e+03 -6.2915e+01
1.6505e-01 1.1405e+03 -6.2007e+01
1.6658e-01 1.1377e+03 -6.1158e+01
1.6812e-01 1.1358e+03 -6.0365e+01
1.6967e-01 1.1348e+03 -5.9620e+01
1.7124e-01 1.1346e+03 -5.8917e+01
1.7283e-01 1.1349e+03 -5.8244e+01
1.7443e-01 1.1357e+03 -5.7595e+01
1.7604e-01 1.1367e+03 -5.6960e+01
1.7767e-01 1.1379e+03 -5.6331e+01
1.7932e-01 1.1390e+03 -5.5696e+01
1.8098e-01 1.1399e+03 -5.5049e+01
1.8265e-01 1.1403e+03 -5.4380e+01
1.8435e-01 1.1400e+03 -5.3679e+01
1.8605e-01 1.1389e+03 -5.2944e+01
1.8777e-01 1.1370e+03 -5.2169e+01
1.8951e-01 1.1339e+03 -5.1350e+01
1.9127e-01 1.1298e+03 -5.0483e+01
1.9304e-01 1.1244e+03 -4.9571e+01
1.9483e-01 1.1179e+03 -4.8617e+01
1.9663e-01 1.1103e+03 -4.7622e+01
1.9845e-01 1.1016e+03 -4.6593e+01
2.0029e-01 1.0919e+03 -4.5534e+01
2.0214e-01 1.0814e+03 -4.4454e+01
2.0401e-01 1.0703e+03 -4.3362e+01
2.0590e-01 1.0587e+03 -4.2267e+01
2.0781e-01 1.0469e+03 -4.1176e+01
2.0973e-01 1.0350e+03 -4.0097e+01
2.1167e-01 1.0233e+03 -3.9041e+01
2.1363e-01 1.0120e+03 -3.8013e+01
2.1561e-01 1.0012e+03 -3.7020e+01
2.1760e-01 9.9109e+02 -3.6066e+01
2.1962e-01 9.8183e+02 -3.5155e+01
2.2165e-01 9.7351e+02 -3.4288e+01
2.2370e-01 9.6618e+02 -3.3467e+01
2.2578e-01 9.5980e+02 -3.2687e+01
2.2787e-01 9.5439e+02 -3.1949e+01
2.2998e-01 9.4989e+02 -3.1247e+01
2.3210e-01 9.4617e+02 -3.0577e+01
2.3425e-01 9.4307e+02 -2.9932e+01
2.3642e-01 9.4044e+02 -2.9306e+01
2.3861e-01 9.3808e+02 -2.8692e+01
2.4082e-01 9.3580e+02 -2.8084e+01
2.4305e-01 9.3339e+02 -2.7476e+01
2.4530e-01 9.3063e+02 -2.6862e+01
2.4757e-01 9.2736e+02 -2.6237e+01
2.4986e-01 9.2346e+02 -2.5599e+01
2.5217e-01 9.1876e+02 -2.4945e+01
2.5451e-01 9.1321e+02 -2.4275e+01
2.5686e-01 9.0680e+02 -2.3590e+01
2.5924e-01 8.9955e+02 -2.2891e+01
2.6164e-01 8.9151e+02 -2.2182e+01
2.6407e-01 8.8282e+02 -2.1468e+01
2.6651e-01 8.7364e+02 -2.0752e+01
2.6898e-01 8.6412e+02 -2.0040e+01
2.7147e-01 8.5447e+02 -1.9336e+01
2.7398e-01 8.4487e+02 -1.8645e+01
2.7652e-01 8.3552e+02 -1.7972e+01
2.7908e-01 8.2657e+02 -1.7318e+01
2.8166e-01 8.1815e+02 -1.6686e+01
2.8427e-01 8.1038e+02 -1.6077e+01
2.8690e-01 8.0328e+02 -1.5490e+01
2.8955e-01 7.9688e+02 -1.4925e+01
2.9224e-01 7.9112e+02 -1.4380e+01
2.9494e-01 7.8594e+02 -1.3853e+01
2.9767e-01 7.8120e+02 -1.3339e+01
3.0043e-01 7.7676e+02 -1.2837e+01
3.0321e-01 7.7247e+02 -1.2342e+01
3.0602e-01 7.6815e+02 -1.1853e+01
3.0885e-01 7.6365e+02 -1.1367e+01
3.1171e-01 7.5883e+02 -1.0881e+01
3.1459e-01 7.5359e+02 -1.0396e+01
3.1751e-01 7.4786e+02 -9.9116e+00
3.2044e-01 7.4162e+02 -9.4273e+00
3.2341e-01 7.3488e+02 -8.9445e+00
3.2641e-01 7.2773e+02 -8.4650e+00
3.2943e-01 7.2024e+02 -7.9903e+00
3.3248e-01 7.1256e+02 -7.5225e+00
3.3555e-01 7.0481e+02 -7.0630e+00
3.3866e-01 6.9714e+02 -6.6133e+00
3.4180e-01 6.8966e+02 -6.1744e+00
3.4496e-01 6.8249e+02 -5.7469e+00
3.4815e-01 6.7569e+02 -5.3307e+00
3.5138e-01 6.6930e+02 -4.9254e+00
3.5463e-01 6.6331e+02 -4.5305e+00
3.5791e-01 6.5769e+02 -4.1450e+00
3.6123e-01 6.5235e+02 -3.7678e+00
3.6457e-01 6.4720e+02 -3.3980e+00
3.6794e-01 6.4213e+02 -3.0347e+00
3.7135e-01 6.3704e+02 -2.6774e+00
3.7479e-01 6.3183e+02 -2.3257e+00
3.7826e-01 6.2642e+02 -1.9795e+00
3.8176e-01 6.2078e+02 -1.6391e+00
3.8529e-01 6.1489e+02 -1.3047e+00
3.8886e-01 6.0876e+02 -9.7676e-01
3.9246e-01 6.0244e+02 -6.5566e-01
3.9609e-01 5.9603e+02 -3.4173e-01
3.9976e-01 5.8959e+02 -3.5097e-02
4.0346e-01 5.8322e+02 2.6427e-01
4.0720e-01 5.7697e+02 5.5654e-01
4.1097e-01 5.7092e+02 8.4204e-01
4.1477e-01 5.6508e+02 1.1211e+00
4.1861e-01 5.5946e+02 1.3941e+00
4.2249e-01 5.5405e+02 1.6614e+00
4.2640e-01 5.4878e+02 1.9231e+00
4.3035e-01 5.4363e+02 2.1792e+00
4.3433e-01 5.3849e+02 2.4296e+00
4.3835e-01 5.3335e+02 2.6742e+00
4.4241e-01 5.2813e+02 2.9125e+00
4.4650e-01 5.2282e+02 3.1445e+00
4.5064e-01 5.1742e+02 3.3699e+00
4.5481e-01 5.1193e+02 3.5887e+00
4.5902e-01 5.0639e+02 3.8012e+00
4.6327e-01 5.0084e+02 4.0074e+00
4.6756e-01 4.9533e+02 4.2079e+00
4.7189e-01 4.8990e+02 4.4030e+00
4.7625e-01 4.8457e+02 4.5932e+00
4.8066e-01 4.7937e+02 4.7789e+00
4.8511e-01 4.7428e+02 4.9601e+00
4.8960e-01 4.6930e+02 5.1370e+00
4.9414e-01 4.6438e+02 5.3091e+00
4.9871e-01 4.5951e+02 5.4765e+00
5.0333e-01 4.5465e+02 5.6388e+00
5.0799e-01 4.4978e+02 5.7957e+00
5.1269e-01 4.4490e+02 5.9472e+00
5.1744e-01 4.4000e+02 6.0931e+00
5.2223e-01 4.3508e+02 6.2337e+00
5.2706e-01 4.3018e+02 6.3692e+00
5.3194e-01 4.2530e+02 6.4999e+00
5.3686e-01 4.2048e+02 6.6264e+00
5.4183e-01 4.1573e+02 6.7489e+00
5.4685e-01 4.1104e+02 6.8675e+00
5.5191e-01 4.0643e+02 6.9825e+00
5.5702e-01 4.0187e+02 7.0935e+00
5.6218e-01 3.9736e+02 7.2006e+00
5.6738e-01 3.9289e+02 7.3037e+00
5.7264e-01 3.8843e+02 7.4025e+00
5.7794e-01 3.8399e+02 7.4969e+00
5.8329e-01 3.7955e+02 7.5869e+00
5.8869e-01 3.7514e+02 7.6728e+00
5.9414e-01 3.7076e+02 7.7548e+00
5.9964e-01 3.6641e+02 7.8330e+00
6.0519e-01 3.6211e+02 7.9079e+00
6.1079e-01 3.5785e+02 7.9794e+00
6.1645e-01 3.5365e+02 8.0477e+00
6.2215e-01 3.4949e+02 8.1128e+00
6.2791e-01 3.4537e+02 8.1746e+00
6.3373e-01 3.4129e+02 8.2330e+00
6.3959e-01 3.3723e+02 8.2882e+00
6.4551e-01 3.3320e+02 8.3398e+00
6.5149e-01 3.2920e+02 8.3882e+00
6.5752e-01 3.2523e+02 8.4334e+00
6.6361e-01 3.2130e+02 8.4756e+00
6.6975e-01 3.1740e+02 8.5148e+00
6.7595e-01 3.1354e+02 8.5513e+00
6.8221e-01 3.0973e+02 8.5851e+00
6.8852e-01 3.0595e+02 8.6162e+00
6.9490e-01 3.0221e+02 8.6447e+00
7.0133e-01 2.9850e+02 8.6704e+00
7.0782e-01 2.9482e+02 8.6935e+00
7.1438e-01 2.9117e+02 8.7138e+00
7.2099e-01 2.8756e+02 8.7318e+00
7.2766e-01 2.8398e+02 8.7471e+00
7.3440e-01 2.8044e+02 8.7602e+00
7.4120e-01 2.7693e+02 8.7709e+00
7.4806e-01 2.7345e+02 8.7794e+00
7.5499e-01 2.7001e+02 8.7857e+00
7.6198e-01 2.6661e+02 8.7898e+00
7.6903e-01 2.6323e+02 8.7918e+00
7.7615e-01 2.5989e+02 8.7917e+00
7.8333e-01 2.5658e+02 8.7896e+00
7.9059e-01 2.5331e+02 8.7853e+00
7.9790e-01 2.5006e+02 8.7792e+00
8.0529e-01 2.4685e+02 8.7711e+00
8.1275e-01 2.4368e+02 8.7614e+00
8.2027e-01 2.4053e+02 8.7498e+00
8.2786e-01 2.3742e+02 8.7364e+00
8.3553e-01 2.3434e+02 8.7213e+00
8.4326e-01 2.3129e+02 8.7047e+00
8.5107e-01 2.2827e+02 8.6863e+00
8.5895e-01 2.2528e+02 8.6665e+00
8.6690e-01 2.2233e+02 8.6450e+00
8.7493e-01 2.1940e+02 8.6221e+00
8.8302e-01 2.1651e+02 8.5977e+00
8.9120e-01 2.1365e+02 8.5721e+00
8.9945e-01 2.1082e+02 8.5450e+00
9.0778e-01 2.0802e+02 8.5167e+00
9.1618e-01 2.0525e+02 8.4870e+00
9.2466e-01 2.0251e+02 8.4561e+00
9.3322e-01 1.9980e+02 8.4241e+00
9.4186e-01 1.9712e+02 8.3909e+00
9.5058e-01 1.9447e+02 8.3566e+00
9.5938e-01 1.9185e+02 8.3211e+00
9.6826e-01 1.8925e+02 8.2846e+00
9.7723e-01 1.8669e+02 8.2471e+00
9.8627e-01 1.8416e+02 8.2087e+00
9.9540e-01 1.8165e+02 8.1692e+00
1.0046e+00 1.7917e+02 8.1290e+00
1.0139e+00 1.7672e+02 8.0876e+00
1.0233e+00 1.7430e+02 8.0456e+00
1.0328e+00 1.7190e+02 8.0025e+00
1.0423e+00 1.6954e+02 7.9590e+00
1.0520e+00 1.6720e+02 7.9145e+00
1.0617e+00 1.6488e+02 7.8693e+00
1.0716e+00 1.6259e+02 7.8233e+00
1.0815e+00 1.6034e+02 7.7769e+00
1.0915e+00 1.5811e+02 7.7297e+00
1.1016e+00 1.5589e+02 7.6817e+00
1.1118e+00 1.5372e+02 7.6335e+00
1.1221e+00 1.5156e+02 7.5845e+00
1.1325e+00 1.4943e+02 7.5348e+00
1.1430e+00 1.4733e+02 7.4851e+00
1.1535e+00 1.4525e+02 7.4346e+00
1.1642e+00 1.4319e+02 7.3836e+00
1.1750e+00 1.4116e+02 7.3323e+00
1.1859e+00 1.3915e+02 7.2805e+00
1.1968e+00 1.3718e+02 7.2285e+00
1.2079e+00 1.3522e+02 7.1759e+00
1.2191e+00 1.3328e+02 7.1231e+00
1.2304e+00 1.3137e+02 7.0699e+00
1.2418e+00 1.2949e+02 7.0166e+00
1.2533e+00 1.2762e+02 6.9628e+00
1.2649e+00 1.2579e+02 6.9089e+00
1.2766e+00 1.2397e+02 6.8546e+00
1.2884e+00 1.2218e+02 6.8003e+00
1.3003e+00 1.2040e+02 6.7457e+00
1.3124e+00 1.1865e+02 6.6909e+00
1.3245e+00 1.1692e+02 6.6360e+00
1.3368e+00 1.1522e+02 6.5809e+00
1.3492e+00 1.1354e+02 6.5258e+00
1.3617e+00 1.1187e+02 6.4705e+00
1.3743e+00 1.1023e+02 6.4151e+00
1.3870e+00 1.0861e+02 6.3598e+00
1.3998e+00 1.0701e+02 6.3043e+00
1.4128e+00 1.0543e+02 6.2488e+00
1.4259e+00 1.0387e+02 6.1932e+00
1.4391e+00 1.0234e+02 6.1377e+00
1.4524e+00 1.0082e+02 6.0822e+00
1.4658e+00 9.9318e+01 6.0267e+00
1.4794e+00 9.7839e+01 5.9712e+00
1.4931e+00 9.6379e+01 5.9158e+00
1.5069e+00 9.4937e+01 5.8604e+00
1.5209e+00 9.3515e+01 5.8051e+00
1.5349e+00 9.2112e+01 5.7499e+00
1.5492e+00 9.0725e+01 5.6946e+00
1.5635e+00 8.9358e+01 5.6396e+00
1.5780e+00 8.8011e+01 5.5847e+00
1.5926e+00 8.6681e+01 5.5300e+00
1.6073e+00 8.5368e+01 5.4753e+00
1.6222e+00 8.4072e+01 5.4207e+00
1.6372e+00 8.2796e+01 5.3665e+00
1.6524e+00 8.1533e+01 5.3122e+00
1.6677e+00 8.0291e+01 5.2583e+00
1.6831e+00 7.9065e+01 5.2045e+00
1.6987e+00 7.7856e+01 5.1510e+00
1.7144e+00 7.6661e+01 5.0974e+00
1.7303e+00 7.5484e+01 5.0443e+00
1.7463e+00 7.4323e+01 4.9913e+00
1.7625e+00 7.3179e+01 4.9386e+00
1.7788e+00 7.2050e+01 4.8862e+00
1.7953e+00 7.0936e+01 4.8339e+00
1.8119e+00 6.9838e+01 4.7819e+00
1.8287e+00 6.8756e+01 4.7302e+00
1.8456e+00 6.7687e+01 4.6787e+00
1.8627e+00 6.6636e+01 4.6276e+00
1.8799e+00 6.5596e+01 4.5766e+00
1.8973e+00 6.4572e+01 4.5259e+00
1.9149e+00 6.3563e+01 4.4756e+00
1.9326e+00 6.2569e+01 4.4256e+00
1.9505e+00 6.1588e+01 4.3758e+00
1.9686e+00 6.0620e+01 4.3263e+00
1.9868e+00 5.9668e+01 4.2772e+00
2.0052e+00 5.8726e+01 4.2282e+00
2.0237e+00 5.7800e+01 4.1798e+00
2.0425e+00 5.6886e+01 4.1315e+00
2.0614e+00 5.5985e+01 4.0835e+00
2.0805e+00 5.5099e+01 4.0360e+00
2.0997e+00 5.4224e+01 3.9887e+00
2.1192e+00 5.3361e+01 3.9418e+00
2.1388e+00 5.2512e+01 3.8952e+00
2.1586e+00 5.1674e+01 3.8489e+00
2.1786e+00 5.0849e+01 3.8030e+00
2.1987e+00 5.0036e+01 3.7575e+00
2.2191e+00 4.9233e+01 3.7122e+00
2.2396e+00 4.8443e+01 3.6673e+00
2.2604e+00 4.7665e+01 3.6227e+00
2.2813e+00 4.6899e+01 3.5786e+00
2.3024e+00 4.6142e+01 3.5347e+00
2.3237e+00 4.5399e+01 3.4913e+00
2.3452e+00 4.4665e+01 3.4482e+00
2.3669e+00 4.3942e+01 3.4054e+00
2.3889e+00 4.3230e+01 3.3630e+00
2.4110e+00 4.2529e+01 3.3210e+00
2.4333e+00 4.1838e+01 3.2793e+00
2.4558e+00 4.1157e+01 3.2380e+00
2.4785e+00 4.0487e+01 3.1970e+00
2.5015e+00 3.9826e+01 3.1564e+00
2.5246e+00 3.9176e+01 3.1162e+00
2.5480e+00 3.8535e+01 3.0763e+00
2.5716e+00 3.7903e+01 3.0368e+00
2.5954e+00 3.7282e+01 2.9977e+00
2.6194e+00 3.6669e+01 2.9589e+00
2.6437e+00 3.6067e+01 2.9205e+00
2.6682e+00 3.5472e+01 2.8824e+00
2.6929e+00 3.4887e+01 2.8447e+00
2.7178e+00 3.4311e+01 2.8074e+00
2.7430e+00 3.3744e+01 2.7704e+00
2.7684e+00 3.3185e+01 2.7338e+00
2.7940e+00 3.2635e+01 2.6975e+00
2.8198e+00 3.2094e+01 2.6617e+00
2.8459e+00 3.1560e+01 2.6261e+00
2.8723e+00 3.1035e+01 2.5909e+00
