# k, Q1, Q2, Q3, Q5, Q8, Qs2
2.323716231153096334e+00 6.327825477517094299e+01 7.242973482275148456e+01 2.974721913174336805e+03 6.843542010864588576e+01 8.079243000729600510e+01 -2.824990431092121668e+01
2.345228118267006945e+00 6.237638089275740327e+01 7.330995597192152502e+01 2.877731133420643346e+03 6.745275568173632053e+01 7.959005068314178288e+01 -2.794904131198884656e+01
2.366939152454465400e+00 6.136445100182272938e+01 7.120073857782882953e+01 2.956315020011398701e+03 6.642279407814665149e+01 7.834458552922416175e+01 -2.740418194702024479e+01
2.388851177326718034e+00 6.050744860663834146e+01 7.021131269617225712e+01 2.835674868492513269e+03 6.547736385954664229e+01 7.718698734064651035e+01 -2.714837113862254014e+01
2.410966053562308975e+00 5.952391102576822135e+01 7.011065463254603003e+01 2.914680621684088237e+03 6.447600383567650795e+01 7.597678766699311836e+01 -2.661815774331837403e+01
2.433285659065066220e+00 5.867727563142786096e+01 6.732921334869638486e+01 2.818616667203313227e+03 6.355020841282770760e+01 7.484621503845164625e+01 -2.633939681738039695e+01
2.455811889123595826e+00 5.775345389292812825e+01 6.872965250858699449e+01 2.853786188721908275e+03 6.259323305227172085e+01 7.368691990463095465e+01 -2.588652186952265666e+01
2.478546656572205631e+00 5.689165557292579933e+01 6.506451093912667716e+01 2.815824563781878169e+03 6.167342307155960413e+01 7.256917948471894420e+01 -2.553660774933960553e+01
2.501491891953322444e+00 5.604221668192985817e+01 6.678640079096047089e+01 2.785266319826748258e+03 6.076771861136462149e+01 7.146781483860723938e+01 -2.519102036857552918e+01
2.524649543681454222e+00 5.515969074012861029e+01 6.350674074618477505e+01 2.811117479578488201e+03 5.985019726899414394e+01 7.035881245880700874e+01 -2.476144730277138351e+01
2.548021578208626181e+00 5.437558823753828818e+01 6.428887802122029882e+01 2.724321568811517409e+03 5.899021070198019601e+01 6.930982442203541893e+01 -2.450711586854413326e+01
2.571609980191350342e+00 5.348749679596115669e+01 6.243590597998496605e+01 2.791714555579984790e+03 5.808211073737906105e+01 6.821633346145765131e+01 -2.402982346496850141e+01
2.595416752659182258e+00 5.274053784761843389e+01 6.154050946110469056e+01 2.683056994754647803e+03 5.725196274350675907e+01 6.720376172933248426e+01 -2.381409008419130657e+01
2.619443917184796522e+00 5.187503362459398915e+01 6.146987291961545452e+01 2.752294043066581253e+03 5.636727197329699379e+01 6.613950553705518587e+01 -2.334608979967176623e+01
2.643693514055634797e+00 5.113161881203767223e+01 5.898817454497826418e+01 2.663915483975976713e+03 5.554855280504128245e+01 6.514470759594591698e+01 -2.310544124422172985e+01
2.668167602447188980e+00 5.031580318580435573e+01 6.023298264013106262e+01 2.695195967276230931e+03 5.470005228337755909e+01 6.412243315616693451e+01 -2.270254324507941845e+01
2.692868260597842234e+00 4.955230499547717926e+01 5.697677330323593736e+01 2.658549534598751507e+03 5.388052613195786478e+01 6.313282297582197344e+01 -2.239126903478713260e+01
2.717797585985329167e+00 4.879886565647517216e+01 5.849229796170189388e+01 2.629478955050963123e+03 5.307287253268893323e+01 6.215728227755437985e+01 -2.208203241431705877e+01
2.742957695504876448e+00 4.801158874619854089e+01 5.557722362366105529e+01 2.653343135191292731e+03 5.225194175551956022e+01 6.117189969133762162e+01 -2.169096685592044693e+01
2.768350725648939470e+00 4.731273802824188834e+01 5.625559440806882350e+01 2.568872304044882640e+03 5.147952490795573510e+01 6.023740107593876303e+01 -2.146341193284811055e+01
2.793978832688636338e+00 4.651808199611359385e+01 5.460126655051734446e+01 2.635853986763061584e+03 5.066692184832744061e+01 5.926578573096679037e+01 -2.102267452640678869e+01
2.819844192856824527e+00 4.585001541912965450e+01 5.378603665359089803e+01 2.526404540759200700e+03 4.991741345142326480e+01 5.835982702920441056e+01 -2.083039219898018857e+01
2.845949002532933925e+00 4.507586133323940203e+01 5.372720060143169718e+01 2.598613080119880124e+03 4.912717444275791934e+01 5.741574037263614372e+01 -2.039610325444591865e+01
2.872295478429457205e+00 4.441071762370990683e+01 5.148088757910789326e+01 2.507279333946672068e+03 4.838842342880625580e+01 5.652595970472202680e+01 -2.018023346168574861e+01
2.898885857780164166e+00 4.368304620541981365e+01 5.262989012883763706e+01 2.541233949997701075e+03 4.763099170845303831e+01 5.561985059656688435e+01 -1.980943742312573264e+01
2.925722398530115953e+00 4.300207100133272320e+01 4.965630512602762536e+01 2.505376859183504166e+03 4.689716145244459966e+01 5.474017800176320492e+01 -1.952585700047103501e+01
2.952807379527381482e+00 4.233271299366877116e+01 5.108738855404563139e+01 2.471993608804562427e+03 4.617477492720471588e+01 5.387423040634813276e+01 -1.924967816831034284e+01
2.980143100716530213e+00 4.163389120738649041e+01 4.839989172786797411e+01 2.506153154825576166e+03 4.544801230515135870e+01 5.300663175958612072e+01 -1.888841010298735767e+01
3.007731883333969680e+00 4.101570378282850271e+01 4.907842625627374389e+01 2.407146195903354965e+03 4.475520917866800374e+01 5.217516447644492672e+01 -1.869678239559575772e+01
3.035576070105038049e+00 4.031347521955499502e+01 4.756674228887659694e+01 2.493463322108486864e+03 4.404313419878651104e+01 5.132692236800599517e+01 -1.828658092265267143e+01
3.063678025442918784e+00 3.972480750904171742e+01 4.682182339516135272e+01 2.363994911320955453e+03 4.337072948676968309e+01 5.052071672824983750e+01 -1.813298907062573306e+01
3.092040135649455124e+00 3.904311891736406182e+01 4.686923685951145302e+01 2.455984002098213750e+03 4.268134095850327014e+01 4.969972715525156559e+01 -1.772990244158951256e+01
3.120664809117766225e+00 3.845861607569852936e+01 4.468989761156129248e+01 2.350405959536074079e+03 4.202214830824258485e+01 4.891134287488091559e+01 -1.755316247733398427e+01
3.149554476536737813e+00 3.781968455426107312e+01 4.598338905278169619e+01 2.392358147913731955e+03 4.135935132579204065e+01 4.812149525630193381e+01 -1.721606315017950806e+01
3.178711591097465927e+00 3.722183117448994949e+01 4.301525944836917148e+01 2.358662571965252482e+03 4.071135621286153849e+01 4.734873608749255425e+01 -1.696802134848540433e+01
3.208138628701552086e+00 3.663580608023011109e+01 4.464948413145408779e+01 2.314381713872850924e+03 4.007347155353346579e+01 4.658830394022907484e+01 -1.673081036023219426e+01
3.237838088171326234e+00 3.602193423668150984e+01 4.192820213038871913e+01 2.369340900944772329e+03 3.943968918289390047e+01 4.583404586009836379e+01 -1.639771098984767050e+01
3.267812491462076974e+00 3.548238889590076184e+01 4.279817175223733017e+01 2.244266433755805338e+03 3.882169340861936746e+01 4.509767825577365130e+01 -1.625181017615493673e+01
3.298064383876184280e+00 3.486482832924056652e+01 4.132363622193674502e+01 2.360994222789202468e+03 3.820638425546991357e+01 4.436614041731294122e+01 -1.586220415309619369e+01
3.328596334279237734e+00 3.435236672961693927e+01 4.062713140740157769e+01 2.203274893629090002e+03 3.760397177917904799e+01 4.364936620667457845e+01 -1.575836777550134116e+01
3.359410935318213554e+00 3.375225659873687079e+01 4.091257200282952056e+01 2.320067394515673186e+03 3.700832221807539923e+01 4.294155492345519320e+01 -1.537365994930018687e+01
3.390510803641603843e+00 3.324386839105282831e+01 3.854358833701160592e+01 2.198224442429004739e+03 3.642153788289735417e+01 4.224436682994600289e+01 -1.524287151326655376e+01
3.421898580121625510e+00 3.268194492499748094e+01 4.030529614625405088e+01 2.248403988614728860e+03 3.584275210600072370e+01 4.155727910159463789e+01 -1.493127657180351164e+01
3.453576930078445351e+00 3.216042699113411629e+01 3.695899201643601373e+01 2.216534048571975745e+03 3.527449646535887950e+01 4.088267733690908301e+01 -1.471592629958439957e+01
3.485548543506548747e+00 3.164801808287775842e+01 3.914925154771460569e+01 2.164367970783996952e+03 3.470935652114955872e+01 4.021286890468476116e+01 -1.451831643926379556e+01
3.517816135303142744e+00 3.110818565309861228e+01 3.608575377850566213e+01 2.233276035841164685e+03 3.416027636288848868e+01 3.956148668921716194e+01 -1.420158358086151651e+01
3.550382445498671657e+00 3.064236541958527127e+01 3.732643649428063526e+01 2.094598528673026067e+03 3.361007245004901733e+01 3.891010513862430287e+01 -1.410688598150735906e+01
3.583250239489532696e+00 3.009305313460249209e+01 3.583012126356154425e+01 2.224630020658208196e+03 3.307538457661222253e+01 3.827668495120818903e+01 -1.372578950139109466e+01
3.616422308272880137e+00 2.965692000511631576e+01 3.509030761832664780e+01 2.058905510372469053e+03 3.254541602053109273e+01 3.764923296702001210e+01 -1.367229408130841151e+01
3.649901468683603323e+00 2.911937786542416973e+01 3.579817104799623451e+01 2.180275822237079410e+03 3.201935227800537120e+01 3.702755380361656989e+01 -1.330302598903944222e+01
3.683690563633565507e+00 2.868704405340055530e+01 3.298131214085033491e+01 2.058760441996875215e+03 3.151137300711071632e+01 3.642620691105116748e+01 -1.320871833809882645e+01
3.717792462352988547e+00 2.818776959559304274e+01 3.544247680663178812e+01 2.108362776920763281e+03 3.099612266248873382e+01 3.581804350238432022e+01 -1.292722178201064942e+01
3.752210060634074917e+00 2.773447064687300667e+01 3.153208099337531323e+01 2.076857830040457884e+03 3.050245769491509051e+01 3.523485374101813505e+01 -1.273370445858336808e+01
3.786946281076950083e+00 2.729245833959458878e+01 3.433944375232978530e+01 2.030389703063290426e+03 3.000918752477101847e+01 3.465170182674423671e+01 -1.257397136529551673e+01
3.822004073337817331e+00 2.680740045989587728e+01 3.096060030465316260e+01 2.088375037811672883e+03 2.951663134526114618e+01 3.407274749217468468e+01 -1.227670639533869057e+01
3.857386414379404549e+00 2.642129781186119430e+01 3.246202696265151388e+01 1.969481237027182942e+03 2.905520379680998744e+01 3.352509092776007549e+01 -1.221371158006345503e+01
3.893096308723803745e+00 2.591699170825524945e+01 3.103789523781439641e+01 2.075110170785560058e+03 2.855894072961788765e+01 3.294471395911121903e+01 -1.186154720654343819e+01
3.929136788707579431e+00 2.556175294507555762e+01 3.022802220262593309e+01 1.938480771203333916e+03 2.812527803136393345e+01 3.242871301497236658e+01 -1.182783280528214576e+01
3.965510914739237336e+00 2.507077446468803927e+01 3.121363467982160245e+01 2.033429445935843887e+03 2.763712190908376698e+01 3.185859717581700679e+01 -1.149512904243048617e+01
4.002221775559148931e+00 2.470899539484442897e+01 2.826675710993824708e+01 1.934315004454350401e+03 2.721187546361366927e+01 3.135471936367238044e+01 -1.141754745718855979e+01
4.039272488501812752e+00 2.426695270583096686e+01 3.091561085724579172e+01 1.972918091433415157e+03 2.675343207080186403e+01 3.081689890544869925e+01 -1.116706030659564419e+01
4.076666199760540010e+00 2.386916528821193495e+01 2.705418525004687069e+01 1.941530091213832293e+03 2.631553633764955791e+01 3.030331263393126306e+01 -1.100087059677343326e+01
4.114406084654662621e+00 2.349410435271023800e+01 2.984492068251060815e+01 1.909823442212753889e+03 2.590181799494315129e+01 2.981314928125359742e+01 -1.085601449562372167e+01
4.152495347899149536e+00 2.305532773515343692e+01 2.666544696234520018e+01 1.942640822969040983e+03 2.544425338481623200e+01 2.928233228510269370e+01 -1.060131863525508678e+01
4.190937223876707307e+00 2.273717574804333452e+01 2.810760264064914082e+01 1.859504181097858009e+03 2.507136955447847271e+01 2.883624903339089940e+01 -1.053902917734788502e+01
4.229734976912483013e+00 2.227927457088071606e+01 2.678073935226601776e+01 1.926568767856830618e+03 2.460670516852634648e+01 2.830049545860051552e+01 -1.023683279544105496e+01
4.268891901551223000e+00 2.198554227837936281e+01 2.614151238154275347e+01 1.830024303808268314e+03 2.425393795107380512e+01 2.787769759211271392e+01 -1.020123165091283646e+01
4.308411322837051749e+00 2.154518816350478261e+01 2.689810075381185328e+01 1.891385733654475189e+03 2.380619249174093710e+01 2.736105853250375120e+01 -9.913447425507385447e+00
4.348296596595780272e+00 2.123819660242847007e+01 2.447733170868836439e+01 1.819335384848624017e+03 2.344838127767006952e+01 2.693606644782962434e+01 -9.842456911626671356e+00
4.388551109719928789e+00 2.084794898090663295e+01 2.657975177384475884e+01 1.842814132503364590e+03 2.303898461813248488e+01 2.646005376446127499e+01 -9.623739413797594011e+00
4.429178280456294914e+00 2.050317533411438120e+01 2.345639545661250835e+01 1.817709037633732805e+03 2.265992054048848203e+01 2.601642071101290909e+01 -9.476684580317389361e+00
4.470181558696193491e+00 2.017589227841299149e+01 2.563223921428150476e+01 1.791211867256820597e+03 2.229663433060343891e+01 2.558890943976586740e+01 -9.349857955707376433e+00
4.511564426268459549e+00 1.979253498115158649e+01 2.308714814182679831e+01 1.813477087188738324e+03 2.189655305981724709e+01 2.512657848382082904e+01 -9.124447975813358980e+00
4.553330397235087368e+00 1.951618444869684410e+01 2.417285915206418068e+01 1.747584631989013133e+03 2.157046473766193628e+01 2.473878394848620488e+01 -9.070985449118165178e+00
4.595483018189596258e+00 1.911589017045633199e+01 2.309357578756993234e+01 1.797597570288264706e+03 2.116418097389470532e+01 2.427235416358089637e+01 -8.802962184207016705e+00
4.638025868558252718e+00 1.886045029611551627e+01 2.256084246772811497e+01 1.719296056047942329e+03 2.085520056763567709e+01 2.390419096394933973e+01 -8.772968960447590447e+00
4.680962560903992653e+00 1.847629178769355462e+01 2.308366284205372310e+01 1.766749476769885405e+03 2.046435076762097793e+01 2.345515721074389148e+01 -8.518560941593067426e+00
4.724296741233152908e+00 1.820867081237375373e+01 2.120294492233828976e+01 1.707092749947161337e+03 2.015120197386566758e+01 2.308525271578737659e+01 -8.455507005546628818e+00
4.768032089305136445e+00 1.786918915252638485e+01 2.273026208599118192e+01 1.723652045219324236e+03 1.979362878836771600e+01 2.267148044502187787e+01 -8.264606567535489390e+00
4.812172318944853977e+00 1.756877222109826420e+01 2.034531336393137124e+01 1.704729352997012711e+03 1.946372663009375259e+01 2.228710392195293011e+01 -8.132108819389316068e+00
4.856721178358050395e+00 1.728458413494099588e+01 2.190305826471069039e+01 1.675951795679160796e+03 1.914516036998761805e+01 2.191440305139029832e+01 -8.024946302042334167e+00
4.901682450449655448e+00 1.695197161103878969e+01 1.998186151929856180e+01 1.701473436103389759e+03 1.879986544389585390e+01 2.151655756794335161e+01 -7.822799697229624094e+00
4.947059953144975708e+00 1.671153158304884201e+01 2.070762901704461711e+01 1.633833175633129031e+03 1.851188460886610088e+01 2.117666041664867649e+01 -7.781273915849250322e+00
4.992857539713869919e+00 1.636705407072827256e+01 1.988993144479357156e+01 1.687597192538743229e+03 1.816482106838260080e+01 2.077882372036744130e+01 -7.543514771450214873e+00
5.039079099098011660e+00 1.614353898359667028e+01 1.941041652508168269e+01 1.606649545323816255e+03 1.789025781341556609e+01 2.045458683932815092e+01 -7.521443272133768509e+00
5.085728556241094545e+00 1.581613065427760212e+01 1.977736824694758866e+01 1.658660315243944979e+03 1.755926855890478677e+01 2.007477936344997005e+01 -7.298833235932932872e+00
5.132809872422087416e+00 1.558180075581769231e+01 1.830477367371174324e+01 1.597734752621361622e+03 1.728181473706103688e+01 1.974984983353990842e+01 -7.245702600373280511e+00
5.180327045591675450e+00 1.529382316481386717e+01 1.942322775077132135e+01 1.616210060758665804e+03 1.697874531387812524e+01 1.939986800492654950e+01 -7.081733484588521144e+00
5.228284110711705956e+00 1.503395068801841283e+01 1.757828446872526840e+01 1.600196192287220583e+03 1.669174513830476059e+01 1.906728780996916583e+01 -6.967276444117249667e+00
5.276685140097841398e+00 1.479023260775812787e+01 1.874237689053615341e+01 1.566969116418309795e+03 1.641577945719341614e+01 1.874630420099510530e+01 -6.878089421284304450e+00
5.325534243765323694e+00 1.450898077412550968e+01 1.722596433013407946e+01 1.600861541687334920e+03 1.612477499687980753e+01 1.841141529741961591e+01 -6.704111727537339860e+00
5.374835569778039890e+00 1.429640477530021592e+01 1.776811148549573005e+01 1.522939156063452401e+03 1.586526925247495790e+01 1.810871275785202172e+01 -6.671788810196688679e+00
5.424593304600729304e+00 1.401144436220668865e+01 1.709011341597788203e+01 1.588908763616179840e+03 1.558207626385096667e+01 1.778325349110482634e+01 -6.467826104410304922e+00
5.474811673454448524e+00 1.380854783674350017e+01 1.664998538274879181e+01 1.497469849884894302e+03 1.532790000822656218e+01 1.748758491817680039e+01 -6.450473673876964575e+00
5.525494940675421240e+00 1.353911604616770070e+01 1.698338449053651544e+01 1.560461935951900386e+03 1.506009523649876058e+01 1.717910068458151329e+01 -6.259146769339952066e+00
5.576647410077121059e+00 1.332881148329041920e+01 1.564264828986079614e+01 1.494139099036528933e+03 1.480734369355063151e+01 1.688647599354533213e+01 -6.213482462780338444e+00
5.628273425315696521e+00 1.308605392439107362e+01 1.674897580626110738e+01 1.516745207886379376e+03 1.455298499945085133e+01 1.659293997693096046e+01 -6.072281819311351470e+00
5.680377370258881342e+00 1.286260961929560587e+01 1.497027425433710057e+01 1.501884744470416535e+03 1.430549341521046181e+01 1.630715270988046228e+01 -5.973523438126018270e+00
5.732963669358226433e+00 1.264740952396140194e+01 1.622627191464198759e+01 1.465144818344933810e+03 1.405828109092654188e+01 1.602216014489265206e+01 -5.897908282098970112e+00
5.786036788024768285e+00 1.241403105248394567e+01 1.468265899992424295e+01 1.504612189978916831e+03 1.382075228092665675e+01 1.574783693797513706e+01 -5.746419281501258247e+00
5.839601233008280268e+00 1.222027864897394522e+01 1.531218149645850879e+01 1.421480599749281964e+03 1.357888402841864739e+01 1.546960693191918601e+01 -5.721622083083875765e+00
5.893661552779937196e+00 1.198396160338692162e+01 1.466422166783873315e+01 1.493204177756217405e+03 1.335047963014143590e+01 1.520573023063085927e+01 -5.540424348898815410e+00
5.948222337918513958e+00 1.180169536889786386e+01 1.415116478539854050e+01 1.399769079977371803e+03 1.311709807592710320e+01 1.493752933743027711e+01 -5.530027431833069329e+00
6.003288221500270971e+00 1.157206812163276233e+01 1.473959432296586947e+01 1.464671653290764652e+03 1.289313628061382566e+01 1.467919619626999150e+01 -5.357811972358494046e+00
6.058863879492339066e+00 1.138977911721963032e+01 1.311575129191651179e+01 1.398675427361000175e+03 1.267047745100776801e+01 1.442328897558829759e+01 -5.322759400482076408e+00
6.114954031149747671e+00 1.117920994002992785e+01 1.466790283026378283e+01 1.420490486879082937e+03 1.245029524425206802e+01 1.416975193127368904e+01 -5.198125957542581332e+00
6.171563439416238417e+00 1.098621758954756444e+01 1.250953633091891071e+01 1.405046109300234548e+03 1.223569083131785895e+01 1.392330288740456012e+01 -5.112046993833637032e+00
6.228696911328674979e+00 1.080454492347628559e+01 1.417154950539633695e+01 1.372252268187482741e+03 1.202550459122576143e+01 1.368094589850656284e+01 -5.051742973415754179e+00
6.286359298425202802e+00 1.059545830870148997e+01 1.236737528278382925e+01 1.407522054223121131e+03 1.181306688566586871e+01 1.343779533047909069e+01 -4.910784265146135752e+00
6.344555497157295498e+00 1.044170283637268781e+01 1.319307549646334721e+01 1.335908292999331479e+03 1.161803331606513723e+01 1.321201552274368574e+01 -4.901077463630540976e+00
6.403290449305501397e+00 1.022196887408451005e+01 1.254665870524645044e+01 1.397301443650616648e+03 1.140415155177575102e+01 1.296829886536856513e+01 -4.729308891516617486e+00
6.462569142399044786e+00 1.008245915278199156e+01 1.202702109266554764e+01 1.316814472413145268e+03 1.122122141497519188e+01 1.275610642111040605e+01 -4.735164616125221215e+00
6.522396610139420403e+00 9.869248439489712865e+00 1.279060465910570521e+01 1.368061057687830953e+03 1.101039298711820535e+01 1.251620724240314608e+01 -4.575330833662788699e+00
6.582777932827783118e+00 9.724219419532881048e+00 1.106631174802387285e+01 1.310380996542147614e+03 1.083063206552609969e+01 1.230853604423136893e+01 -4.555586170136184165e+00
6.643718237796372605e+00 9.537974236890732982e+00 1.274295228189759932e+01 1.326142842301302835e+03 1.063474096403803060e+01 1.208444650863676806e+01 -4.445029693398796944e+00
6.705222699843853995e+00 9.371391287088581379e+00 1.052271351834351165e+01 1.312345421060177841e+03 1.044922456012123035e+01 1.187216607710264249e+01 -4.369841707060521330e+00
6.767296541674816979e+00 9.222453272019825121e+00 1.219360174971010302e+01 1.286787942911548726e+03 1.027675179282614337e+01 1.167256738708093522e+01 -4.322225041897896247e+00
6.829945034343229082e+00 9.030548628371024122e+00 1.044820990731414234e+01 1.314541514254062122e+03 1.008079514429320866e+01 1.145074909409447272e+01 -4.190147696924204190e+00
6.893173497699988772e+00 8.912918964783893117e+00 1.128154135923702484e+01 1.257417269404048284e+03 9.929161136923083220e+00 1.127317923927142296e+01 -4.192398415808820999e+00
6.956987300844748923e+00 8.708056142846125169e+00 1.072255718654332846e+01 1.303735763757156519e+03 9.727053254160717088e+00 1.104591301937833236e+01 -4.032342389781915948e+00
7.021391862581797483e+00 8.602817195047958165e+00 1.030580010232563559e+01 1.237973555277295418e+03 9.585375612265398360e+00 1.087950990513061456e+01 -4.049431774882926049e+00
7.086392651880155213e+00 8.408146463271139126e+00 1.098074254582617293e+01 1.276759921128671294e+03 9.391061160460536072e+00 1.066071502819592354e+01 -3.903009333421576077e+00
7.151995188338063691e+00 8.292192559337346225e+00 9.484499607506213792e+00 1.230548417995823229e+03 9.246184197727140841e+00 1.049227184475453356e+01 -3.892033988502777042e+00
7.218205042651648640e+00 8.128263543442887595e+00 1.086686096577157379e+01 1.242488117177371578e+03 9.073426215369110537e+00 1.029581597379747215e+01 -3.793158682733695386e+00
7.285027837087909575e+00 7.984991995292558542e+00 9.004053406318353936e+00 1.231667337902185864e+03 8.914290678985704375e+00 1.011409145374143392e+01 -3.726793078394675440e+00
7.352469245962232058e+00 7.859109803192345645e+00 1.035059783576187264e+01 1.207403508547205547e+03 8.767197891780298846e+00 9.944183677852215908e+00 -3.688962053872723246e+00
7.420534996120181859e+00 7.688278886759605690e+00 8.960384766291824121e+00 1.228908555058784259e+03 8.592236105774762933e+00 9.747361252529817222e+00 -3.570114155219388685e+00
7.489230867423757765e+00 7.592047270179805629e+00 9.606350397289675769e+00 1.176114538214743789e+03 8.465269679681288295e+00 9.598540493193835843e+00 -3.579060824151797604e+00
7.558562693242287800e+00 7.410772065228909966e+00 9.157266304491734843e+00 1.216077359045403682e+03 8.286503746304191509e+00 9.398524778280052061e+00 -3.435266639126675514e+00
7.628536360947727246e+00 7.324075959140150971e+00 8.787682992858325548e+00 1.158555636367498437e+03 8.168084702673475306e+00 9.259264180193019556e+00 -3.453699517034421351e+00
7.699157812414543223e+00 7.155496549559321018e+00 9.268517519789886805e+00 1.195864810748073296e+03 8.001260725214200065e+00 9.071825418613805425e+00 -3.322838811450155916e+00
7.770433044524368782e+00 7.055928607932795416e+00 8.113258961665755109e+00 1.156757265606524925e+03 7.877048115946958973e+00 8.927701346664333570e+00 -3.312383130469734205e+00
7.842368109675185828e+00 6.916059918122877015e+00 9.161858794262327521e+00 1.167706007860516365e+03 7.729957302525328977e+00 8.760674743971167189e+00 -3.226830266426306881e+00
7.914969116295218932e+00 6.792352105877710322e+00 7.793220649226983987e+00 1.158422243986729427e+03 7.592446968926407358e+00 8.604006854185991315e+00 -3.169042609261005783e+00
7.988242229361740776e+00 6.683938656065795847e+00 8.820577685746101793e+00 1.132219559188385801e+03 7.464172870719727015e+00 8.456538967765188985e+00 -3.138738032667051758e+00
8.062193670924521882e+00 6.541771446701842407e+00 7.761692760768480248e+00 1.154199155842387199e+03 7.319475267943781560e+00 8.293339116790782839e+00 -3.038636106524150726e+00
8.136829720634132457e+00 6.454635705649347521e+00 8.198116878551941156e+00 1.101702145473833525e+03 7.203738105332556430e+00 8.159226235719534870e+00 -3.045454645509054092e+00
8.212156716275288204e+00 6.308759890714930485e+00 7.804190920627291916e+00 1.143463201355682941e+03 7.062575819354130147e+00 8.000168771714903926e+00 -2.925942128715107504e+00
8.288181054304960327e+00 6.225730905676276628e+00 7.439824450264159950e+00 1.086753589767345602e+03 6.949903839125531668e+00 7.869931075689214239e+00 -2.937330565650451586e+00
8.364909190395563243e+00 6.090183013404453227e+00 7.846643457695751778e+00 1.123664462035523684e+03 6.817606203831756417e+00 7.720273338339875835e+00 -2.830002363533682619e+00
8.442347639983088570e+00 5.998061922222870379e+00 6.866306076526839774e+00 1.083746813231945907e+03 6.702146556125673449e+00 7.587982350802566778e+00 -2.818221065063717834e+00
8.520502978820456264e+00 5.881962558742644731e+00 7.833171226409322507e+00 1.093286297199893852e+03 6.579913516854887234e+00 7.448912548079199780e+00 -2.748062580069649652e+00
8.599381843535864434e+00 5.777376324688290765e+00 6.602567592768893157e+00 1.085437360508694837e+03 6.463666192494222251e+00 7.316510131496379188e+00 -2.699108711072324862e+00
8.678990932196279928e+00 5.682819646634427180e+00 7.564859999047827799e+00 1.061160503916115204e+03 6.351389390334306384e+00 7.188008104646809393e+00 -2.672442730609668526e+00
8.759337004876321942e+00 5.568159151637180670e+00 6.559488557320606539e+00 1.086298980167749278e+03 6.236981287501103921e+00 7.058041365097176723e+00 -2.588394724717319573e+00
8.840426884232241989e+00 5.488891069948118151e+00 6.986957322834261852e+00 1.037534488252984602e+03 6.131803776502974479e+00 6.937337532278262664e+00 -2.591998145287838451e+00
8.922267456081227621e+00 5.369504573700567995e+00 6.670659330393551301e+00 1.077887170781553550e+03 6.018199671218720681e+00 6.808632091412336607e+00 -2.491249538277077846e+00
9.004865669986223509e+00 5.295138517429381686e+00 6.326498850927833928e+00 1.023266454576036949e+03 5.916363942241780194e+00 6.691991629001628361e+00 -2.501432294284752889e+00
9.088228539846001652e+00 5.180574709892786345e+00 6.837433291049331174e+00 1.055661289687323460e+03 5.804897003278105316e+00 6.565807099230588584e+00 -2.410109931217302215e+00
9.172363144490702780e+00 5.102105741912680514e+00 5.786616261345077561e+00 1.017522655049653508e+03 5.705209237270761236e+00 6.452010802914597498e+00 -2.402295619908903390e+00
9.257276628283051423e+00 5.003313578643623138e+00 6.818955542366048839e+00 1.025687401646561966e+03 5.601180009299353557e+00 6.333699842539789238e+00 -2.342541050851305595e+00
9.342976201724962237e+00 4.913613414796280665e+00 5.466240323092886655e+00 1.018925192458608649e+03 5.501650544269267584e+00 6.220669597161634812e+00 -2.299501050065731800e+00
9.429469142069782706e+00 4.835416325972830442e+00 6.478775417633406697e+00 9.977126630828566931e+02 5.408204681365312183e+00 6.113472554706300244e+00 -2.279303868506039166e+00
9.516762793940348075e+00 4.731748604281286852e+00 5.455494855902825790e+00 1.018670565905594458e+03 5.304656666238958707e+00 5.996854934598457199e+00 -2.201535943646866667e+00
9.604864569952610509e+00 4.670313529474122483e+00 5.950243783965638578e+00 9.754595012815399286e+02 5.220622235978271242e+00 5.899675168366367295e+00 -2.211590251689642628e+00
9.693781951345020076e+00 4.559327400781774564e+00 5.690419147451185822e+00 1.009082168215733532e+03 5.114311165806099346e+00 5.780611666507979862e+00 -2.116758869329391946e+00
9.783522488613922263e+00 4.505177569745036692e+00 5.376734549001192853e+00 9.621562274347893435e+02 5.036682081019184132e+00 5.690487189191429707e+00 -2.134558330852261765e+00
9.874093802154659372e+00 4.400350423330916527e+00 5.896274563360527132e+00 9.898960778868314492e+02 4.934584578287553036e+00 5.575956330064894217e+00 -2.049138609862891869e+00
9.965503582908596059e+00 4.340026563093518419e+00 4.877800392055121392e+00 9.593430711832576208e+02 4.856968365616402217e+00 5.486476551446069827e+00 -2.047126586388635427e+00
1.005775959301632305e+01 4.253247555059592067e+00 5.847633672880398592e+00 9.658171058148865313e+02 4.765611660234363001e+00 5.383055023618691592e+00 -1.993632617941597962e+00
1.015086966647671574e+01 4.175335024690447483e+00 4.630239646263078157e+00 9.592900020475325391e+02 4.679152106292067792e+00 5.285218199671844808e+00 -1.955568674727673928e+00
1.024484170981219044e+01 4.111087540547268659e+00 5.562108406750371437e+00 9.394379995240212793e+02 4.601323935719171310e+00 5.195774342748568309e+00 -1.941713936144690011e+00
1.033968370274002169e+01 4.015726330385113840e+00 4.667568204451889358e+00 9.555259287639933063e+02 4.505540702474722714e+00 5.088966611730934453e+00 -1.869245767693500815e+00
1.043540369885007202e+01 3.969773875501683147e+00 5.086743277741812896e+00 9.166836942486028192e+02 4.439690053892797472e+00 5.012030685312200973e+00 -1.885260255880682134e+00
