#       q          E0lin        Elin         E2lin      E0loop220    E0loop130    E0loop22     E0loop13     E2loop22     E2loop13      E1loop       E3loop         Xi          Zeta          Chi        U10lin         U3           U11          U20          V10          V12          X10          Y10          X20          Y20     
1.005774e+01 1.075461e+02 8.246122e+01 6.058693e+00 3.755310e+00 1.947944e+01 4.238686e-01 4.233671e+00 2.666198e-01 1.660819e+00 -3.181811e+01 -1.358105e+01 3.559295e-01 7.186587e-02 1.277737e-01 -2.231122e+00 -2.261832e-01 -7.731040e-01 -4.242643e-01 2.999270e-02 1.749856e-01 8.917039e+00 6.604763e+00 1.451501e+00 -1.211859e+00
1.008789e+01 1.075461e+02 8.239398e+01 6.071461e+00 3.755310e+00 1.947944e+01 4.219495e-01 4.220060e+00 2.661466e-01 1.659520e+00 -3.187329e+01 -1.360418e+01 3.541710e-01 7.134998e-02 1.269354e-01 -2.228477e+00 -2.251873e-01 -7.695475e-01 -4.220018e-01 2.965738e-02 1.739831e-01 8.924548e+00 6.595653e+00 1.448924e+00 -1.210456e+00
1.011814e+01 1.075461e+02 8.232662e+01 6.084236e+00 3.755310e+00 1.947944e+01 4.200354e-01 4.206468e+00 2.656725e-01 1.658213e+00 -3.192839e+01 -1.362727e+01 3.524194e-01 7.083752e-02 1.261018e-01 -2.225828e+00 -2.241944e-01 -7.660024e-01 -4.197459e-01 2.931847e-02 1.729844e-01 8.932047e+00 6.586518e+00 1.446342e+00 -1.209045e+00
1.014847e+01 1.075461e+02 8.225914e+01 6.097018e+00 3.755310e+00 1.947944e+01 4.181265e-01 4.192896e+00 2.651975e-01 1.656899e+00 -3.198340e+01 -1.365032e+01 3.506746e-01 7.032845e-02 1.252727e-01 -2.223174e+00 -2.232044e-01 -7.624687e-01 -4.174936e-01 2.896867e-02 1.719896e-01 8.939536e+00 6.577359e+00 1.443756e+00 -1.207627e+00
1.017890e+01 1.075461e+02 8.219153e+01 6.109807e+00 3.755310e+00 1.947944e+01 4.162229e-01 4.179344e+00 2.647215e-01 1.655577e+00 -3.203832e+01 -1.367334e+01 3.489367e-01 6.982277e-02 1.244482e-01 -2.220514e+00 -2.222174e-01 -7.589464e-01 -4.152462e-01 2.861171e-02 1.709986e-01 8.947015e+00 6.568175e+00 1.441164e+00 -1.206203e+00
1.020942e+01 1.075461e+02 8.212381e+01 6.122602e+00 3.755310e+00 1.947944e+01 4.143244e-01 4.165811e+00 2.642447e-01 1.654247e+00 -3.209314e+01 -1.369631e+01 3.472055e-01 6.932044e-02 1.236283e-01 -2.217850e+00 -2.212334e-01 -7.554354e-01 -4.130085e-01 2.825927e-02 1.700114e-01 8.954484e+00 6.558965e+00 1.438567e+00 -1.204771e+00
1.024003e+01 1.075461e+02 8.205596e+01 6.135403e+00 3.755310e+00 1.947944e+01 4.124312e-01 4.152297e+00 2.637669e-01 1.652910e+00 -3.214788e+01 -1.371925e+01 3.454811e-01 6.882146e-02 1.228129e-01 -2.215180e+00 -2.202523e-01 -7.519357e-01 -4.107842e-01 2.792079e-02 1.690281e-01 8.961944e+00 6.549731e+00 1.435966e+00 -1.203332e+00
1.027073e+01 1.075461e+02 8.198799e+01 6.148211e+00 3.755310e+00 1.947944e+01 4.105431e-01 4.138803e+00 2.632882e-01 1.651565e+00 -3.220252e+01 -1.374214e+01 3.437634e-01 6.832579e-02 1.220021e-01 -2.212505e+00 -2.192742e-01 -7.484474e-01 -4.085730e-01 2.759532e-02 1.680486e-01 8.969393e+00 6.540472e+00 1.433360e+00 -1.201886e+00
1.030152e+01 1.075461e+02 8.191991e+01 6.161026e+00 3.755310e+00 1.947944e+01 4.086601e-01 4.125329e+00 2.628088e-01 1.650213e+00 -3.225707e+01 -1.376500e+01 3.420525e-01 6.783343e-02 1.211958e-01 -2.209825e+00 -2.182991e-01 -7.449704e-01 -4.063709e-01 2.727284e-02 1.670729e-01 8.976832e+00 6.531190e+00 1.430749e+00 -1.200433e+00
1.033240e+01 1.075461e+02 8.185170e+01 6.173846e+00 3.755310e+00 1.947944e+01 4.067823e-01 4.111874e+00 2.623285e-01 1.648853e+00 -3.231152e+01 -1.378782e+01 3.403484e-01 6.734434e-02 1.203939e-01 -2.207141e+00 -2.173269e-01 -7.415046e-01 -4.041738e-01 2.694310e-02 1.661010e-01 8.984261e+00 6.521883e+00 1.428133e+00 -1.198973e+00
1.036338e+01 1.075461e+02 8.178337e+01 6.186672e+00 3.755310e+00 1.947944e+01 4.049096e-01 4.098440e+00 2.618473e-01 1.647485e+00 -3.236588e+01 -1.381059e+01 3.386509e-01 6.685851e-02 1.195965e-01 -2.204451e+00 -2.163577e-01 -7.380502e-01 -4.019808e-01 2.660415e-02 1.651329e-01 8.991681e+00 6.512552e+00 1.425513e+00 -1.197505e+00
1.039445e+01 1.075461e+02 8.171491e+01 6.199505e+00 3.755310e+00 1.947944e+01 4.030422e-01 4.085025e+00 2.613653e-01 1.646110e+00 -3.242014e+01 -1.383333e+01 3.369601e-01 6.637592e-02 1.188036e-01 -2.201756e+00 -2.153914e-01 -7.346070e-01 -3.997949e-01 2.626291e-02 1.641687e-01 8.999090e+00 6.503196e+00 1.422888e+00 -1.196031e+00
1.042562e+01 1.075461e+02 8.164634e+01 6.212343e+00 3.755310e+00 1.947944e+01 4.011800e-01 4.071630e+00 2.608823e-01 1.644728e+00 -3.247430e+01 -1.385602e+01 3.352760e-01 6.589655e-02 1.180151e-01 -2.199056e+00 -2.144281e-01 -7.311751e-01 -3.976198e-01 2.592874e-02 1.632082e-01 9.006489e+00 6.493816e+00 1.420258e+00 -1.194550e+00
1.045688e+01 1.075461e+02 8.157764e+01 6.225187e+00 3.755310e+00 1.947944e+01 3.993231e-01 4.058255e+00 2.603985e-01 1.643337e+00 -3.252837e+01 -1.387867e+01 3.335985e-01 6.542038e-02 1.172310e-01 -2.196352e+00 -2.134677e-01 -7.277544e-01 -3.954572e-01 2.560589e-02 1.622516e-01 9.013877e+00 6.484412e+00 1.417624e+00 -1.193062e+00
1.048823e+01 1.075461e+02 8.150883e+01 6.238037e+00 3.755310e+00 1.947944e+01 3.974713e-01 4.044900e+00 2.599138e-01 1.641940e+00 -3.258233e+01 -1.390128e+01 3.319276e-01 6.494738e-02 1.164512e-01 -2.193642e+00 -2.125102e-01 -7.243450e-01 -3.933061e-01 2.529141e-02 1.612987e-01 9.021256e+00 6.474985e+00 1.414985e+00 -1.191567e+00
1.051967e+01 1.075461e+02 8.143989e+01 6.250893e+00 3.755310e+00 1.947944e+01 3.956246e-01 4.031565e+00 2.594284e-01 1.640535e+00 -3.263620e+01 -1.392385e+01 3.302634e-01 6.447755e-02 1.156759e-01 -2.190927e+00 -2.115557e-01 -7.209468e-01 -3.911639e-01 2.497841e-02 1.603496e-01 9.028624e+00 6.465534e+00 1.412341e+00 -1.190065e+00
1.055121e+01 1.075461e+02 8.137083e+01 6.263754e+00 3.755310e+00 1.947944e+01 3.937831e-01 4.018251e+00 2.589422e-01 1.639122e+00 -3.268996e+01 -1.394638e+01 3.286057e-01 6.401086e-02 1.149049e-01 -2.188208e+00 -2.106042e-01 -7.175597e-01 -3.890282e-01 2.466141e-02 1.594043e-01 9.035983e+00 6.456059e+00 1.409693e+00 -1.188556e+00
1.058285e+01 1.075461e+02 8.130165e+01 6.276620e+00 3.755310e+00 1.947944e+01 3.919468e-01 4.004956e+00 2.584551e-01 1.637702e+00 -3.274363e+01 -1.396886e+01 3.269546e-01 6.354729e-02 1.141382e-01 -2.185483e+00 -2.096555e-01 -7.141838e-01 -3.868985e-01 2.433927e-02 1.584627e-01 9.043331e+00 6.446561e+00 1.407041e+00 -1.187041e+00
1.061457e+01 1.075461e+02 8.123236e+01 6.289492e+00 3.755310e+00 1.947944e+01 3.901157e-01 3.991682e+00 2.579672e-01 1.636275e+00 -3.279719e+01 -1.399130e+01 3.253101e-01 6.308683e-02 1.133759e-01 -2.182754e+00 -2.087098e-01 -7.108191e-01 -3.847760e-01 2.401526e-02 1.575249e-01 9.050668e+00 6.437040e+00 1.404384e+00 -1.185518e+00
1.064640e+01 1.075461e+02 8.116293e+01 6.302369e+00 3.755310e+00 1.947944e+01 3.882899e-01 3.978428e+00 2.574784e-01 1.634840e+00 -3.285064e+01 -1.401369e+01 3.236721e-01 6.262945e-02 1.126178e-01 -2.180020e+00 -2.077670e-01 -7.074656e-01 -3.826627e-01 2.369484e-02 1.565909e-01 9.057996e+00 6.427495e+00 1.401723e+00 -1.183989e+00
1.067832e+01 1.075461e+02 8.109339e+01 6.315251e+00 3.755310e+00 1.947944e+01 3.864693e-01 3.965194e+00 2.569888e-01 1.633397e+00 -3.290399e+01 -1.403604e+01 3.220407e-01 6.217513e-02 1.118640e-01 -2.177281e+00 -2.068272e-01 -7.041232e-01 -3.805605e-01 2.338281e-02 1.556607e-01 9.065313e+00 6.417926e+00 1.399057e+00 -1.182453e+00
1.071033e+01 1.075461e+02 8.102373e+01 6.328138e+00 3.755310e+00 1.947944e+01 3.846538e-01 3.951981e+00 2.564984e-01 1.631947e+00 -3.295723e+01 -1.405834e+01 3.204157e-01 6.172386e-02 1.111145e-01 -2.174538e+00 -2.058902e-01 -7.007919e-01 -3.784699e-01 2.308021e-02 1.547342e-01 9.072620e+00 6.408335e+00 1.396387e+00 -1.180910e+00
1.074244e+01 1.075461e+02 8.095395e+01 6.341030e+00 3.755310e+00 1.947944e+01 3.828436e-01 3.938788e+00 2.560073e-01 1.630490e+00 -3.301036e+01 -1.408060e+01 3.187973e-01 6.127562e-02 1.103691e-01 -2.171789e+00 -2.049562e-01 -6.974717e-01 -3.763892e-01 2.278294e-02 1.538114e-01 9.079916e+00 6.398721e+00 1.393713e+00 -1.179360e+00
1.077465e+01 1.075461e+02 8.088405e+01 6.353927e+00 3.755310e+00 1.947944e+01 3.810385e-01 3.925616e+00 2.555154e-01 1.629026e+00 -3.306339e+01 -1.410281e+01 3.171853e-01 6.083039e-02 1.096280e-01 -2.169036e+00 -2.040251e-01 -6.941626e-01 -3.743154e-01 2.248357e-02 1.528924e-01 9.087203e+00 6.389085e+00 1.391034e+00 -1.177804e+00
1.080696e+01 1.075461e+02 8.081402e+01 6.366828e+00 3.755310e+00 1.947944e+01 3.792385e-01 3.912465e+00 2.550228e-01 1.627554e+00 -3.311631e+01 -1.412498e+01 3.155797e-01 6.038815e-02 1.088911e-01 -2.166278e+00 -2.030969e-01 -6.908646e-01 -3.722462e-01 2.217678e-02 1.519771e-01 9.094478e+00 6.379425e+00 1.388352e+00 -1.176240e+00
1.083936e+01 1.075461e+02 8.074388e+01 6.379734e+00 3.755310e+00 1.947944e+01 3.774439e-01 3.899334e+00 2.545293e-01 1.626074e+00 -3.316911e+01 -1.414710e+01 3.139806e-01 5.994888e-02 1.081584e-01 -2.163515e+00 -2.021716e-01 -6.875776e-01 -3.701824e-01 2.186427e-02 1.510655e-01 9.101744e+00 6.369743e+00 1.385665e+00 -1.174671e+00
1.087185e+01 1.075461e+02 8.067361e+01 6.392645e+00 3.755310e+00 1.947944e+01 3.756544e-01 3.886223e+00 2.540350e-01 1.624587e+00 -3.322180e+01 -1.416917e+01 3.123879e-01 5.951257e-02 1.074298e-01 -2.160747e+00 -2.012492e-01 -6.843017e-01 -3.681272e-01 2.155464e-02 1.501577e-01 9.108999e+00 6.360038e+00 1.382974e+00 -1.173094e+00
1.090445e+01 1.075461e+02 8.060323e+01 6.405560e+00 3.755310e+00 1.947944e+01 3.738703e-01 3.873134e+00 2.535399e-01 1.623093e+00 -3.327438e+01 -1.419120e+01 3.108016e-01 5.907919e-02 1.067054e-01 -2.157975e+00 -2.003297e-01 -6.810368e-01 -3.660842e-01 2.125675e-02 1.492535e-01 9.116244e+00 6.350311e+00 1.380278e+00 -1.171511e+00
1.093714e+01 1.075461e+02 8.053272e+01 6.418479e+00 3.755310e+00 1.947944e+01 3.720913e-01 3.860065e+00 2.530441e-01 1.621592e+00 -3.332685e+01 -1.421317e+01 3.092217e-01 5.864874e-02 1.059851e-01 -2.155198e+00 -1.994132e-01 -6.777830e-01 -3.640541e-01 2.097181e-02 1.483531e-01 9.123478e+00 6.340561e+00 1.377579e+00 -1.169921e+00
1.096993e+01 1.075461e+02 8.046210e+01 6.431403e+00 3.755310e+00 1.947944e+01 3.703175e-01 3.847017e+00 2.525476e-01 1.620083e+00 -3.337920e+01 -1.423510e+01 3.076482e-01 5.822118e-02 1.052688e-01 -2.152416e+00 -1.984995e-01 -6.745401e-01 -3.620334e-01 2.069149e-02 1.474564e-01 9.130701e+00 6.330789e+00 1.374875e+00 -1.168324e+00
1.100282e+01 1.075461e+02 8.039135e+01 6.444330e+00 3.755310e+00 1.947944e+01 3.685488e-01 3.833990e+00 2.520504e-01 1.618567e+00 -3.343144e+01 -1.425698e+01 3.060810e-01 5.779651e-02 1.045567e-01 -2.149630e+00 -1.975887e-01 -6.713083e-01 -3.600177e-01 2.040455e-02 1.465633e-01 9.137915e+00 6.320996e+00 1.372168e+00 -1.166721e+00
1.103581e+01 1.075461e+02 8.032048e+01 6.457262e+00 3.755310e+00 1.947944e+01 3.667853e-01 3.820984e+00 2.515524e-01 1.617044e+00 -3.348356e+01 -1.427881e+01 3.045202e-01 5.737470e-02 1.038486e-01 -2.146839e+00 -1.966808e-01 -6.680874e-01 -3.580053e-01 2.010672e-02 1.456740e-01 9.145117e+00 6.311180e+00 1.369456e+00 -1.165112e+00
1.106890e+01 1.075461e+02 8.024950e+01 6.470197e+00 3.755310e+00 1.947944e+01 3.650271e-01 3.807999e+00 2.510536e-01 1.615513e+00 -3.353556e+01 -1.430059e+01 3.029656e-01 5.695574e-02 1.031446e-01 -2.144044e+00 -1.957758e-01 -6.648775e-01 -3.559988e-01 1.980462e-02 1.447884e-01 9.152309e+00 6.301342e+00 1.366741e+00 -1.163496e+00
1.110208e+01 1.075461e+02 8.017839e+01 6.483137e+00 3.755310e+00 1.947944e+01 3.632742e-01 3.795034e+00 2.505541e-01 1.613975e+00 -3.358745e+01 -1.432233e+01 3.014174e-01 5.653961e-02 1.024445e-01 -2.141244e+00 -1.948737e-01 -6.616785e-01 -3.540030e-01 1.951013e-02 1.439064e-01 9.159491e+00 6.291482e+00 1.364022e+00 -1.161873e+00
1.113537e+01 1.075461e+02 8.010716e+01 6.496080e+00 3.755310e+00 1.947944e+01 3.615265e-01 3.782091e+00 2.500538e-01 1.612430e+00 -3.363921e+01 -1.434401e+01 2.998755e-01 5.612629e-02 1.017485e-01 -2.138439e+00 -1.939745e-01 -6.584905e-01 -3.520207e-01 1.922999e-02 1.430281e-01 9.166662e+00 6.281601e+00 1.361298e+00 -1.160244e+00
1.116876e+01 1.075461e+02 8.003582e+01 6.509026e+00 3.755310e+00 1.947944e+01 3.597840e-01 3.769169e+00 2.495528e-01 1.610878e+00 -3.369086e+01 -1.436564e+01 2.983398e-01 5.571576e-02 1.010565e-01 -2.135629e+00 -1.930781e-01 -6.553134e-01 -3.500504e-01 1.896021e-02 1.421535e-01 9.173822e+00 6.271698e+00 1.358571e+00 -1.158608e+00
1.120224e+01 1.075461e+02 7.996435e+01 6.521976e+00 3.755310e+00 1.947944e+01 3.580467e-01 3.756269e+00 2.490512e-01 1.609318e+00 -3.374238e+01 -1.438722e+01 2.968103e-01 5.530802e-02 1.003684e-01 -2.132816e+00 -1.921846e-01 -6.521472e-01 -3.480878e-01 1.868998e-02 1.412825e-01 9.180972e+00 6.261773e+00 1.355840e+00 -1.156966e+00
1.123583e+01 1.075461e+02 7.989277e+01 6.534930e+00 3.755310e+00 1.947944e+01 3.563145e-01 3.743389e+00 2.485489e-01 1.607752e+00 -3.379378e+01 -1.440875e+01 2.952871e-01 5.490303e-02 9.968429e-02 -2.129997e+00 -1.912940e-01 -6.489920e-01 -3.461297e-01 1.841121e-02 1.404152e-01 9.188112e+00 6.251828e+00 1.353106e+00 -1.155317e+00
1.126951e+01 1.075461e+02 7.982106e+01 6.547886e+00 3.755310e+00 1.947944e+01 3.545876e-01 3.730531e+00 2.480459e-01 1.606178e+00 -3.384506e+01 -1.443022e+01 2.937701e-01 5.450079e-02 9.900411e-02 -2.127174e+00 -1.904063e-01 -6.458476e-01 -3.441765e-01 1.812485e-02 1.395515e-01 9.195240e+00 6.241862e+00 1.350367e+00 -1.153662e+00
1.130330e+01 1.075461e+02 7.974924e+01 6.560846e+00 3.755310e+00 1.947944e+01 3.528659e-01 3.717694e+00 2.475421e-01 1.604597e+00 -3.389622e+01 -1.445165e+01 2.922593e-01 5.410127e-02 9.832784e-02 -2.124347e+00 -1.895215e-01 -6.427140e-01 -3.422312e-01 1.783909e-02 1.386915e-01 9.202358e+00 6.231874e+00 1.347625e+00 -1.152001e+00
1.133719e+01 1.075461e+02 7.967729e+01 6.573809e+00 3.755310e+00 1.947944e+01 3.511495e-01 3.704879e+00 2.470376e-01 1.603008e+00 -3.394724e+01 -1.447302e+01 2.907546e-01 5.370447e-02 9.765548e-02 -2.121515e+00 -1.886395e-01 -6.395914e-01 -3.402971e-01 1.756212e-02 1.378351e-01 9.209465e+00 6.221865e+00 1.344879e+00 -1.150333e+00
1.137118e+01 1.075461e+02 7.960523e+01 6.586775e+00 3.755310e+00 1.947944e+01 3.494383e-01 3.692085e+00 2.465325e-01 1.601413e+00 -3.399814e+01 -1.449434e+01 2.892561e-01 5.331035e-02 9.698699e-02 -2.118679e+00 -1.877604e-01 -6.364795e-01 -3.383749e-01 1.729595e-02 1.369823e-01 9.216562e+00 6.211835e+00 1.342130e+00 -1.148659e+00
1.140527e+01 1.075461e+02 7.953305e+01 6.599743e+00 3.755310e+00 1.947944e+01 3.477322e-01 3.679312e+00 2.460267e-01 1.599810e+00 -3.404892e+01 -1.451560e+01 2.877638e-01 5.291891e-02 9.632237e-02 -2.115838e+00 -1.868841e-01 -6.333785e-01 -3.364627e-01 1.703617e-02 1.361332e-01 9.223648e+00 6.201785e+00 1.339376e+00 -1.146978e+00
1.143947e+01 1.075461e+02 7.946075e+01 6.612715e+00 3.755310e+00 1.947944e+01 3.460313e-01 3.666561e+00 2.455203e-01 1.598201e+00 -3.409957e+01 -1.453682e+01 2.862775e-01 5.253013e-02 9.566159e-02 -2.112993e+00 -1.860107e-01 -6.302883e-01 -3.345578e-01 1.677609e-02 1.352877e-01 9.230723e+00 6.191715e+00 1.336620e+00 -1.145291e+00
1.147377e+01 1.075461e+02 7.938833e+01 6.625689e+00 3.755310e+00 1.947944e+01 3.443356e-01 3.653832e+00 2.450132e-01 1.596584e+00 -3.415009e+01 -1.455797e+01 2.847974e-01 5.214398e-02 9.500465e-02 -2.110144e+00 -1.851402e-01 -6.272089e-01 -3.326586e-01 1.651144e-02 1.344458e-01 9.237787e+00 6.181624e+00 1.333860e+00 -1.143598e+00
1.150817e+01 1.075461e+02 7.931579e+01 6.638665e+00 3.755310e+00 1.947944e+01 3.426452e-01 3.641124e+00 2.445055e-01 1.594960e+00 -3.420047e+01 -1.457908e+01 2.833233e-01 5.176047e-02 9.435151e-02 -2.107290e+00 -1.842725e-01 -6.241403e-01 -3.307650e-01 1.624240e-02 1.336076e-01 9.244841e+00 6.171513e+00 1.331096e+00 -1.141899e+00
1.154267e+01 1.075461e+02 7.924313e+01 6.651644e+00 3.755310e+00 1.947944e+01 3.409599e-01 3.628438e+00 2.439972e-01 1.593329e+00 -3.425073e+01 -1.460013e+01 2.818553e-01 5.137956e-02 9.370218e-02 -2.104431e+00 -1.834077e-01 -6.210825e-01 -3.288786e-01 1.597293e-02 1.327729e-01 9.251883e+00 6.161382e+00 1.328329e+00 -1.140194e+00
1.157728e+01 1.075461e+02 7.917035e+01 6.664625e+00 3.755310e+00 1.947944e+01 3.392799e-01 3.615774e+00 2.434881e-01 1.591691e+00 -3.430085e+01 -1.462112e+01 2.803934e-01 5.100124e-02 9.305662e-02 -2.101569e+00 -1.825457e-01 -6.180354e-01 -3.270014e-01 1.570843e-02 1.319418e-01 9.258915e+00 6.151230e+00 1.325558e+00 -1.138482e+00
1.161199e+01 1.075461e+02 7.909745e+01 6.677608e+00 3.755310e+00 1.947944e+01 3.376051e-01 3.603131e+00 2.429784e-01 1.590046e+00 -3.435084e+01 -1.464205e+01 2.789374e-01 5.062550e-02 9.241483e-02 -2.098702e+00 -1.816865e-01 -6.149990e-01 -3.251351e-01 1.545285e-02 1.311143e-01 9.265936e+00 6.141058e+00 1.322784e+00 -1.136764e+00
1.164680e+01 1.075461e+02 7.902444e+01 6.690594e+00 3.755310e+00 1.947944e+01 3.359355e-01 3.590510e+00 2.424681e-01 1.588394e+00 -3.440069e+01 -1.466293e+01 2.774875e-01 5.025232e-02 9.177678e-02 -2.095831e+00 -1.808302e-01 -6.119734e-01 -3.232795e-01 1.520583e-02 1.302904e-01 9.272947e+00 6.130867e+00 1.320006e+00 -1.135040e+00
1.168172e+01 1.075461e+02 7.895130e+01 6.703581e+00 3.755310e+00 1.947944e+01 3.342711e-01 3.577911e+00 2.419573e-01 1.586735e+00 -3.445041e+01 -1.468375e+01 2.760435e-01 4.988168e-02 9.114246e-02 -2.092955e+00 -1.799767e-01 -6.089584e-01 -3.214326e-01 1.496203e-02 1.294701e-01 9.279946e+00 6.120657e+00 1.317226e+00 -1.133310e+00
1.171674e+01 1.075461e+02 7.887805e+01 6.716570e+00 3.755310e+00 1.947944e+01 3.326117e-01 3.565334e+00 2.414459e-01 1.585069e+00 -3.450000e+01 -1.470452e+01 2.746056e-01 4.951357e-02 9.051186e-02 -2.090075e+00 -1.791261e-01 -6.059541e-01 -3.195914e-01 1.471410e-02 1.286534e-01 9.286935e+00 6.110426e+00 1.314442e+00 -1.131574e+00
1.175187e+01 1.075461e+02 7.880468e+01 6.729561e+00 3.755310e+00 1.947944e+01 3.309576e-01 3.552779e+00 2.409339e-01 1.583396e+00 -3.454944e+01 -1.472523e+01 2.731736e-01 4.914797e-02 8.988495e-02 -2.087191e+00 -1.782783e-01 -6.029605e-01 -3.177543e-01 1.445837e-02 1.278402e-01 9.293912e+00 6.100177e+00 1.311654e+00 -1.129832e+00
1.178710e+01 1.075461e+02 7.873119e+01 6.742553e+00 3.755310e+00 1.947944e+01 3.293088e-01 3.540246e+00 2.404212e-01 1.581717e+00 -3.459875e+01 -1.474588e+01 2.717475e-01 4.878486e-02 8.926171e-02 -2.084303e+00 -1.774333e-01 -5.999775e-01 -3.159230e-01 1.419878e-02 1.270306e-01 9.300879e+00 6.089908e+00 1.308864e+00 -1.128083e+00
1.182244e+01 1.075461e+02 7.865759e+01 6.755547e+00 3.755310e+00 1.947944e+01 3.276652e-01 3.527735e+00 2.399079e-01 1.580030e+00 -3.464791e+01 -1.476647e+01 2.703273e-01 4.842424e-02 8.864214e-02 -2.081411e+00 -1.765911e-01 -5.970052e-01 -3.141012e-01 1.394468e-02 1.262246e-01 9.307835e+00 6.079619e+00 1.306070e+00 -1.126329e+00
1.185789e+01 1.075461e+02 7.858386e+01 6.768542e+00 3.755310e+00 1.947944e+01 3.260268e-01 3.515246e+00 2.393940e-01 1.578336e+00 -3.469694e+01 -1.478700e+01 2.689130e-01 4.806608e-02 8.802622e-02 -2.078514e+00 -1.757517e-01 -5.940435e-01 -3.122918e-01 1.370330e-02 1.254221e-01 9.314780e+00 6.069311e+00 1.303273e+00 -1.124569e+00
1.189344e+01 1.075461e+02 7.851002e+01 6.781539e+00 3.755310e+00 1.947944e+01 3.243935e-01 3.502780e+00 2.388796e-01 1.576635e+00 -3.474582e+01 -1.480747e+01 2.675047e-01 4.771037e-02 8.741391e-02 -2.075613e+00 -1.749152e-01 -5.910923e-01 -3.104944e-01 1.347295e-02 1.246231e-01 9.321714e+00 6.058985e+00 1.300473e+00 -1.122802e+00
1.192910e+01 1.075461e+02 7.843606e+01 6.794537e+00 3.755310e+00 1.947944e+01 3.227654e-01 3.490335e+00 2.383647e-01 1.574928e+00 -3.479456e+01 -1.482789e+01 2.661021e-01 4.735709e-02 8.680522e-02 -2.072708e+00 -1.740814e-01 -5.881518e-01 -3.087050e-01 1.324371e-02 1.238277e-01 9.328637e+00 6.048640e+00 1.297670e+00 -1.121030e+00
1.196486e+01 1.075461e+02 7.836198e+01 6.807536e+00 3.755310e+00 1.947944e+01 3.211424e-01 3.477913e+00 2.378492e-01 1.573214e+00 -3.484317e+01 -1.484824e+01 2.647055e-01 4.700623e-02 8.620013e-02 -2.069799e+00 -1.732505e-01 -5.852218e-01 -3.069197e-01 1.300571e-02 1.230357e-01 9.335549e+00 6.038277e+00 1.294864e+00 -1.119252e+00
1.200074e+01 1.075461e+02 7.828778e+01 6.820535e+00 3.755310e+00 1.947944e+01 3.195246e-01 3.465513e+00 2.373332e-01 1.571492e+00 -3.489162e+01 -1.486854e+01 2.633146e-01 4.665777e-02 8.559860e-02 -2.066886e+00 -1.724224e-01 -5.823023e-01 -3.051380e-01 1.275789e-02 1.222474e-01 9.342450e+00 6.027895e+00 1.292055e+00 -1.117468e+00
1.203672e+01 1.075461e+02 7.821347e+01 6.833536e+00 3.755310e+00 1.947944e+01 3.179120e-01 3.453135e+00 2.368166e-01 1.569764e+00 -3.493993e+01 -1.488877e+01 2.619296e-01 4.631171e-02 8.500064e-02 -2.063969e+00 -1.715970e-01 -5.793934e-01 -3.033633e-01 1.250912e-02 1.214625e-01 9.349339e+00 6.017494e+00 1.289243e+00 -1.115678e+00
1.207280e+01 1.075461e+02 7.813904e+01 6.846537e+00 3.755310e+00 1.947944e+01 3.163047e-01 3.440779e+00 2.362994e-01 1.568030e+00 -3.498809e+01 -1.490894e+01 2.605504e-01 4.596801e-02 8.440621e-02 -2.061047e+00 -1.707745e-01 -5.764949e-01 -3.015999e-01 1.227052e-02 1.206811e-01 9.356218e+00 6.007075e+00 1.286428e+00 -1.113882e+00
1.210900e+01 1.075461e+02 7.806449e+01 6.859539e+00 3.755310e+00 1.947944e+01 3.147026e-01 3.428446e+00 2.357817e-01 1.566288e+00 -3.503611e+01 -1.492905e+01 2.591769e-01 4.562668e-02 8.381532e-02 -2.058122e+00 -1.699547e-01 -5.736070e-01 -2.998494e-01 1.204576e-02 1.199033e-01 9.363086e+00 5.996638e+00 1.283610e+00 -1.112081e+00
1.214531e+01 1.075461e+02 7.798982e+01 6.872541e+00 3.755310e+00 1.947944e+01 3.131055e-01 3.416136e+00 2.352635e-01 1.564540e+00 -3.508397e+01 -1.494910e+01 2.578093e-01 4.528768e-02 8.322792e-02 -2.055192e+00 -1.691377e-01 -5.707295e-01 -2.981089e-01 1.182831e-02 1.191289e-01 9.369943e+00 5.986183e+00 1.280790e+00 -1.110274e+00
1.218172e+01 1.075461e+02 7.791504e+01 6.885543e+00 3.755310e+00 1.947944e+01 3.115136e-01 3.403848e+00 2.347449e-01 1.562784e+00 -3.513169e+01 -1.496909e+01 2.564473e-01 4.495102e-02 8.264402e-02 -2.052259e+00 -1.683236e-01 -5.678625e-01 -2.963743e-01 1.160747e-02 1.183580e-01 9.376789e+00 5.975710e+00 1.277966e+00 -1.108461e+00
1.221824e+01 1.075461e+02 7.784014e+01 6.898546e+00 3.755310e+00 1.947944e+01 3.099268e-01 3.391582e+00 2.342257e-01 1.561023e+00 -3.517926e+01 -1.498901e+01 2.550911e-01 4.461667e-02 8.206359e-02 -2.049322e+00 -1.675121e-01 -5.650059e-01 -2.946432e-01 1.137761e-02 1.175906e-01 9.383623e+00 5.965220e+00 1.275140e+00 -1.106642e+00
1.225487e+01 1.075461e+02 7.776512e+01 6.911549e+00 3.755310e+00 1.947944e+01 3.083452e-01 3.379339e+00 2.337061e-01 1.559254e+00 -3.522668e+01 -1.500887e+01 2.537406e-01 4.428462e-02 8.148662e-02 -2.046380e+00 -1.667035e-01 -5.621597e-01 -2.929168e-01 1.114210e-02 1.168266e-01 9.390447e+00 5.954712e+00 1.272311e+00 -1.104817e+00
