#       q          E0lin        Elin         E2lin      E0loop220    E0loop130    E0loop22     E0loop13     E2loop22     E2loop13      E1loop       E3loop         Xi          Zeta          Chi        U10lin         U3           U11          U20          V10          V12          X10          Y10          X20          Y20     
2.368304e-06 1.075461e+02 1.075465e+02 3.275702e-09 3.755310e+00 1.947944e+01 3.755945e+00 1.948228e+01 1.924564e-08 1.747880e-07 -2.982104e-07 -3.810678e-12 3.463776e+03 2.272204e+06 4.818407e+05 -3.547927e-03 -7.608222e-02 -3.423746e-01 -1.719354e-01 4.581524e-02 9.186815e-01 4.209158e-03 8.088725e-07 2.127444e-06 -3.758779e-07
2.375404e-06 1.075461e+02 1.075465e+02 3.290230e-09 3.755310e+00 1.947944e+01 3.755945e+00 1.948228e+01 1.933290e-08 1.755039e-07 -2.989665e-07 -3.834514e-12 3.459168e+03 2.266164e+06 4.805638e+05 -3.553094e-03 -7.620408e-02 -3.429205e-01 -1.722218e-01 4.589165e-02 9.189627e-01 4.209078e-03 8.123057e-07 2.134434e-06 -3.771385e-07
2.382526e-06 1.075461e+02 1.075465e+02 3.304822e-09 3.755310e+00 1.947944e+01 3.755945e+00 1.948228e+01 1.942055e-08 1.762228e-07 -2.997244e-07 -3.858498e-12 3.454566e+03 2.260139e+06 4.792902e+05 -3.558268e-03 -7.632613e-02 -3.434672e-01 -1.725086e-01 4.596818e-02 9.192440e-01 4.208998e-03 8.157533e-07 2.141447e-06 -3.784033e-07
2.389669e-06 1.075461e+02 1.075465e+02 3.319479e-09 3.755310e+00 1.947944e+01 3.755945e+00 1.948228e+01 1.950860e-08 1.769446e-07 -3.004842e-07 -3.882633e-12 3.449971e+03 2.254131e+06 4.780200e+05 -3.563450e-03 -7.644838e-02 -3.440149e-01 -1.727960e-01 4.604484e-02 9.195254e-01 4.208919e-03 8.192156e-07 2.148483e-06 -3.796724e-07
2.396834e-06 1.075461e+02 1.075465e+02 3.334201e-09 3.755310e+00 1.947944e+01 3.755945e+00 1.948228e+01 1.959705e-08 1.776693e-07 -3.012459e-07 -3.906918e-12 3.445381e+03 2.248139e+06 4.767532e+05 -3.568639e-03 -7.657083e-02 -3.445634e-01 -1.730838e-01 4.612163e-02 9.198068e-01 4.208839e-03 8.226927e-07 2.155542e-06 -3.809457e-07
2.404020e-06 1.075461e+02 1.075465e+02 3.348988e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 1.968590e-08 1.783970e-07 -3.020094e-07 -3.931356e-12 3.440798e+03 2.242163e+06 4.754897e+05 -3.573836e-03 -7.669347e-02 -3.451128e-01 -1.733721e-01 4.619855e-02 9.200884e-01 4.208759e-03 8.261844e-07 2.162625e-06 -3.822233e-07
2.411228e-06 1.075461e+02 1.075465e+02 3.363841e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 1.977515e-08 1.791277e-07 -3.027748e-07 -3.955946e-12 3.436220e+03 2.236202e+06 4.742296e+05 -3.579041e-03 -7.681631e-02 -3.456631e-01 -1.736608e-01 4.627559e-02 9.203700e-01 4.208679e-03 8.296910e-07 2.169731e-06 -3.835051e-07
2.418457e-06 1.075461e+02 1.075465e+02 3.378760e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 1.986481e-08 1.798614e-07 -3.035420e-07 -3.980690e-12 3.431649e+03 2.230258e+06 4.729728e+05 -3.584253e-03 -7.693935e-02 -3.462142e-01 -1.739501e-01 4.635277e-02 9.206517e-01 4.208599e-03 8.332125e-07 2.176860e-06 -3.847913e-07
2.425708e-06 1.075461e+02 1.075465e+02 3.393744e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 1.995488e-08 1.805981e-07 -3.043112e-07 -4.005589e-12 3.427084e+03 2.224329e+06 4.717193e+05 -3.589472e-03 -7.706258e-02 -3.467663e-01 -1.742398e-01 4.643007e-02 9.209335e-01 4.208519e-03 8.367489e-07 2.184012e-06 -3.860818e-07
2.432980e-06 1.075461e+02 1.075465e+02 3.408796e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.004535e-08 1.813379e-07 -3.050822e-07 -4.030644e-12 3.422525e+03 2.218416e+06 4.704692e+05 -3.594699e-03 -7.718601e-02 -3.473192e-01 -1.745300e-01 4.650750e-02 9.212154e-01 4.208440e-03 8.403003e-07 2.191188e-06 -3.873766e-07
2.440275e-06 1.075461e+02 1.075465e+02 3.423914e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.013623e-08 1.820806e-07 -3.058552e-07 -4.055855e-12 3.417972e+03 2.212519e+06 4.692224e+05 -3.599934e-03 -7.730964e-02 -3.478730e-01 -1.748207e-01 4.658506e-02 9.214974e-01 4.208360e-03 8.438668e-07 2.198388e-06 -3.886757e-07
2.447591e-06 1.075461e+02 1.075465e+02 3.439099e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.022753e-08 1.828264e-07 -3.066300e-07 -4.081224e-12 3.413425e+03 2.206637e+06 4.679789e+05 -3.605177e-03 -7.743347e-02 -3.484276e-01 -1.751119e-01 4.666275e-02 9.217794e-01 4.208280e-03 8.474484e-07 2.205611e-06 -3.899792e-07
2.454929e-06 1.075461e+02 1.075465e+02 3.454351e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.031924e-08 1.835753e-07 -3.074067e-07 -4.106752e-12 3.408884e+03 2.200771e+06 4.667387e+05 -3.610427e-03 -7.755749e-02 -3.489832e-01 -1.754036e-01 4.674057e-02 9.220616e-01 4.208200e-03 8.510453e-07 2.212858e-06 -3.912871e-07
2.462290e-06 1.075461e+02 1.075465e+02 3.469671e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.041136e-08 1.843272e-07 -3.081853e-07 -4.132439e-12 3.404349e+03 2.194921e+06 4.655017e+05 -3.615684e-03 -7.768171e-02 -3.495396e-01 -1.756957e-01 4.681852e-02 9.223438e-01 4.208120e-03 8.546574e-07 2.220129e-06 -3.925994e-07
2.469672e-06 1.075461e+02 1.075465e+02 3.485059e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.050390e-08 1.850822e-07 -3.089658e-07 -4.158287e-12 3.399820e+03 2.189086e+06 4.642681e+05 -3.620950e-03 -7.780614e-02 -3.500970e-01 -1.759884e-01 4.689659e-02 9.226261e-01 4.208040e-03 8.582848e-07 2.227423e-06 -3.939160e-07
2.477076e-06 1.075461e+02 1.075465e+02 3.500515e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.059687e-08 1.858403e-07 -3.097482e-07 -4.184297e-12 3.395298e+03 2.183267e+06 4.630377e+05 -3.626223e-03 -7.793076e-02 -3.506552e-01 -1.762815e-01 4.697480e-02 9.229085e-01 4.207960e-03 8.619276e-07 2.234742e-06 -3.952371e-07
2.484503e-06 1.075461e+02 1.075465e+02 3.516040e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.069025e-08 1.866015e-07 -3.105326e-07 -4.210469e-12 3.390781e+03 2.177463e+06 4.618106e+05 -3.631504e-03 -7.805558e-02 -3.512143e-01 -1.765751e-01 4.705314e-02 9.231910e-01 4.207880e-03 8.655859e-07 2.242085e-06 -3.965626e-07
2.491952e-06 1.075461e+02 1.075465e+02 3.531634e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.078406e-08 1.873658e-07 -3.113189e-07 -4.236805e-12 3.386270e+03 2.171675e+06 4.605867e+05 -3.636792e-03 -7.818060e-02 -3.517743e-01 -1.768692e-01 4.713161e-02 9.234736e-01 4.207801e-03 8.692597e-07 2.249452e-06 -3.978925e-07
2.499423e-06 1.075461e+02 1.075465e+02 3.547297e-09 3.755310e+00 1.947944e+01 3.755944e+00 1.948228e+01 2.087829e-08 1.881332e-07 -3.121070e-07 -4.263306e-12 3.381765e+03 2.165902e+06 4.593661e+05 -3.642088e-03 -7.830582e-02 -3.523352e-01 -1.771638e-01 4.721021e-02 9.237563e-01 4.207721e-03 8.729491e-07 2.256843e-06 -3.992269e-07
2.506917e-06 1.075461e+02 1.075465e+02 3.563029e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.097295e-08 1.889038e-07 -3.128972e-07 -4.289973e-12 3.377266e+03 2.160144e+06 4.581487e+05 -3.647392e-03 -7.843124e-02 -3.528970e-01 -1.774589e-01 4.728895e-02 9.240390e-01 4.207641e-03 8.766542e-07 2.264258e-06 -4.005658e-07
2.514433e-06 1.075461e+02 1.075465e+02 3.578831e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.106804e-08 1.896775e-07 -3.136892e-07 -4.316806e-12 3.372774e+03 2.154402e+06 4.569345e+05 -3.652703e-03 -7.855686e-02 -3.534597e-01 -1.777545e-01 4.736781e-02 9.243218e-01 4.207561e-03 8.803750e-07 2.271698e-06 -4.019092e-07
2.521971e-06 1.075461e+02 1.075465e+02 3.594703e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.116356e-08 1.904544e-07 -3.144832e-07 -4.343807e-12 3.368287e+03 2.148675e+06 4.557236e+05 -3.658023e-03 -7.868269e-02 -3.540233e-01 -1.780506e-01 4.744680e-02 9.246048e-01 4.207481e-03 8.841116e-07 2.279162e-06 -4.032571e-07
2.529533e-06 1.075461e+02 1.075465e+02 3.610646e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.125951e-08 1.912345e-07 -3.152791e-07 -4.370977e-12 3.363806e+03 2.142963e+06 4.545158e+05 -3.663350e-03 -7.880871e-02 -3.545877e-01 -1.783471e-01 4.752593e-02 9.248878e-01 4.207401e-03 8.878640e-07 2.286650e-06 -4.046094e-07
2.537117e-06 1.075461e+02 1.075465e+02 3.626659e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.135590e-08 1.920178e-07 -3.160770e-07 -4.398318e-12 3.359331e+03 2.137266e+06 4.533113e+05 -3.668684e-03 -7.893494e-02 -3.551531e-01 -1.786442e-01 4.760519e-02 9.251709e-01 4.207321e-03 8.916324e-07 2.294164e-06 -4.059664e-07
2.544723e-06 1.075461e+02 1.075465e+02 3.642743e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.145272e-08 1.928043e-07 -3.168768e-07 -4.425829e-12 3.354862e+03 2.131584e+06 4.521099e+05 -3.674027e-03 -7.906137e-02 -3.557194e-01 -1.789417e-01 4.768458e-02 9.254541e-01 4.207241e-03 8.954168e-07 2.301702e-06 -4.073278e-07
2.552353e-06 1.075461e+02 1.075465e+02 3.658898e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.154999e-08 1.935940e-07 -3.176786e-07 -4.453512e-12 3.350399e+03 2.125918e+06 4.509118e+05 -3.679377e-03 -7.918800e-02 -3.562866e-01 -1.792398e-01 4.776410e-02 9.257373e-01 4.207161e-03 8.992172e-07 2.309264e-06 -4.086939e-07
2.560005e-06 1.075461e+02 1.075465e+02 3.675126e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.164769e-08 1.943870e-07 -3.184824e-07 -4.481368e-12 3.345942e+03 2.120267e+06 4.497168e+05 -3.684735e-03 -7.931484e-02 -3.568547e-01 -1.795383e-01 4.784376e-02 9.260207e-01 4.207081e-03 9.030338e-07 2.316852e-06 -4.100645e-07
2.567680e-06 1.075461e+02 1.075465e+02 3.691425e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.174584e-08 1.951832e-07 -3.192881e-07 -4.509399e-12 3.341491e+03 2.114630e+06 4.485250e+05 -3.690101e-03 -7.944187e-02 -3.574237e-01 -1.798374e-01 4.792355e-02 9.263041e-01 4.207001e-03 9.068665e-07 2.324464e-06 -4.114397e-07
2.575379e-06 1.075461e+02 1.075465e+02 3.707796e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.184443e-08 1.959826e-07 -3.200958e-07 -4.537605e-12 3.337045e+03 2.109009e+06 4.473363e+05 -3.695475e-03 -7.956912e-02 -3.579936e-01 -1.801369e-01 4.800347e-02 9.265876e-01 4.206921e-03 9.107155e-07 2.332102e-06 -4.128195e-07
2.583100e-06 1.075461e+02 1.075465e+02 3.724240e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948228e+01 2.194347e-08 1.967854e-07 -3.209054e-07 -4.565987e-12 3.332606e+03 2.103403e+06 4.461508e+05 -3.700857e-03 -7.969656e-02 -3.585644e-01 -1.804369e-01 4.808352e-02 9.268713e-01 4.206842e-03 9.145809e-07 2.339764e-06 -4.142040e-07
2.590844e-06 1.075461e+02 1.075465e+02 3.740757e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948227e+01 2.204296e-08 1.975914e-07 -3.217170e-07 -4.594547e-12 3.328173e+03 2.097811e+06 4.449684e+05 -3.706246e-03 -7.982421e-02 -3.591361e-01 -1.807375e-01 4.816371e-02 9.271550e-01 4.206762e-03 9.184627e-07 2.347452e-06 -4.155931e-07
2.598612e-06 1.075461e+02 1.075465e+02 3.757348e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948227e+01 2.214290e-08 1.984007e-07 -3.225307e-07 -4.623285e-12 3.323745e+03 2.092234e+06 4.437892e+05 -3.711643e-03 -7.995206e-02 -3.597087e-01 -1.810385e-01 4.824403e-02 9.274387e-01 4.206682e-03 9.223609e-07 2.355165e-06 -4.169868e-07
2.606403e-06 1.075461e+02 1.075465e+02 3.774011e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948227e+01 2.224329e-08 1.992134e-07 -3.233463e-07 -4.652204e-12 3.319324e+03 2.086673e+06 4.426131e+05 -3.717048e-03 -8.008012e-02 -3.602823e-01 -1.813401e-01 4.832449e-02 9.277226e-01 4.206602e-03 9.262757e-07 2.362904e-06 -4.183852e-07
2.614218e-06 1.075461e+02 1.075465e+02 3.790749e-09 3.755310e+00 1.947944e+01 3.755943e+00 1.948227e+01 2.234414e-08 2.000293e-07 -3.241638e-07 -4.681303e-12 3.314908e+03 2.081126e+06 4.414401e+05 -3.722461e-03 -8.020839e-02 -3.608568e-01 -1.816421e-01 4.840508e-02 9.280066e-01 4.206522e-03 9.302071e-07 2.370667e-06 -4.197883e-07
2.622055e-06 1.075461e+02 1.075465e+02 3.807561e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.244545e-08 2.008487e-07 -3.249834e-07 -4.710584e-12 3.310498e+03 2.075593e+06 4.402702e+05 -3.727882e-03 -8.033685e-02 -3.614321e-01 -1.819446e-01 4.848580e-02 9.282906e-01 4.206442e-03 9.341552e-07 2.378457e-06 -4.211961e-07
2.629917e-06 1.075461e+02 1.075465e+02 3.824448e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.254721e-08 2.016713e-07 -3.258050e-07 -4.740048e-12 3.306094e+03 2.070076e+06 4.391034e+05 -3.733311e-03 -8.046553e-02 -3.620084e-01 -1.822477e-01 4.856666e-02 9.285748e-01 4.206362e-03 9.381200e-07 2.386272e-06 -4.226087e-07
2.637802e-06 1.075461e+02 1.075465e+02 3.841409e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.264944e-08 2.024974e-07 -3.266286e-07 -4.769697e-12 3.301696e+03 2.064573e+06 4.379397e+05 -3.738748e-03 -8.059441e-02 -3.625856e-01 -1.825512e-01 4.864766e-02 9.288590e-01 4.206282e-03 9.421017e-07 2.394112e-06 -4.240259e-07
2.645710e-06 1.075461e+02 1.075465e+02 3.858446e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.275213e-08 2.033268e-07 -3.274542e-07 -4.799531e-12 3.297304e+03 2.059084e+06 4.367791e+05 -3.744192e-03 -8.072350e-02 -3.631638e-01 -1.828553e-01 4.872879e-02 9.291433e-01 4.206202e-03 9.461003e-07 2.401978e-06 -4.254480e-07
2.653642e-06 1.075461e+02 1.075465e+02 3.875558e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.285528e-08 2.041596e-07 -3.282819e-07 -4.829552e-12 3.292917e+03 2.053611e+06 4.356216e+05 -3.749645e-03 -8.085279e-02 -3.637428e-01 -1.831599e-01 4.881005e-02 9.294277e-01 4.206122e-03 9.501158e-07 2.409871e-06 -4.268747e-07
2.661598e-06 1.075461e+02 1.075465e+02 3.892746e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.295891e-08 2.049958e-07 -3.291115e-07 -4.859760e-12 3.288537e+03 2.048152e+06 4.344671e+05 -3.755105e-03 -8.098229e-02 -3.643228e-01 -1.834649e-01 4.889145e-02 9.297122e-01 4.206042e-03 9.541484e-07 2.417789e-06 -4.283063e-07
2.669578e-06 1.075461e+02 1.075465e+02 3.910010e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.306300e-08 2.058355e-07 -3.299432e-07 -4.890157e-12 3.284162e+03 2.042707e+06 4.333157e+05 -3.760574e-03 -8.111200e-02 -3.649037e-01 -1.837705e-01 4.897299e-02 9.299967e-01 4.205962e-03 9.581981e-07 2.425733e-06 -4.297427e-07
2.677582e-06 1.075461e+02 1.075465e+02 3.927351e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.316756e-08 2.066786e-07 -3.307769e-07 -4.920745e-12 3.279793e+03 2.037277e+06 4.321673e+05 -3.766050e-03 -8.124192e-02 -3.654855e-01 -1.840766e-01 4.905466e-02 9.302814e-01 4.205882e-03 9.622650e-07 2.433703e-06 -4.311839e-07
2.685610e-06 1.075461e+02 1.075465e+02 3.944769e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.327260e-08 2.075251e-07 -3.316126e-07 -4.951524e-12 3.275430e+03 2.031861e+06 4.310220e+05 -3.771534e-03 -8.137204e-02 -3.660683e-01 -1.843832e-01 4.913647e-02 9.305661e-01 4.205802e-03 9.663492e-07 2.441700e-06 -4.326299e-07
2.693662e-06 1.075461e+02 1.075465e+02 3.962264e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.337812e-08 2.083751e-07 -3.324504e-07 -4.982495e-12 3.271072e+03 2.026460e+06 4.298798e+05 -3.777027e-03 -8.150237e-02 -3.666520e-01 -1.846903e-01 4.921841e-02 9.308510e-01 4.205722e-03 9.704506e-07 2.449722e-06 -4.340807e-07
2.701738e-06 1.075461e+02 1.075465e+02 3.979837e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.348411e-08 2.092286e-07 -3.332902e-07 -5.013660e-12 3.266721e+03 2.021073e+06 4.287405e+05 -3.782527e-03 -8.163292e-02 -3.672366e-01 -1.849980e-01 4.930049e-02 9.311359e-01 4.205642e-03 9.745695e-07 2.457771e-06 -4.355365e-07
2.709838e-06 1.075461e+02 1.075465e+02 3.997487e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.359058e-08 2.100856e-07 -3.341320e-07 -5.045020e-12 3.262375e+03 2.015700e+06 4.276043e+05 -3.788035e-03 -8.176367e-02 -3.678222e-01 -1.853061e-01 4.938271e-02 9.314209e-01 4.205562e-03 9.787059e-07 2.465847e-06 -4.369971e-07
2.717962e-06 1.075461e+02 1.075465e+02 4.015216e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.369754e-08 2.109461e-07 -3.349760e-07 -5.076576e-12 3.258035e+03 2.010342e+06 4.264711e+05 -3.793552e-03 -8.189463e-02 -3.684086e-01 -1.856147e-01 4.946506e-02 9.317060e-01 4.205481e-03 9.828599e-07 2.473949e-06 -4.384626e-07
2.726111e-06 1.075461e+02 1.075465e+02 4.033024e-09 3.755310e+00 1.947944e+01 3.755942e+00 1.948227e+01 2.380498e-08 2.118101e-07 -3.358219e-07 -5.108330e-12 3.253701e+03 2.004998e+06 4.253408e+05 -3.799076e-03 -8.202580e-02 -3.689961e-01 -1.859239e-01 4.954756e-02 9.319911e-01 4.205401e-03 9.870314e-07 2.482078e-06 -4.399330e-07
2.734284e-06 1.075461e+02 1.075465e+02 4.050910e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.391291e-08 2.126777e-07 -3.366700e-07 -5.140282e-12 3.249372e+03 1.999668e+06 4.242136e+05 -3.804608e-03 -8.215718e-02 -3.695844e-01 -1.862336e-01 4.963019e-02 9.322764e-01 4.205321e-03 9.912207e-07 2.490233e-06 -4.414084e-07
2.742482e-06 1.075461e+02 1.075465e+02 4.068876e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.402133e-08 2.135488e-07 -3.375201e-07 -5.172434e-12 3.245050e+03 1.994352e+06 4.230894e+05 -3.810149e-03 -8.228877e-02 -3.701737e-01 -1.865438e-01 4.971295e-02 9.325618e-01 4.205241e-03 9.954277e-07 2.498415e-06 -4.428887e-07
2.750705e-06 1.075461e+02 1.075465e+02 4.086921e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.413024e-08 2.144235e-07 -3.383722e-07 -5.204787e-12 3.240733e+03 1.989050e+06 4.219681e+05 -3.815697e-03 -8.242057e-02 -3.707639e-01 -1.868545e-01 4.979586e-02 9.328472e-01 4.205161e-03 9.996526e-07 2.506624e-06 -4.443739e-07
2.758952e-06 1.075461e+02 1.075465e+02 4.105047e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.423964e-08 2.153018e-07 -3.392265e-07 -5.237343e-12 3.236422e+03 1.983763e+06 4.208499e+05 -3.821254e-03 -8.255258e-02 -3.713551e-01 -1.871657e-01 4.987890e-02 9.331327e-01 4.205081e-03 1.003895e-06 2.514860e-06 -4.458641e-07
2.767223e-06 1.075461e+02 1.075465e+02 4.123253e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.434954e-08 2.161836e-07 -3.400828e-07 -5.270102e-12 3.232116e+03 1.978489e+06 4.197345e+05 -3.826819e-03 -8.268480e-02 -3.719472e-01 -1.874774e-01 4.996209e-02 9.334183e-01 4.205001e-03 1.008156e-06 2.523123e-06 -4.473594e-07
2.775520e-06 1.075461e+02 1.075465e+02 4.141539e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.445994e-08 2.170691e-07 -3.409412e-07 -5.303066e-12 3.227816e+03 1.973230e+06 4.186222e+05 -3.832392e-03 -8.281724e-02 -3.725403e-01 -1.877897e-01 5.004541e-02 9.337040e-01 4.204921e-03 1.012435e-06 2.531413e-06 -4.488596e-07
2.783841e-06 1.075461e+02 1.075465e+02 4.159907e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.457084e-08 2.179582e-07 -3.418018e-07 -5.336236e-12 3.223522e+03 1.967984e+06 4.175128e+05 -3.837973e-03 -8.294989e-02 -3.731343e-01 -1.881025e-01 5.012887e-02 9.339898e-01 4.204841e-03 1.016732e-06 2.539731e-06 -4.503649e-07
2.792188e-06 1.075461e+02 1.075465e+02 4.178356e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.468224e-08 2.188510e-07 -3.426644e-07 -5.369614e-12 3.219234e+03 1.962753e+06 4.164063e+05 -3.843562e-03 -8.308275e-02 -3.737292e-01 -1.884158e-01 5.021247e-02 9.342757e-01 4.204761e-03 1.021048e-06 2.548076e-06 -4.518752e-07
2.800559e-06 1.075461e+02 1.075465e+02 4.196887e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.479415e-08 2.197474e-07 -3.435291e-07 -5.403200e-12 3.214952e+03 1.957535e+06 4.153027e+05 -3.849159e-03 -8.321582e-02 -3.743251e-01 -1.887296e-01 5.029620e-02 9.345617e-01 4.204681e-03 1.025381e-06 2.556448e-06 -4.533906e-07
2.808955e-06 1.075461e+02 1.075465e+02 4.215500e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.490656e-08 2.206474e-07 -3.443959e-07 -5.436997e-12 3.210675e+03 1.952331e+06 4.142021e+05 -3.854764e-03 -8.334911e-02 -3.749220e-01 -1.890440e-01 5.038008e-02 9.348477e-01 4.204601e-03 1.029733e-06 2.564848e-06 -4.549111e-07
2.817377e-06 1.075461e+02 1.075465e+02 4.234196e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.501948e-08 2.215512e-07 -3.452648e-07 -5.471005e-12 3.206404e+03 1.947141e+06 4.131044e+05 -3.860378e-03 -8.348261e-02 -3.755198e-01 -1.893588e-01 5.046410e-02 9.351338e-01 4.204520e-03 1.034104e-06 2.573275e-06 -4.564366e-07
2.825824e-06 1.075461e+02 1.075465e+02 4.252975e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.513292e-08 2.224587e-07 -3.461358e-07 -5.505226e-12 3.202138e+03 1.941965e+06 4.120096e+05 -3.865999e-03 -8.361632e-02 -3.761186e-01 -1.896742e-01 5.054826e-02 9.354201e-01 4.204440e-03 1.038493e-06 2.581730e-06 -4.579673e-07
2.834296e-06 1.075461e+02 1.075465e+02 4.271837e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.524687e-08 2.233699e-07 -3.470090e-07 -5.539660e-12 3.197878e+03 1.936803e+06 4.109177e+05 -3.871629e-03 -8.375025e-02 -3.767183e-01 -1.899902e-01 5.063256e-02 9.357064e-01 4.204360e-03 1.042901e-06 2.590213e-06 -4.595031e-07
2.842794e-06 1.075461e+02 1.075465e+02 4.290782e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.536133e-08 2.242848e-07 -3.478843e-07 -5.574311e-12 3.193624e+03 1.931654e+06 4.098287e+05 -3.877267e-03 -8.388439e-02 -3.773189e-01 -1.903066e-01 5.071700e-02 9.359928e-01 4.204280e-03 1.047327e-06 2.598724e-06 -4.610441e-07
2.851317e-06 1.075461e+02 1.075465e+02 4.309812e-09 3.755310e+00 1.947944e+01 3.755941e+00 1.948227e+01 2.547632e-08 2.252034e-07 -3.487617e-07 -5.609177e-12 3.189375e+03 1.926519e+06 4.087426e+05 -3.882914e-03 -8.401874e-02 -3.779206e-01 -1.906236e-01 5.080158e-02 9.362793e-01 4.204200e-03 1.051772e-06 2.607262e-06 -4.625902e-07
2.859866e-06 1.075461e+02 1.075465e+02 4.328926e-09 3.755310e+00 1.947944e+01 3.755940e+00 1.948227e+01 2.559182e-08 2.261258e-07 -3.496412e-07 -5.644262e-12 3.185133e+03 1.921398e+06 4.076594e+05 -3.888568e-03 -8.415332e-02 -3.785231e-01 -1.909411e-01 5.088630e-02 9.365658e-01 4.204120e-03 1.056236e-06 2.615829e-06 -4.641415e-07
2.868440e-06 1.075461e+02 1.075465e+02 4.348125e-09 3.755310e+00 1.947944e+01 3.755940e+00 1.948227e+01 2.570785e-08 2.270520e-07 -3.505229e-07 -5.679567e-12 3.180895e+03 1.916290e+06 4.065790e+05 -3.894231e-03 -8.428810e-02 -3.791267e-01 -1.912591e-01 5.097116e-02 9.368525e-01 4.204040e-03 1.060719e-06 2.624424e-06 -4.656980e-07
2.877040e-06 1.075461e+02 1.075465e+02 4.367409e-09 3.755310e+00 1.947944e+01 3.755940e+00 1.948227e+01 2.582441e-08 2.279820e-07 -3.514068e-07 -5.715092e-12 3.176664e+03 1.911196e+06 4.055015e+05 -3.899902e-03 -8.442311e-02 -3.797312e-01 -1.915777e-01 5.105617e-02 9.371393e-01 4.203959e-03 1.065221e-06 2.633047e-06 -4.672598e-07
2.885666e-06 1.075461e+02 1.075465e+02 4.386778e-09 3.755310e+00 1.947944e+01 3.755940e+00 1.948226e+01 2.594150e-08 2.289158e-07 -3.522927e-07 -5.750839e-12 3.172438e+03 1.906116e+06 4.044269e+05 -3.905581e-03 -8.455833e-02 -3.803367e-01 -1.918968e-01 5.114131e-02 9.374261e-01 4.203879e-03 1.069742e-06 2.641698e-06 -4.688267e-07
