# k, R1, R2
1.050777477228635459e-01 1.290699923449262315e+03 -1.098629793333855673e+02
1.060505087755658632e-01 1.291946766024126191e+03 -1.091480756721629035e+02
1.070322751989213339e-01 1.293849401227374983e+03 -1.084868252423502213e+02
1.080231303604749504e-01 1.296406380171157934e+03 -1.078778463274190500e+02
1.090231583995494025e-01 1.299488003325459204e+03 -1.073091331082332118e+02
1.100324442343902365e-01 1.303143969792984535e+03 -1.067837548390453577e+02
1.110510735693770734e-01 1.307271718363790569e+03 -1.062922422259136965e+02
1.120791329023005517e-01 1.311787860908359107e+03 -1.058269650778397306e+02
1.131167095317077986e-01 1.316630973566784178e+03 -1.053822529260909420e+02
1.141638915643156810e-01 1.321781860628746699e+03 -1.049559493884827930e+02
1.152207679224918624e-01 1.327132278915601319e+03 -1.045389527643590384e+02
1.162874283518060825e-01 1.332563834787464884e+03 -1.041216198323592295e+02
1.173639634286512273e-01 1.338008627572500473e+03 -1.036985655250328051e+02
1.184504645679339968e-01 1.343325652893183133e+03 -1.032589186548618869e+02
1.195470240308383475e-01 1.348464657126149859e+03 -1.027991347338476800e+02
1.206537349326591430e-01 1.353277593579615086e+03 -1.023083690297254122e+02
1.217706912507094258e-01 1.357608077466770055e+03 -1.017755622035164436e+02
1.228979878323010339e-01 1.361368994073894555e+03 -1.011951894914883923e+02
1.240357204027978111e-01 1.364504743202284317e+03 -1.005642732686705330e+02
1.251839855737446605e-01 1.366898758886054338e+03 -9.987554312843023752e+01
1.263428808510716761e-01 1.368484563847996242e+03 -9.912562299541829702e+01
1.275125046433733256e-01 1.369156122035529734e+03 -9.830850974872002723e+01
1.286929562702651686e-01 1.368829308966836379e+03 -9.741998015194724303e+01
1.298843359708180267e-01 1.367426154268194068e+03 -9.645650635679189122e+01
1.310867449120692863e-01 1.364902645786556832e+03 -9.541708756117621704e+01
1.323002851976137206e-01 1.361262635861844728e+03 -9.430417838160119004e+01
1.335250598762743046e-01 1.356534233218256077e+03 -9.312186938397239544e+01
1.347611729508516321e-01 1.350731840816485601e+03 -9.187324151463484156e+01
1.360087293869565728e-01 1.343835486883042904e+03 -9.055903571651619188e+01
1.372678351219225046e-01 1.335874131483883275e+03 -8.918326956826018659e+01
1.385385970738015060e-01 1.326929078135691043e+03 -8.775338512115723688e+01
1.398211231504437879e-01 1.317115707156011695e+03 -8.627879551320039297e+01
1.411155222586600588e-01 1.306544178431579439e+03 -8.476832426033273293e+01
1.424219043134696272e-01 1.295327383055089285e+03 -8.323064520474892447e+01
1.437403802474346015e-01 1.283590291029905757e+03 -8.167493814520710771e+01
1.450710620200788559e-01 1.271499690811765049e+03 -8.011268330880346866e+01
1.464140626273955914e-01 1.259130949334693923e+03 -7.854923128558141343e+01
1.477694961114429106e-01 1.246690831951959353e+03 -7.699787091189364219e+01
1.491374775700269051e-01 1.234354038699827697e+03 -7.546937918152853797e+01
1.505181231664762531e-01 1.222209779106757196e+03 -7.396895959008701027e+01
1.519115501395054690e-01 1.210483056881412267e+03 -7.250968144750508770e+01
1.533178768131707170e-01 1.199277138294003407e+03 -7.109687878417656748e+01
1.547372226069178014e-01 1.188724618485537121e+03 -6.973731436029679287e+01
1.561697080457219722e-01 1.178921773731243093e+03 -6.843533971751972445e+01
1.576154547703227105e-01 1.169959422317184362e+03 -6.719474492716601333e+01
1.590745855475536041e-01 1.161974100373152623e+03 -6.602169343064218765e+01
1.605472242807661210e-01 1.155020545735356563e+03 -6.491743478327320815e+01
1.620334960203515251e-01 1.149115369803475005e+03 -6.388094120171979284e+01
1.635335269743600495e-01 1.144266672456749802e+03 -6.291071641189232366e+01
1.650474445192168793e-01 1.140438434282582421e+03 -6.200281181018632992e+01
1.665753772105397490e-01 1.137590238190754462e+03 -6.115317416999227618e+01
1.681174547940541553e-01 1.135739192220377618e+03 -6.036087957650831015e+01
1.696738082166113493e-01 1.134733308811121560e+03 -5.961610784896467408e+01
1.712445696373083304e-01 1.134480713968313012e+03 -5.891252604227030787e+01
1.728298724387091201e-01 1.134812052340017317e+03 -5.824005175289702407e+01
1.744298512381717847e-01 1.135595665403812745e+03 -5.759094773630689446e+01
1.760446418992798745e-01 1.136660799476192324e+03 -5.695581515732627764e+01
1.776743815433785290e-01 1.137853788775818430e+03 -5.632655604661784565e+01
1.793192085612186071e-01 1.138952273673619857e+03 -5.569204982240435697e+01
1.809792626247090086e-01 1.139807797805029395e+03 -5.504532587223162921e+01
1.826546846987757433e-01 1.140189408752914460e+03 -5.437580681690040763e+01
1.843456170533327720e-01 1.139900382606763969e+03 -5.367511010601830890e+01
1.860522032753634813e-01 1.138839353941596073e+03 -5.293974936615665428e+01
1.877745882811122091e-01 1.136874106060928852e+03 -5.216506264284701189e+01
1.895129183283914276e-01 1.133853252234396678e+03 -5.134585345240267884e+01
1.912673410290000320e-01 1.129677110309414047e+03 -5.047956637224810805e+01
1.930380053612584246e-01 1.124336509277707364e+03 -4.956790890399565086e+01
1.948250616826599224e-01 1.117838809472316825e+03 -4.861328201341246569e+01
1.966286617426370453e-01 1.110211776527265329e+03 -4.761897829846824237e+01
1.984489586954482632e-01 1.101511111733490225e+03 -4.658936462853048965e+01
2.002861071131837034e-01 1.091829703641820970e+03 -4.553024157572322395e+01
2.021402629988896249e-01 1.081358963108520356e+03 -4.445122069533281461e+01
2.040115837998161263e-01 1.070236855805649839e+03 -4.335928180268371790e+01
2.059002284207875344e-01 1.058663319401003946e+03 -4.226356199591671015e+01
2.078063572376945001e-01 1.046838392307349977e+03 -4.117269422542462820e+01
2.097301321111141592e-01 1.034940550812313404e+03 -4.009403351582351860e+01
2.116717164000531115e-01 1.023235245195382618e+03 -3.903778979885922240e+01
2.136312749758199347e-01 1.011887393020037848e+03 -3.800980476729414193e+01
2.156089742360259021e-01 1.001114810424741677e+03 -3.701745766687901096e+01
2.176049821187135691e-01 9.910231485747426632e+02 -3.606355521958725063e+01
2.196194681166180329e-01 9.817581580544712097e+02 -3.515208595151369053e+01
2.216526032915601130e-01 9.734427994981305119e+02 -3.428589372178489469e+01
2.237045602889710105e-01 9.661086205524172783e+02 -3.346438882255456804e+01
2.257755133525532476e-01 9.597335546005216429e+02 -3.268506219745683694e+01
2.278656383390773588e-01 9.543197140246753634e+02 -3.194630252875507637e+01
2.299751127333134748e-01 9.498217128378799998e+02 -3.124490314531187352e+01
2.321041156631042379e-01 9.460998580588975528e+02 -3.057475344663554040e+01
2.342528279145741632e-01 9.430042521825359927e+02 -2.992972120545419656e+01
2.364214319474817749e-01 9.403714338308299148e+02 -2.930362168436002790e+01
2.386101119107141844e-01 9.380152575533520576e+02 -2.868995032096205122e+01
2.408190536579227492e-01 9.357363392801338478e+02 -2.808223363877650769e+01
2.430484447633057543e-01 9.333220799084402870e+02 -2.747408548378866300e+01
2.452984745375371145e-01 9.305626414869042264e+02 -2.685966398822919032e+01
2.475693340438404333e-01 9.272932833505246890e+02 -2.623491526833207743e+01
2.498612161142140520e-01 9.233891104038278854e+02 -2.559723160991442015e+01
2.521743153658062009e-01 9.186912483656377617e+02 -2.494339796273931142e+01
2.545088282174396976e-01 9.131449949500339471e+02 -2.427329993975003575e+01
2.568649529062916881e-01 9.067372076261361826e+02 -2.358804226251183422e+01
2.592428895047280135e-01 8.994892346694956586e+02 -2.288962482126641618e+01
2.616428399372905389e-01 8.914432624919195405e+02 -2.218050735963216624e+01
2.640650079978459908e-01 8.827615731574721849e+02 -2.146598430953604719e+01
2.665095993668893937e-01 8.735782693470833919e+02 -2.075028434524486087e+01
2.689768216290103209e-01 8.640597288267839531e+02 -2.003810770305112143e+01
2.714668842905211821e-01 8.544091965924335454e+02 -1.933457866739735920e+01
2.739799987972457163e-01 8.448109314685367508e+02 -1.864397322478630770e+01
2.765163785524749618e-01 8.354622693956412149e+02 -1.797040995447343192e+01
2.790762389350896489e-01 8.265057811929824538e+02 -1.731643435468924963e+01
2.816597973178472936e-01 8.180910025379688477e+02 -1.668441095630422666e+01
2.842672730858417651e-01 8.103216103557425640e+02 -1.607545906892443455e+01
2.868988876551330502e-01 8.032223108643526075e+02 -1.548896213304064773e+01
2.895548644915472147e-01 7.968208469100743514e+02 -1.492428770225521717e+01
2.922354291296546114e-01 7.910655794641689909e+02 -1.437933009396946105e+01
2.949408091919189512e-01 7.858799268285656581e+02 -1.385163408194410728e+01
2.976712344080272299e-01 7.811400113880284835e+02 -1.333813672196873235e+01
3.004269366343982894e-01 7.767036025407572879e+02 -1.283572626042022691e+01
3.032081498738691816e-01 7.724151320438940047e+02 -1.234140762177682582e+01
3.060151102955666613e-01 7.680945719589043392e+02 -1.185214609339050895e+01
3.088480562549628106e-01 7.635914061996242026e+02 -1.136573657567681650e+01
3.117072283141129607e-01 7.587749932843754550e+02 -1.088060099162922256e+01
3.145928692620845735e-01 7.535383995557162962e+02 -1.039575077976681960e+01
3.175052241355745264e-01 7.478086800590941721e+02 -9.910904049609376543e+00
3.204445402397145259e-01 7.415664816311042387e+02 -9.426588168069368834e+00
3.234110671690737515e-01 7.348268550838200781e+02 -8.943813397453569181e+00
3.264050568288513476e-01 7.276806211406114926e+02 -8.464414598279550006e+00
3.294267634562676461e-01 7.201898071961862797e+02 -7.989721360905187808e+00
3.324764436421545621e-01 7.125113994714416776e+02 -7.521924807255090606e+00
3.355543563527416118e-01 7.047611966411437834e+02 -7.062459295630107547e+00
3.386607629516478202e-01 6.970919402618764025e+02 -6.612873144994352081e+00
3.417959272220762457e-01 6.896093334761817459e+02 -6.173946921888850525e+00
3.449601153892115635e-01 6.824441748339513651e+02 -5.746471076544202639e+00
3.481535961428275927e-01 6.756450357721701039e+02 -5.330285534426479011e+00
3.513766406601046000e-01 6.692476878910609912e+02 -4.925057753642272829e+00
3.546295226286544366e-01 6.632632594270414756e+02 -4.530195197027926390e+00
3.579125182697616703e-01 6.576405341313112558e+02 -4.144703274049491348e+00
3.612259063618408206e-01 6.522993130144013776e+02 -3.767526955660105425e+00
3.645699682641059258e-01 6.471525162627383452e+02 -3.397741843318105470e+00
3.679449879404658175e-01 6.420823565396485719e+02 -3.034475121135324027e+00
3.713512519836342229e-01 6.369991466535793734e+02 -2.677202126605175092e+00
3.747890496394672977e-01 6.317858584545493841e+02 -2.325507302592984438e+00
3.782586728315264768e-01 6.263764501547759664e+02 -1.979357278864718683e+00
3.817604161858648149e-01 6.207358350828794755e+02 -1.638958045458083879e+00
3.852945770560467498e-01 6.148412927100017669e+02 -1.304596421663005934e+00
3.888614555483993485e-01 6.087143722058639241e+02 -9.766862910782523333e-01
3.924613545474936460e-01 6.023988670153443081e+02 -6.556161626402572384e-01
3.960945797418654601e-01 5.959873834687774661e+02 -3.417061217939189044e-01
3.997614396499746259e-01 5.895510572687658168e+02 -3.509448427146712873e-02
4.034622456464001528e-01 5.831758809322375328e+02 2.642506817915593054e-01
4.071973119882840164e-01 5.769322797929622766e+02 5.565026218319337747e-01
4.109669558420139812e-01 5.708754613871686843e+02 8.419764054134383224e-01
4.147714973101569447e-01 5.650406560293606617e+02 1.121040132556533342e+00
4.186112594586423041e-01 5.594228223673439970e+02 1.394046947488910559e+00
4.224865683441926256e-01 5.540129262228396101e+02 1.661316967053824811e+00
4.263977530420124951e-01 5.487453042006980013e+02 1.922954741190359806e+00
4.303451456737333314e-01 5.435866945898690119e+02 2.179064938124744444e+00
4.343290814356132734e-01 5.384562790400422045e+02 2.429459226487991508e+00
4.383498986270019104e-01 5.333118127649551070e+02 2.673994839289425496e+00
4.424079386790688018e-01 5.280927542897749163e+02 2.912325009341251825e+00
4.465035461837928987e-01 5.227858751514073674e+02 3.144285472037802176e+00
4.506370689232278015e-01 5.173807058783147568e+02 3.369686817323190198e+00
4.548088578990307496e-01 5.118893134790279191e+02 3.588491005807705303e+00
4.590192673622694453e-01 5.063517656606522337e+02 3.800886552886768133e+00
4.632686548435050455e-01 5.008051252158028319e+02 4.007120115761534151e+00
4.675573811831494342e-01 4.952929734089564136e+02 4.207571409614389246e+00
4.718858105621077104e-01 4.898602052490087431e+02 4.402708284102438085e+00
4.762543105327042836e-01 4.845320981809513796e+02 4.592914704584408092e+00
4.806632520498910210e-01 4.793314465685979258e+02 4.778582425625630847e+00
4.851130095027488265e-01 4.742437071728813294e+02 4.959773602598150255e+00
4.896039607462803200e-01 4.692638275829898475e+02 5.136609587969645396e+00
4.941364871334926745e-01 4.643438438723486570e+02 5.308722558476538289e+00
4.987109735477842642e-01 4.594784227470496489e+02 5.476151568103900580e+00
5.033278084356240800e-01 4.546197087884471557e+02 5.638399290563937960e+00
5.079873838395380092e-01 4.497510076503682512e+02 5.795280910018936638e+00
5.126900954314017600e-01 4.448697814078943225e+02 5.946759719443443615e+00
5.174363425460359878e-01 4.399654993190226264e+02 6.092696261510666567e+00
5.222265282151178356e-01 4.350485634753979411e+02 6.233215930442145059e+00
5.270610592014065565e-01 4.301494410370299875e+02 6.368776626575959554e+00
5.319403460332807754e-01 4.252713048618697940e+02 6.499463531250374793e+00
5.368648030396000470e-01 4.204516216835194200e+02 6.625918930238809068e+00
5.418348483848904884e-01 4.156999065845929522e+02 6.748395992905567908e+00
5.468509041048496000e-01 4.110143781690126730e+02 6.866978175236558180e+00
5.519133961421854861e-01 4.064056564745357036e+02 6.981961802889038893e+00
5.570227543827882544e-01 4.018452310192313917e+02 7.092963934231301337e+00
5.621794126922295964e-01 3.973343136783813065e+02 7.200097603931268075e+00
5.673838089526099804e-01 3.928593263042602644e+02 7.303189375977286346e+00
5.726363850997373550e-01 3.884032497386189107e+02 7.401988202054937460e+00
5.779375871606567960e-01 3.839579962523634435e+02 7.496373068743763746e+00
5.832878652915260975e-01 3.795221548429096856e+02 7.586350724740795748e+00
5.886876738158385303e-01 3.751103873317979946e+02 7.672248399393592599e+00
5.941374712630035360e-01 3.707293807561053995e+02 7.754254684603759884e+00
5.996377204072849132e-01 3.663792616564686568e+02 7.832433538620533042e+00
6.051888883070940528e-01 3.620807754288383649e+02 7.907291812619416049e+00
6.107914463446526554e-01 3.578281302392560974e+02 7.978792941368154423e+00
6.164458702660222666e-01 3.536250235584826669e+02 8.047093254846744870e+00
6.221526402214980767e-01 3.494693458602628766e+02 8.112232957003865153e+00
6.279122408063867455e-01 3.453485569738425056e+02 8.173990237334221476e+00
6.337251611021516018e-01 3.412629015480665657e+02 8.232436905640586389e+00
6.395918947179453085e-01 3.372098726217801641e+02 8.287572511297367939e+00
6.455129398325268886e-01 3.331797736866056425e+02 8.339212678138881785e+00
6.514887992365615554e-01 3.291786837498635805e+02 8.387560461987847660e+00
6.575199803753171146e-01 3.252112090353553526e+02 8.432784779752909188e+00
6.636069953917564934e-01 3.212775755965076314e+02 8.474956410357185277e+00
6.697503611700225123e-01 3.173808944131886847e+02 8.514212909723196887e+00
6.759505993793315515e-01 3.135222194292923632e+02 8.550651922476420808e+00
6.822082365182738917e-01 3.097054446721137424e+02 8.584441760148321166e+00
6.885238039595166226e-01 3.059296482368413308e+02 8.615629075719727581e+00
6.948978379949314332e-01 3.021872453731668315e+02 8.644063831095019523e+00
7.013308798811292988e-01 2.984773518954566498e+02 8.669777507472705480e+00
7.078234758854238251e-01 2.948021874743794797e+02 8.692894276644096863e+00
7.143761773322202524e-01 2.911526932699396184e+02 8.713198373985713729e+00
7.209895406498272319e-01 2.875421164681112032e+02 8.731143586777880827e+00
7.276641274177086949e-01 2.839612528380631034e+02 8.746505535918903007e+00
7.344005044141729277e-01 2.804173510929442728e+02 8.759567097202083374e+00
7.411992436644965210e-01 2.769075791505555912e+02 8.770295737888087473e+00
7.480609224895012899e-01 2.734314353750551163e+02 8.778734970440437380e+00
7.549861235545790583e-01 2.699927846251022743e+02 8.785065690974702690e+00
7.619754349191658616e-01 2.665875941162512390e+02 8.789215237759906429e+00
7.690294500866790006e-01 2.632147857190237801e+02 8.791205162503501924e+00
7.761487680549172818e-01 2.598735991711602082e+02 8.791060211488879617e+00
7.833339933669206667e-01 2.565665577897206049e+02 8.788923535676302023e+00
7.905857361623109814e-01 2.532888809329011224e+02 8.784680537379331966e+00
7.979046122290974763e-01 2.500469409813034076e+02 8.778608293057954981e+00
8.052912430559688861e-01 2.468334149780109783e+02 8.770500383899006991e+00
8.127462558850707675e-01 2.436580067240061283e+02 8.760755514304994662e+00
8.202702837652630086e-01 2.405142035707411878e+02 8.749195590227925479e+00
8.278639656058780494e-01 2.374002222915217715e+02 8.735805563307589949e+00
8.355279462309772587e-01 2.343183120695378250e+02 8.720719752149172166e+00
8.432628764341015826e-01 2.312697863332724069e+02 8.704035905625834957e+00
8.510694130335365593e-01 2.282510649202843354e+02 8.685674143459213070e+00
8.589482189280894797e-01 2.252675837582243901e+02 8.665887713654168323e+00
8.668999631533739203e-01 2.223110280582574205e+02 8.644411454573024400e+00
8.749253209386282926e-01 2.193851987786934217e+02 8.621435780442597618e+00
8.830249737640474272e-01 2.164919230135087105e+02 8.597083635650951905e+00
8.911996094186538375e-01 2.136340411748307133e+02 8.571518800222357015e+00
8.994499220587043320e-01 2.108024606984420757e+02 8.544425931556975939e+00
9.077766122666299786e-01 2.080027703162078296e+02 8.516077926255853470e+00
9.161803871105286268e-01 2.052306538922256607e+02 8.486342667808694173e+00
9.246619602042097652e-01 2.024913932989535112e+02 8.455487438158767688e+00
9.332220517677856098e-01 1.997831097030109788e+02 8.423479359893990548e+00
9.418613886888321796e-01 1.971031743762208350e+02 8.390256901566630177e+00
9.505807045841162539e-01 1.944536902636123727e+02 8.355951698222208179e+00
9.593807398618846571e-01 1.918321663338278711e+02 8.320503486521964476e+00
9.682622417847444041e-01 1.892398572961170942e+02 8.284009545114980000e+00
9.772259645331097255e-01 1.866773855980318046e+02 8.246541059181952349e+00
9.862726692692479480e-01 1.841430740403440041e+02 8.208069578471842931e+00
9.954031242019161230e-01 1.816368261033920817e+02 8.168630960373825189e+00
1.004618104651587851e+00 1.791610099949347159e+02 8.128377708509287203e+00
1.013918393116299166e+00 1.767086876470793584e+02 8.087034165247770190e+00
1.023304779338082726e+00 1.742873975595514366e+02 8.044987452459739785e+00
1.032778060370043161e+00 1.718892714787629359e+02 8.001914212502086343e+00
1.042339040644032488e+00 1.695259886508076193e+02 7.958399779464165213e+00
1.051988532038953927e+00 1.671860919745486740e+02 7.913950541287002594e+00
1.061727353949715180e+00 1.648726045571639816e+02 7.868745806922976982e+00
1.071556333356801893e+00 1.625828293457736322e+02 7.822696082564957187e+00
1.081476304896495266e+00 1.603272061325948528e+02 7.776341222346649928e+00
1.091488110931758237e+00 1.580938673521920350e+02 7.729151016666735430e+00
1.101592601623759826e+00 1.558830239181106663e+02 7.681166800287222429e+00
1.111790635004059835e+00 1.537059045164181157e+02 7.632982189943031237e+00
1.122083077047482780e+00 1.515496545938566442e+02 7.583998378395904183e+00
1.132470801745645073e+00 1.494154059838953117e+02 7.534305028523269776e+00
1.142954691181173432e+00 1.473156090675957159e+02 7.484566864436356326e+00
1.153535635602600307e+00 1.452352170753379710e+02 7.434059800022588149e+00
1.164214533499972504e+00 1.431792538432898994e+02 7.383073352560485247e+00
1.174992291681141499e+00 1.411511018186843387e+02 7.331816177670087420e+00
1.185869825348757622e+00 1.391432449067104926e+02 7.279935643761598740e+00
1.196848058178000551e+00 1.371664990545458807e+02 7.228029211813464805e+00
1.207927922395005904e+00 1.352066789421988346e+02 7.175387910568893801e+00
1.219110358856019705e+00 1.332737617688632099e+02 7.122568990577148540e+00
1.230396317127305794e+00 1.313633235546675451e+02 7.069372079602655567e+00
1.241786755565771783e+00 1.294799291964814074e+02 7.016075813799577787e+00
1.253282641400342179e+00 1.276152156976816343e+02 6.962259986621107899e+00
1.264884950814105347e+00 1.257769785746655202e+02 6.908380905842076203e+00
1.276594669027199869e+00 1.239581243927343479e+02 6.854080262721467420e+00
1.288412790380468298e+00 1.221666091112568466e+02 6.799830307794845652e+00
1.300340318419906938e+00 1.203936756823170811e+02 6.745174573174329780e+00
1.312378265981875014e+00 1.186435314318680696e+02 6.690378442023520833e+00
1.324527655279093885e+00 1.169165474622299428e+02 6.635492379764831306e+00
1.336789517987463816e+00 1.152114131636162000e+02 6.580473437277377435e+00
1.349164895333662129e+00 1.135274418517942507e+02 6.525311378893484004e+00
1.361654838183551153e+00 1.118647988828012387e+02 6.470043941384204800e+00
1.374260407131431050e+00 1.102229705937059094e+02 6.414670802086635426e+00
1.386982672590091781e+00 1.086036542789397998e+02 6.359317851916272524e+00
1.399822714881699515e+00 1.070047699618224897e+02 6.303893782763841713e+00
1.412781624329551233e+00 1.054258572323970213e+02 6.248396813810023431e+00
1.425860501350647791e+00 1.038647535384962168e+02 6.192726113967686352e+00
1.439060456549143829e+00 1.023279270936388201e+02 6.137292567199009063e+00
1.452382610810642793e+00 1.008095493057704033e+02 6.081776121973550886e+00
1.465828095397396336e+00 9.931089258655906349e+01 6.026278352989764997e+00
1.479398052044357481e+00 9.783159329440621832e+01 5.970802457037021505e+00
1.493093633056122194e+00 9.637237423431844263e+01 5.915418892602255063e+00
1.506916001404797978e+00 9.493014468027715225e+01 5.859961513187012194e+00
1.520866330828748003e+00 9.350850108510735481e+01 5.804677510821588449e+00
1.534945805932251828e+00 9.210516589135907850e+01 5.749449375389305672e+00
1.549155622286115586e+00 9.071864878549646960e+01 5.694208508694090121e+00
1.563496986529184785e+00 8.935175344818487986e+01 5.639152799655487769e+00
1.577971116470798796e+00 8.800471884427442149e+01 5.584322756102581664e+00
1.592579241194220341e+00 8.667513726439047161e+01 5.529589481529398221e+00
1.607322601160994902e+00 8.536146086976611969e+01 5.474875620054631575e+00
1.622202448316276246e+00 8.406578307029643327e+01 5.420337453508615511e+00
1.637220046195155154e+00 8.279041185537806768e+01 5.366146088424509131e+00
1.652376670029944261e+00 8.152713325561367697e+01 5.311792383421574115e+00
1.667673606858455670e+00 8.028558773117759984e+01 5.257922796359260076e+00
1.683112155633310625e+00 7.905932073360752099e+01 5.204139562957350584e+00
1.698693627332231060e+00 7.785027752562052683e+01 5.150589875781256488e+00
1.714419345069352785e+00 7.665521276147400442e+01 5.097079655946147980e+00
1.730290644207598705e+00 7.547848472337614112e+01 5.043917898647803710e+00
1.746308872472058571e+00 7.431783333077663656e+01 4.990974613774345592e+00
1.762475390064440095e+00 7.317333702930956463e+01 4.938275482258866589e+00
1.778791569778556569e+00 7.204473410678164669e+01 4.885821534076271178e+00
1.795258797116920046e+00 7.093042717903904304e+01 4.833524319781642653e+00
1.811878470408382791e+00 6.983299567361108018e+01 4.781577037847648093e+00
1.828652000926866084e+00 6.875107371201319495e+01 4.729906773605228487e+00
1.845580813011221011e+00 6.768212733262582503e+01 4.678356283706073704e+00
1.862666344186167944e+00 6.663100833223245445e+01 4.627279017079376722e+00
1.879910045284352682e+00 6.559121272926874724e+01 4.576241813666278802e+00
1.897313380569567887e+00 6.456721721546324488e+01 4.525572477827902063e+00
1.914877827861082071e+00 6.355860498914407941e+01 4.475260766541605761e+00
1.932604878659116565e+00 6.256425980715505375e+01 4.425244955618753195e+00
1.950496038271522403e+00 6.158319044206242410e+01 4.375472397642647060e+00
1.968552825941592310e+00 6.061582544145134932e+01 4.325988571754296075e+00
1.986776774977056848e+00 5.966330476333728683e+01 4.276892157971159847e+00
2.005169432880310243e+00 5.872183660682740935e+01 4.227926656686999074e+00
2.023732361479806396e+00 5.779622723825898589e+01 4.179453439460923292e+00
2.042467137062669913e+00 5.688229974979480374e+01 4.131186997692107177e+00
2.061375350508574122e+00 5.598147073911789562e+01 4.083244301261633069e+00
2.080458607424816808e+00 5.509458154057633550e+01 4.035702611229281089e+00
2.099718528282652041e+00 5.421978722430863229e+01 3.988441354344711254e+00
2.119156748554917424e+00 5.335710778602026494e+01 3.941476826579156878e+00
2.138774918854899898e+00 5.250847405192086370e+01 3.894965429608246321e+00
2.158574705076485412e+00 5.167003574131256016e+01 3.848636744023747447e+00
2.178557788535645745e+00 5.084492572181437708e+01 3.802736598085143083e+00
2.198725866113191874e+00 5.003213840293883408e+01 3.757204615637556255e+00
2.219080650398874699e+00 4.922985406252518459e+01 3.711917394016634120e+00
2.239623869836794068e+00 4.843985826716011189e+01 3.667021997977309766e+00
2.260357268872196013e+00 4.766146205940912495e+01 3.622480156154929798e+00
2.281282608099592490e+00 4.689542876761272794e+01 3.578362477303880240e+00
2.302401664412248472e+00 4.613904684769127584e+01 3.534475489377796098e+00
2.323716231153096334e+00 4.539570689822707550e+01 3.491090326076772943e+00
2.345228118267006945e+00 4.466141766874699215e+01 3.447913476676611744e+00
2.366939152454465400e+00 4.393928396934255431e+01 3.405195505157740943e+00
2.388851177326718034e+00 4.322721947581749902e+01 3.362787439632040520e+00
2.410966053562308975e+00 4.252559216379257379e+01 3.320729155394555487e+00
2.433285659065066220e+00 4.183499929621051905e+01 3.279078699190982604e+00
2.455811889123595826e+00 4.115438597704319790e+01 3.237765337302306534e+00
2.478546656572205631e+00 4.048393068251245097e+01 3.196813541657997249e+00
2.501491891953322444e+00 3.982331649611922586e+01 3.156209754625780128e+00
2.524649543681454222e+00 3.917301480656009716e+01 3.116001539558896472e+00
2.548021578208626181e+00 3.853196168329974114e+01 3.076115448604285874e+00
2.571609980191350342e+00 3.790075732302130262e+01 3.036609202284647591e+00
2.595416752659182258e+00 3.727952488813374288e+01 2.997503366652161549e+00
2.619443917184796522e+00 3.666648721642905429e+01 2.958665030994314105e+00
2.643693514055634797e+00 3.606417294485713398e+01 2.920307709375876914e+00
2.668167602447188980e+00 3.546982305476600317e+01 2.882218556538810095e+00
2.692868260597842234e+00 3.488478066723535420e+01 2.844515272996977373e+00
2.717797585985329167e+00 3.430869148302652860e+01 2.807179064938110091e+00
2.742957695504876448e+00 3.374156371140387023e+01 2.770219464130745379e+00
2.768350725648939470e+00 3.318259769667215409e+01 2.733580315304319885e+00
2.793978832688636338e+00 3.263242112549399110e+01 2.697321763456535848e+00
2.819844192856824527e+00 3.209123581814819914e+01 2.661469755802319703e+00
2.845949002532933925e+00 3.155763647613918010e+01 2.625916506707094644e+00
2.872295478429457205e+00 3.103238555073915705e+01 2.590733460239253994e+00
2.898885857780164166e+00 3.051535843216552735e+01 2.555918979851228734e+00
2.925722398530115953e+00 3.000629312121829173e+01 2.521459039147727843e+00
2.952807379527381482e+00 2.950466781557442530e+01 2.487318168844955046e+00
2.980143100716530213e+00 2.901141263994244923e+01 2.453582245465825373e+00
3.007731883333969680e+00 2.852611860558417334e+01 2.420225258651214517e+00
3.035576070105038049e+00 2.804731285163226673e+01 2.387129541557447610e+00
3.063678025442918784e+00 2.757691420516763259e+01 2.354465775393406624e+00
3.092040135649455124e+00 2.711339262402770345e+01 2.322111132419925728e+00
3.120664809117766225e+00 2.665713532848719680e+01 2.290105688564352260e+00
3.149554476536737813e+00 2.620802198871248478e+01 2.258446522667607148e+00
3.178711591097465927e+00 2.576588043870404476e+01 2.227125498108013080e+00
3.208138628701552086e+00 2.533055884680893044e+01 2.196136693659562322e+00
3.237838088171326234e+00 2.490274756376985366e+01 2.165546515741597844e+00
3.267812491462076974e+00 2.448085388075104518e+01 2.135223567850964788e+00
3.298064383876184280e+00 2.406620351535524094e+01 2.105289540160338202e+00
3.328596334279237734e+00 2.365784765470021966e+01 2.075668221989393381e+00
3.359410935318213554e+00 2.325608503557838702e+01 2.046392052612716839e+00
3.390510803641603843e+00 2.286044352353609455e+01 2.017425588978257966e+00
3.421898580121625510e+00 2.247116897880178854e+01 1.988796735364085855e+00
3.453576930078445351e+00 2.208794159069688234e+01 1.960482918080880488e+00
3.485548543506548747e+00 2.171096389429695961e+01 1.932508271012238543e+00
3.517816135303142744e+00 2.133989709223525466e+01 1.904848175812985600e+00
3.550382445498671657e+00 2.097512903494953918e+01 1.877543227701719664e+00
3.583250239489532696e+00 2.061606243579563724e+01 1.850545510624202583e+00
