# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
9.2147e-04 2.8160e-03 -6.1440e-04 1.1128e-03 1.1008e-03 7.5442e-01 1.5004e+00
9.3000e-04 2.9183e-03 -6.3594e-04 1.1537e-03 1.1412e-03 7.6844e-01 1.5281e+00
9.3861e-04 3.0242e-03 -6.5822e-04 1.1962e-03 1.1830e-03 7.8271e-01 1.5564e+00
9.4730e-04 3.1340e-03 -6.8127e-04 1.2403e-03 1.2264e-03 7.9725e-01 1.5851e+00
9.5607e-04 3.2478e-03 -7.0510e-04 1.2859e-03 1.2713e-03 8.1206e-01 1.6144e+00
9.6492e-04 3.3656e-03 -7.2976e-04 1.3333e-03 1.3179e-03 8.2715e-01 1.6442e+00
9.7385e-04 3.4877e-03 -7.5526e-04 1.3823e-03 1.3662e-03 8.4251e-01 1.6746e+00
9.8287e-04 3.6142e-03 -7.8163e-04 1.4332e-03 1.4163e-03 8.5816e-01 1.7055e+00
9.9197e-04 3.7452e-03 -8.0891e-04 1.4859e-03 1.4682e-03 8.7410e-01 1.7370e+00
1.0012e-03 3.8810e-03 -8.3712e-04 1.5406e-03 1.5219e-03 8.9034e-01 1.7690e+00
1.0104e-03 4.0216e-03 -8.6629e-04 1.5973e-03 1.5776e-03 9.0687e-01 1.8017e+00
1.0198e-03 4.1672e-03 -8.9646e-04 1.6560e-03 1.6354e-03 9.2372e-01 1.8349e+00
1.0292e-03 4.3181e-03 -9.2766e-04 1.7169e-03 1.6952e-03 9.4087e-01 1.8688e+00
1.0387e-03 4.4744e-03 -9.5992e-04 1.7800e-03 1.7573e-03 9.5834e-01 1.9033e+00
1.0484e-03 4.6363e-03 -9.9327e-04 1.8454e-03 1.8215e-03 9.7614e-01 1.9384e+00
1.0581e-03 4.8041e-03 -1.0278e-03 1.9133e-03 1.8881e-03 9.9427e-01 1.9741e+00
1.0679e-03 4.9778e-03 -1.0634e-03 1.9836e-03 1.9572e-03 1.0127e+00 2.0105e+00
1.0777e-03 5.1577e-03 -1.1003e-03 2.0565e-03 2.0287e-03 1.0315e+00 2.0476e+00
1.0877e-03 5.3441e-03 -1.1384e-03 2.1320e-03 2.1029e-03 1.0507e+00 2.0854e+00
1.0978e-03 5.5372e-03 -1.1778e-03 2.2103e-03 2.1797e-03 1.0702e+00 2.1238e+00
1.1080e-03 5.7372e-03 -1.2186e-03 2.2914e-03 2.2593e-03 1.0901e+00 2.1629e+00
1.1182e-03 5.9444e-03 -1.2607e-03 2.3756e-03 2.3418e-03 1.1103e+00 2.2028e+00
1.1286e-03 6.1589e-03 -1.3043e-03 2.4628e-03 2.4273e-03 1.1309e+00 2.2434e+00
1.1390e-03 6.3811e-03 -1.3493e-03 2.5532e-03 2.5159e-03 1.1519e+00 2.2847e+00
1.1496e-03 6.6113e-03 -1.3958e-03 2.6469e-03 2.6077e-03 1.1733e+00 2.3268e+00
1.1602e-03 6.8496e-03 -1.4439e-03 2.7440e-03 2.7029e-03 1.1951e+00 2.3696e+00
1.1709e-03 7.0965e-03 -1.4937e-03 2.8447e-03 2.8014e-03 1.2173e+00 2.4133e+00
1.1818e-03 7.3522e-03 -1.5451e-03 2.9490e-03 2.9036e-03 1.2399e+00 2.4577e+00
1.1927e-03 7.6170e-03 -1.5982e-03 3.0572e-03 3.0094e-03 1.2629e+00 2.5029e+00
1.2038e-03 7.8913e-03 -1.6531e-03 3.1692e-03 3.1191e-03 1.2863e+00 2.5490e+00
1.2149e-03 8.1753e-03 -1.7098e-03 3.2855e-03 3.2328e-03 1.3102e+00 2.5959e+00
1.2262e-03 8.4695e-03 -1.7684e-03 3.4059e-03 3.3505e-03 1.3345e+00 2.6436e+00
1.2375e-03 8.7741e-03 -1.8290e-03 3.5307e-03 3.4725e-03 1.3593e+00 2.6923e+00
1.2490e-03 9.0895e-03 -1.8916e-03 3.6600e-03 3.5989e-03 1.3845e+00 2.7418e+00
1.2605e-03 9.4162e-03 -1.9563e-03 3.7941e-03 3.7299e-03 1.4102e+00 2.7922e+00
1.2722e-03 9.7545e-03 -2.0232e-03 3.9331e-03 3.8657e-03 1.4364e+00 2.8435e+00
1.2840e-03 1.0105e-02 -2.0923e-03 4.0771e-03 4.0063e-03 1.4630e+00 2.8958e+00
1.2959e-03 1.0468e-02 -2.1636e-03 4.2264e-03 4.1520e-03 1.4902e+00 2.9490e+00
1.3079e-03 1.0843e-02 -2.2374e-03 4.3811e-03 4.3029e-03 1.5178e+00 3.0031e+00
1.3200e-03 1.1232e-02 -2.3136e-03 4.5415e-03 4.4593e-03 1.5460e+00 3.0583e+00
1.3322e-03 1.1635e-02 -2.3923e-03 4.7076e-03 4.6214e-03 1.5747e+00 3.1145e+00
1.3445e-03 1.2052e-02 -2.4736e-03 4.8799e-03 4.7892e-03 1.6039e+00 3.1716e+00
1.3570e-03 1.2484e-02 -2.5575e-03 5.0584e-03 4.9631e-03 1.6337e+00 3.2299e+00
1.3695e-03 1.2931e-02 -2.6443e-03 5.2434e-03 5.1433e-03 1.6640e+00 3.2891e+00
1.3822e-03 1.3394e-02 -2.7339e-03 5.4351e-03 5.3300e-03 1.6948e+00 3.3495e+00
1.3950e-03 1.3873e-02 -2.8265e-03 5.6338e-03 5.5234e-03 1.7263e+00 3.4109e+00
1.4079e-03 1.4370e-02 -2.9220e-03 5.8398e-03 5.7237e-03 1.7583e+00 3.4735e+00
1.4209e-03 1.4883e-02 -3.0208e-03 6.0531e-03 5.9313e-03 1.7909e+00 3.5371e+00
1.4341e-03 1.5415e-02 -3.1227e-03 6.2743e-03 6.1463e-03 1.8241e+00 3.6020e+00
1.4474e-03 1.5966e-02 -3.2280e-03 6.5035e-03 6.3690e-03 1.8579e+00 3.6680e+00
1.4608e-03 1.6536e-02 -3.3367e-03 6.7410e-03 6.5998e-03 1.8924e+00 3.7352e+00
1.4743e-03 1.7127e-02 -3.4490e-03 6.9872e-03 6.8388e-03 1.9275e+00 3.8036e+00
1.4879e-03 1.7738e-02 -3.5649e-03 7.2422e-03 7.0864e-03 1.9632e+00 3.8732e+00
1.5017e-03 1.8370e-02 -3.6846e-03 7.5066e-03 7.3428e-03 1.9996e+00 3.9441e+00
1.5156e-03 1.9025e-02 -3.8082e-03 7.7805e-03 7.6085e-03 2.0367e+00 4.0163e+00
1.5297e-03 1.9703e-02 -3.9358e-03 8.0645e-03 7.8837e-03 2.0745e+00 4.0898e+00
1.5438e-03 2.0405e-02 -4.0675e-03 8.3585e-03 8.1688e-03 2.1129e+00 4.1646e+00
1.5581e-03 2.1132e-02 -4.2035e-03 8.6635e-03 8.4640e-03 2.1521e+00 4.2408e+00
1.5725e-03 2.1884e-02 -4.3438e-03 8.9793e-03 8.7699e-03 2.1920e+00 4.3183e+00
1.5871e-03 2.2662e-02 -4.4887e-03 9.3067e-03 9.0867e-03 2.2326e+00 4.3972e+00
1.6018e-03 2.3468e-02 -4.6382e-03 9.6459e-03 9.4148e-03 2.2740e+00 4.4776e+00
1.6166e-03 2.4302e-02 -4.7925e-03 9.9973e-03 9.7546e-03 2.3161e+00 4.5593e+00
1.6316e-03 2.5165e-02 -4.9518e-03 1.0362e-02 1.0107e-02 2.3590e+00 4.6426e+00
1.6467e-03 2.6059e-02 -5.1161e-03 1.0739e-02 1.0471e-02 2.4028e+00 4.7273e+00
1.6619e-03 2.6983e-02 -5.2858e-03 1.1130e-02 1.0849e-02 2.4473e+00 4.8136e+00
1.6773e-03 2.7940e-02 -5.4608e-03 1.1535e-02 1.1240e-02 2.4926e+00 4.9014e+00
1.6928e-03 2.8931e-02 -5.6414e-03 1.1955e-02 1.1645e-02 2.5388e+00 4.9908e+00
1.7085e-03 2.9956e-02 -5.8277e-03 1.2390e-02 1.2064e-02 2.5858e+00 5.0818e+00
1.7243e-03 3.1017e-02 -6.0199e-03 1.2841e-02 1.2499e-02 2.6337e+00 5.1744e+00
1.7403e-03 3.2115e-02 -6.2183e-03 1.3308e-02 1.2949e-02 2.6825e+00 5.2687e+00
1.7564e-03 3.3252e-02 -6.4229e-03 1.3792e-02 1.3414e-02 2.7322e+00 5.3646e+00
1.7727e-03 3.4428e-02 -6.6339e-03 1.4294e-02 1.3897e-02 2.7828e+00 5.4623e+00
1.7891e-03 3.5645e-02 -6.8516e-03 1.4813e-02 1.4397e-02 2.8343e+00 5.5617e+00
1.8056e-03 3.6904e-02 -7.0761e-03 1.5352e-02 1.4914e-02 2.8868e+00 5.6629e+00
1.8223e-03 3.8207e-02 -7.3077e-03 1.5909e-02 1.5450e-02 2.9403e+00 5.7659e+00
1.8392e-03 3.9556e-02 -7.5465e-03 1.6487e-02 1.6005e-02 2.9947e+00 5.8707e+00
1.8562e-03 4.0951e-02 -7.7928e-03 1.7086e-02 1.6579e-02 3.0501e+00 5.9774e+00
1.8734e-03 4.2395e-02 -8.0468e-03 1.7706e-02 1.7174e-02 3.1066e+00 6.0860e+00
1.8908e-03 4.3889e-02 -8.3086e-03 1.8349e-02 1.7790e-02 3.1641e+00 6.1965e+00
1.9083e-03 4.5435e-02 -8.5786e-03 1.9015e-02 1.8428e-02 3.2226e+00 6.3090e+00
1.9259e-03 4.7034e-02 -8.8569e-03 1.9705e-02 1.9089e-02 3.2823e+00 6.4235e+00
1.9438e-03 4.8689e-02 -9.1439e-03 2.0420e-02 1.9773e-02 3.3430e+00 6.5400e+00
1.9618e-03 5.0401e-02 -9.4397e-03 2.1161e-02 2.0481e-02 3.4049e+00 6.6585e+00
1.9799e-03 5.2172e-02 -9.7446e-03 2.1927e-02 2.1214e-02 3.4679e+00 6.7792e+00
1.9983e-03 5.4005e-02 -1.0059e-02 2.2722e-02 2.1973e-02 3.5320e+00 6.9020e+00
2.0168e-03 5.5900e-02 -1.0383e-02 2.3546e-02 2.2759e-02 3.5973e+00 7.0270e+00
2.0354e-03 5.7861e-02 -1.0717e-02 2.4399e-02 2.3572e-02 3.6639e+00 7.1542e+00
2.0543e-03 5.9890e-02 -1.1061e-02 2.5283e-02 2.4415e-02 3.7316e+00 7.2836e+00
2.0733e-03 6.1989e-02 -1.1415e-02 2.6198e-02 2.5287e-02 3.8006e+00 7.4153e+00
2.0925e-03 6.4160e-02 -1.1780e-02 2.7147e-02 2.6190e-02 3.8709e+00 7.5493e+00
2.1118e-03 6.6405e-02 -1.2157e-02 2.8129e-02 2.7124e-02 3.9425e+00 7.6857e+00
2.1314e-03 6.8728e-02 -1.2544e-02 2.9147e-02 2.8092e-02 4.0153e+00 7.8245e+00
2.1511e-03 7.1131e-02 -1.2943e-02 3.0201e-02 2.9094e-02 4.0896e+00 7.9657e+00
2.1710e-03 7.3616e-02 -1.3355e-02 3.1294e-02 3.0131e-02 4.1651e+00 8.1094e+00
2.1911e-03 7.6187e-02 -1.3778e-02 3.2425e-02 3.1204e-02 4.2421e+00 8.2557e+00
2.2114e-03 7.8845e-02 -1.4215e-02 3.3597e-02 3.2315e-02 4.3205e+00 8.4045e+00
2.2319e-03 8.1595e-02 -1.4664e-02 3.4811e-02 3.3465e-02 4.4003e+00 8.5559e+00
2.2526e-03 8.4439e-02 -1.5127e-02 3.6069e-02 3.4656e-02 4.4816e+00 8.7099e+00
2.2734e-03 8.7380e-02 -1.5603e-02 3.7372e-02 3.5888e-02 4.5644e+00 8.8666e+00
2.2945e-03 9.0421e-02 -1.6094e-02 3.8721e-02 3.7164e-02 4.6487e+00 9.0261e+00
2.3157e-03 9.3567e-02 -1.6599e-02 4.0119e-02 3.8484e-02 4.7345e+00 9.1884e+00
2.3371e-03 9.6819e-02 -1.7118e-02 4.1566e-02 3.9851e-02 4.8219e+00 9.3534e+00
2.3588e-03 1.0018e-01 -1.7653e-02 4.3067e-02 4.1265e-02 4.9110e+00 9.5214e+00
2.3806e-03 1.0366e-01 -1.8204e-02 4.4620e-02 4.2729e-02 5.0016e+00 9.6922e+00
2.4026e-03 1.0726e-01 -1.8771e-02 4.6229e-02 4.4243e-02 5.0939e+00 9.8661e+00
2.4249e-03 1.1098e-01 -1.9354e-02 4.7895e-02 4.5811e-02 5.1879e+00 1.0043e+01
2.4473e-03 1.1482e-01 -1.9954e-02 4.9621e-02 4.7434e-02 5.2837e+00 1.0223e+01
2.4700e-03 1.1880e-01 -2.0571e-02 5.1410e-02 4.9113e-02 5.3811e+00 1.0406e+01
2.4929e-03 1.2291e-01 -2.1206e-02 5.3260e-02 5.0851e-02 5.4804e+00 1.0592e+01
2.5159e-03 1.2716e-01 -2.1859e-02 5.5180e-02 5.2649e-02 5.5815e+00 1.0781e+01
2.5392e-03 1.3155e-01 -2.2531e-02 5.7164e-02 5.4510e-02 5.6844e+00 1.0974e+01
2.5627e-03 1.3609e-01 -2.3222e-02 5.9223e-02 5.6436e-02 5.7892e+00 1.1170e+01
2.5865e-03 1.4079e-01 -2.3933e-02 6.1353e-02 5.8428e-02 5.8959e+00 1.1370e+01
2.6104e-03 1.4564e-01 -2.4664e-02 6.3560e-02 6.0490e-02 6.0046e+00 1.1572e+01
2.6346e-03 1.5066e-01 -2.5415e-02 6.5845e-02 6.2623e-02 6.1153e+00 1.1779e+01
2.6590e-03 1.5585e-01 -2.6188e-02 6.8211e-02 6.4831e-02 6.2280e+00 1.1988e+01
2.6836e-03 1.6121e-01 -2.6982e-02 7.0664e-02 6.7115e-02 6.3427e+00 1.2202e+01
2.7084e-03 1.6675e-01 -2.7798e-02 7.3201e-02 6.9478e-02 6.4595e+00 1.2419e+01
2.7335e-03 1.7248e-01 -2.8636e-02 7.5832e-02 7.1923e-02 6.5785e+00 1.2640e+01
2.7588e-03 1.7840e-01 -2.9498e-02 7.8552e-02 7.4452e-02 6.6997e+00 1.2864e+01
2.7843e-03 1.8452e-01 -3.0384e-02 8.1374e-02 7.7070e-02 6.8230e+00 1.3092e+01
2.8101e-03 1.9085e-01 -3.1294e-02 8.4292e-02 7.9777e-02 6.9486e+00 1.3325e+01
2.8361e-03 1.9738e-01 -3.2228e-02 8.7316e-02 8.2578e-02 7.0765e+00 1.3561e+01
2.8624e-03 2.0414e-01 -3.3189e-02 9.0448e-02 8.5475e-02 7.2067e+00 1.3801e+01
2.8889e-03 2.1112e-01 -3.4174e-02 9.3689e-02 8.8473e-02 7.3393e+00 1.4045e+01
2.9156e-03 2.1833e-01 -3.5187e-02 9.7048e-02 9.1573e-02 7.4743e+00 1.4294e+01
2.9426e-03 2.2579e-01 -3.6227e-02 1.0052e-01 9.4781e-02 7.6118e+00 1.4546e+01
2.9699e-03 2.3349e-01 -3.7294e-02 1.0413e-01 9.8098e-02 7.7517e+00 1.4803e+01
2.9974e-03 2.4145e-01 -3.8389e-02 1.0785e-01 1.0153e-01 7.8942e+00 1.5064e+01
3.0251e-03 2.4967e-01 -3.9514e-02 1.1171e-01 1.0508e-01 8.0393e+00 1.5330e+01
3.0531e-03 2.5817e-01 -4.0668e-02 1.1571e-01 1.0875e-01 8.1870e+00 1.5600e+01
3.0814e-03 2.6695e-01 -4.1852e-02 1.1985e-01 1.1255e-01 8.3375e+00 1.5874e+01
3.1099e-03 2.7602e-01 -4.3067e-02 1.2413e-01 1.1648e-01 8.4906e+00 1.6153e+01
3.1387e-03 2.8539e-01 -4.4313e-02 1.2857e-01 1.2054e-01 8.6465e+00 1.6437e+01
3.1677e-03 2.9507e-01 -4.5592e-02 1.3317e-01 1.2474e-01 8.8053e+00 1.6725e+01
3.1971e-03 3.0507e-01 -4.6903e-02 1.3792e-01 1.2908e-01 8.9669e+00 1.7019e+01
3.2267e-03 3.1539e-01 -4.8247e-02 1.4285e-01 1.3357e-01 9.1315e+00 1.7317e+01
3.2565e-03 3.2606e-01 -4.9625e-02 1.4794e-01 1.3822e-01 9.2990e+00 1.7620e+01
3.2867e-03 3.3708e-01 -5.1038e-02 1.5322e-01 1.4302e-01 9.4696e+00 1.7928e+01
3.3171e-03 3.4847e-01 -5.2486e-02 1.5869e-01 1.4799e-01 9.6433e+00 1.8241e+01
3.3478e-03 3.6022e-01 -5.3969e-02 1.6435e-01 1.5313e-01 9.8201e+00 1.8560e+01
3.3788e-03 3.7237e-01 -5.5490e-02 1.7021e-01 1.5844e-01 1.0000e+01 1.8883e+01
3.4101e-03 3.8491e-01 -5.7047e-02 1.7627e-01 1.6393e-01 1.0183e+01 1.9212e+01
3.4417e-03 3.9786e-01 -5.8642e-02 1.8255e-01 1.6961e-01 1.0370e+01 1.9546e+01
3.4735e-03 4.1123e-01 -6.0276e-02 1.8905e-01 1.7548e-01 1.0560e+01 1.9886e+01
3.5057e-03 4.2504e-01 -6.1948e-02 1.9578e-01 1.8155e-01 1.0753e+01 2.0231e+01
3.5381e-03 4.3930e-01 -6.3660e-02 2.0274e-01 1.8782e-01 1.0950e+01 2.0582e+01
3.5709e-03 4.5403e-01 -6.5413e-02 2.0996e-01 1.9431e-01 1.1151e+01 2.0939e+01
3.6039e-03 4.6923e-01 -6.7206e-02 2.1742e-01 2.0101e-01 1.1355e+01 2.1301e+01
3.6373e-03 4.8493e-01 -6.9041e-02 2.2515e-01 2.0795e-01 1.1562e+01 2.1670e+01
3.6710e-03 5.0114e-01 -7.0918e-02 2.3315e-01 2.1511e-01 1.1774e+01 2.2044e+01
3.7050e-03 5.1787e-01 -7.2837e-02 2.4143e-01 2.2252e-01 1.1989e+01 2.2424e+01
3.7393e-03 5.3515e-01 -7.4800e-02 2.5001e-01 2.3017e-01 1.2208e+01 2.2811e+01
3.7739e-03 5.5298e-01 -7.6807e-02 2.5887e-01 2.3809e-01 1.2431e+01 2.3203e+01
3.8088e-03 5.7139e-01 -7.8857e-02 2.6807e-01 2.4627e-01 1.2658e+01 2.3602e+01
3.8441e-03 5.9039e-01 -8.0953e-02 2.7756e-01 2.5472e-01 1.2889e+01 2.4007e+01
3.8797e-03 6.1001e-01 -8.3094e-02 2.8741e-01 2.6346e-01 1.3125e+01 2.4419e+01
3.9156e-03 6.3025e-01 -8.5281e-02 2.9759e-01 2.7249e-01 1.3364e+01 2.4837e+01
3.9518e-03 6.5115e-01 -8.7514e-02 3.0813e-01 2.8182e-01 1.3608e+01 2.5262e+01
3.9884e-03 6.7271e-01 -8.9794e-02 3.1904e-01 2.9146e-01 1.3856e+01 2.5694e+01
4.0253e-03 6.9497e-01 -9.2120e-02 3.3033e-01 3.0142e-01 1.4109e+01 2.6132e+01
4.0626e-03 7.1794e-01 -9.4494e-02 3.4203e-01 3.1172e-01 1.4366e+01 2.6578e+01
4.1002e-03 7.4164e-01 -9.6916e-02 3.5411e-01 3.2236e-01 1.4627e+01 2.7030e+01
4.1382e-03 7.6609e-01 -9.9386e-02 3.6664e-01 3.3335e-01 1.4894e+01 2.7489e+01
4.1765e-03 7.9133e-01 -1.0190e-01 3.7958e-01 3.4471e-01 1.5165e+01 2.7956e+01
4.2151e-03 8.1737e-01 -1.0447e-01 3.9300e-01 3.5645e-01 1.5441e+01 2.8430e+01
4.2542e-03 8.4423e-01 -1.0709e-01 4.0687e-01 3.6857e-01 1.5722e+01 2.8911e+01
4.2935e-03 8.7195e-01 -1.0975e-01 4.2123e-01 3.8110e-01 1.6008e+01 2.9400e+01
4.3333e-03 9.0054e-01 -1.1246e-01 4.3610e-01 3.9404e-01 1.6299e+01 2.9896e+01
4.3734e-03 9.3004e-01 -1.1523e-01 4.5146e-01 4.0741e-01 1.6595e+01 3.0400e+01
4.4139e-03 9.6046e-01 -1.1804e-01 4.6739e-01 4.2121e-01 1.6896e+01 3.0912e+01
4.4548e-03 9.9185e-01 -1.2090e-01 4.8384e-01 4.3548e-01 1.7203e+01 3.1431e+01
4.4960e-03 1.0242e+00 -1.2380e-01 5.0090e-01 4.5021e-01 1.7515e+01 3.1958e+01
4.5376e-03 1.0576e+00 -1.2676e-01 5.1851e-01 4.6543e-01 1.7833e+01 3.2494e+01
4.5796e-03 1.0921e+00 -1.2976e-01 5.3677e-01 4.8115e-01 1.8157e+01 3.3037e+01
4.6220e-03 1.1276e+00 -1.3282e-01 5.5564e-01 4.9738e-01 1.8486e+01 3.3589e+01
4.6648e-03 1.1642e+00 -1.3591e-01 5.7517e-01 5.1414e-01 1.8821e+01 3.4149e+01
4.7080e-03 1.2020e+00 -1.3906e-01 5.9539e-01 5.3146e-01 1.9162e+01 3.4717e+01
4.7516e-03 1.2409e+00 -1.4225e-01 6.1628e-01 5.4934e-01 1.9509e+01 3.5294e+01
4.7956e-03 1.2811e+00 -1.4548e-01 6.3794e-01 5.6780e-01 1.9862e+01 3.5880e+01
4.8400e-03 1.3225e+00 -1.4876e-01 6.6029e-01 5.8686e-01 2.0221e+01 3.6474e+01
4.8848e-03 1.3652e+00 -1.5209e-01 6.8349e-01 6.0655e-01 2.0586e+01 3.7077e+01
4.9300e-03 1.4092e+00 -1.5545e-01 7.0741e-01 6.2687e-01 2.0958e+01 3.7689e+01
4.9756e-03 1.4546e+00 -1.5885e-01 7.3223e-01 6.4786e-01 2.1337e+01 3.8310e+01
5.0217e-03 1.5013e+00 -1.6230e-01 7.5785e-01 6.6952e-01 2.1722e+01 3.8940e+01
5.0682e-03 1.5496e+00 -1.6578e-01 7.8439e-01 6.9189e-01 2.2114e+01 3.9580e+01
5.1151e-03 1.5992e+00 -1.6930e-01 8.1184e-01 7.1498e-01 2.2513e+01 4.0228e+01
5.1625e-03 1.6505e+00 -1.7285e-01 8.4020e-01 7.3881e-01 2.2919e+01 4.0886e+01
5.2102e-03 1.7033e+00 -1.7643e-01 8.6961e-01 7.6341e-01 2.3332e+01 4.1554e+01
5.2585e-03 1.7577e+00 -1.8005e-01 8.9994e-01 7.8881e-01 2.3752e+01 4.2231e+01
5.3072e-03 1.8137e+00 -1.8369e-01 9.3142e-01 8.1502e-01 2.4180e+01 4.2918e+01
5.3563e-03 1.8715e+00 -1.8735e-01 9.6387e-01 8.4207e-01 2.4614e+01 4.3614e+01
5.4059e-03 1.9310e+00 -1.9104e-01 9.9754e-01 8.7000e-01 2.5057e+01 4.4321e+01
5.4559e-03 1.9924e+00 -1.9475e-01 1.0323e+00 8.9881e-01 2.5507e+01 4.5037e+01
5.5064e-03 2.0556e+00 -1.9847e-01 1.0683e+00 9.2855e-01 2.5965e+01 4.5764e+01
5.5574e-03 2.1207e+00 -2.0220e-01 1.1055e+00 9.5923e-01 2.6431e+01 4.6501e+01
5.6089e-03 2.1877e+00 -2.0595e-01 1.1439e+00 9.9090e-01 2.6906e+01 4.7248e+01
5.6608e-03 2.2568e+00 -2.0970e-01 1.1838e+00 1.0236e+00 2.7388e+01 4.8005e+01
5.7132e-03 2.3280e+00 -2.1345e-01 1.2249e+00 1.0573e+00 2.7879e+01 4.8773e+01
5.7661e-03 2.4013e+00 -2.1719e-01 1.2675e+00 1.0921e+00 2.8378e+01 4.9552e+01
5.8195e-03 2.4768e+00 -2.2093e-01 1.3115e+00 1.1279e+00 2.8886e+01 5.0341e+01
5.8733e-03 2.5545e+00 -2.2465e-01 1.3570e+00 1.1649e+00 2.9402e+01 5.1141e+01
5.9277e-03 2.6346e+00 -2.2836e-01 1.4041e+00 1.2031e+00 2.9928e+01 5.1952e+01
5.9826e-03 2.7171e+00 -2.3203e-01 1.4528e+00 1.2425e+00 3.0462e+01 5.2773e+01
6.0380e-03 2.8020e+00 -2.3568e-01 1.5031e+00 1.2831e+00 3.1006e+01 5.3606e+01
6.0939e-03 2.8894e+00 -2.3929e-01 1.5551e+00 1.3250e+00 3.1559e+01 5.4450e+01
6.1503e-03 2.9794e+00 -2.4286e-01 1.6091e+00 1.3683e+00 3.2122e+01 5.5305e+01
6.2072e-03 3.0720e+00 -2.4637e-01 1.6646e+00 1.4128e+00 3.2694e+01 5.6172e+01
6.2647e-03 3.1674e+00 -2.4983e-01 1.7223e+00 1.4588e+00 3.3276e+01 5.7049e+01
6.3227e-03 3.2656e+00 -2.5322e-01 1.7817e+00 1.5062e+00 3.3868e+01 5.7939e+01
6.3812e-03 3.3667e+00 -2.5653e-01 1.8433e+00 1.5551e+00 3.4470e+01 5.8840e+01
6.4403e-03 3.4707e+00 -2.5976e-01 1.9068e+00 1.6055e+00 3.5082e+01 5.9752e+01
6.4999e-03 3.5777e+00 -2.6289e-01 1.9726e+00 1.6574e+00 3.5705e+01 6.0676e+01
6.5601e-03 3.6879e+00 -2.6592e-01 2.0406e+00 1.7110e+00 3.6338e+01 6.1612e+01
6.6208e-03 3.8013e+00 -2.6883e-01 2.1108e+00 1.7662e+00 3.6982e+01 6.2560e+01
6.6821e-03 3.9179e+00 -2.7162e-01 2.1836e+00 1.8232e+00 3.7637e+01 6.3520e+01
6.7440e-03 4.0380e+00 -2.7427e-01 2.2586e+00 1.8818e+00 3.8303e+01 6.4492e+01
6.8064e-03 4.1614e+00 -2.7677e-01 2.3364e+00 1.9423e+00 3.8980e+01 6.5476e+01
6.8694e-03 4.2885e+00 -2.7911e-01 2.4165e+00 2.0047e+00 3.9669e+01 6.6473e+01
6.9330e-03 4.4192e+00 -2.8127e-01 2.4995e+00 2.0689e+00 4.0369e+01 6.7481e+01
6.9972e-03 4.5536e+00 -2.8324e-01 2.5852e+00 2.1352e+00 4.1081e+01 6.8502e+01
7.0619e-03 4.6918e+00 -2.8500e-01 2.6739e+00 2.2034e+00 4.1805e+01 6.9535e+01
7.1273e-03 4.8340e+00 -2.8655e-01 2.7655e+00 2.2737e+00 4.2541e+01 7.0581e+01
7.1933e-03 4.9803e+00 -2.8785e-01 2.8601e+00 2.3462e+00 4.3290e+01 7.1639e+01
7.2599e-03 5.1306e+00 -2.8890e-01 2.9581e+00 2.4209e+00 4.4051e+01 7.2710e+01
7.3271e-03 5.2853e+00 -2.8968e-01 3.0590e+00 2.4978e+00 4.4824e+01 7.3793e+01
7.3949e-03 5.4442e+00 -2.9017e-01 3.1638e+00 2.5770e+00 4.5611e+01 7.4889e+01
7.4634e-03 5.6077e+00 -2.9035e-01 3.2715e+00 2.6587e+00 4.6410e+01 7.5998e+01
7.5325e-03 5.7757e+00 -2.9019e-01 3.3833e+00 2.7428e+00 4.7223e+01 7.7119e+01
7.6022e-03 5.9485e+00 -2.8968e-01 3.4985e+00 2.8294e+00 4.8049e+01 7.8253e+01
7.6726e-03 6.1260e+00 -2.8879e-01 3.6177e+00 2.9186e+00 4.8889e+01 7.9401e+01
7.7436e-03 6.3085e+00 -2.8751e-01 3.7409e+00 3.0105e+00 4.9743e+01 8.0561e+01
7.8153e-03 6.4961e+00 -2.8580e-01 3.8680e+00 3.1051e+00 5.0611e+01 8.1734e+01
7.8877e-03 6.6888e+00 -2.8365e-01 3.9997e+00 3.2026e+00 5.1493e+01 8.2919e+01
7.9607e-03 6.8868e+00 -2.8101e-01 4.1352e+00 3.3029e+00 5.2389e+01 8.4118e+01
8.0344e-03 7.0903e+00 -2.7787e-01 4.2758e+00 3.4062e+00 5.3301e+01 8.5330e+01
8.1088e-03 7.2994e+00 -2.7421e-01 4.4205e+00 3.5126e+00 5.4227e+01 8.6555e+01
8.1838e-03 7.5142e+00 -2.6997e-01 4.5705e+00 3.6221e+00 5.5168e+01 8.7793e+01
8.2596e-03 7.7348e+00 -2.6515e-01 4.7250e+00 3.7348e+00 5.6124e+01 8.9044e+01
8.3361e-03 7.9614e+00 -2.5968e-01 4.8848e+00 3.8509e+00 5.7096e+01 9.0308e+01
8.4132e-03 8.1942e+00 -2.5357e-01 5.0500e+00 3.9703e+00 5.8084e+01 9.1585e+01
8.4911e-03 8.4332e+00 -2.4675e-01 5.2203e+00 4.0932e+00 5.9088e+01 9.2876e+01
8.5697e-03 8.6787e+00 -2.3921e-01 5.3968e+00 4.2197e+00 6.0107e+01 9.4179e+01
8.6491e-03 8.9307e+00 -2.3088e-01 5.5782e+00 4.3499e+00 6.1144e+01 9.5495e+01
