# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
1.4953e-03 1.5317e+03 2.0809e-02 -1.0369e-02 3.0689e+03 1.3787e+03 -8.4303e-03 1.3105e+02 6.1055e-02 5.2963e-02 3.9972e-02 3.4923e+02 2.3267e+02 0.0000e+00 0.0000e+00
1.5567e-03 1.5880e+03 2.3463e-02 -1.1646e-02 3.1816e+03 1.4465e+03 -9.0989e-03 1.3105e+02 6.6187e-02 5.7383e-02 4.3254e-02 3.4921e+02 2.3264e+02 0.0000e+00 0.0000e+00
1.6206e-03 1.6461e+03 2.6444e-02 -1.3078e-02 3.2979e+03 1.5157e+03 -9.8172e-03 1.3105e+02 7.1753e-02 6.2168e-02 4.6799e-02 3.4919e+02 2.3261e+02 0.0000e+00 0.0000e+00
1.6871e-03 1.7062e+03 2.9792e-02 -1.4682e-02 3.4180e+03 1.5866e+03 -1.0588e-02 1.3105e+02 7.7788e-02 6.7347e-02 5.0628e-02 3.4916e+02 2.3257e+02 0.0000e+00 0.0000e+00
1.7564e-03 1.7683e+03 3.3547e-02 -1.6479e-02 3.5419e+03 1.6590e+03 -1.1416e-02 1.3105e+02 8.4332e-02 7.2953e-02 5.4764e-02 3.4913e+02 2.3254e+02 0.0000e+00 0.0000e+00
1.8285e-03 1.8323e+03 3.7761e-02 -1.8491e-02 3.6697e+03 1.7329e+03 -1.2302e-02 1.3105e+02 9.1429e-02 7.9019e-02 5.9229e-02 3.4910e+02 2.3250e+02 0.0000e+00 0.0000e+00
1.9036e-03 1.8983e+03 4.2485e-02 -2.0744e-02 3.8014e+03 1.8085e+03 -1.3251e-02 1.3105e+02 9.9125e-02 8.5582e-02 6.4049e-02 3.4907e+02 2.3246e+02 0.0000e+00 0.0000e+00
1.9817e-03 1.9664e+03 4.7780e-02 -2.3264e-02 3.9372e+03 1.8857e+03 -1.4267e-02 1.3105e+02 1.0747e-01 9.2681e-02 6.9250e-02 3.4903e+02 2.3241e+02 0.0000e+00 0.0000e+00
2.0631e-03 2.0366e+03 5.3712e-02 -2.6083e-02 4.0769e+03 1.9646e+03 -1.5352e-02 1.3104e+02 1.1653e-01 1.0036e-01 7.4860e-02 3.4899e+02 2.3236e+02 0.0000e+00 0.0000e+00
2.1478e-03 2.1088e+03 6.0356e-02 -2.9235e-02 4.2209e+03 2.0451e+03 -1.6510e-02 1.3104e+02 1.2634e-01 1.0866e-01 8.0910e-02 3.4895e+02 2.3231e+02 0.0000e+00 0.0000e+00
2.2359e-03 2.1832e+03 6.7793e-02 -3.2757e-02 4.3689e+03 2.1272e+03 -1.7743e-02 1.3104e+02 1.3699e-01 1.1763e-01 8.7432e-02 3.4890e+02 2.3225e+02 0.0000e+00 0.0000e+00
2.3277e-03 2.2597e+03 7.6114e-02 -3.6691e-02 4.5212e+03 2.2110e+03 -1.9056e-02 1.3104e+02 1.4855e-01 1.2732e-01 9.4460e-02 3.4885e+02 2.3219e+02 0.0000e+00 0.0000e+00
2.4233e-03 2.3383e+03 8.5421e-02 -4.1084e-02 4.6778e+03 2.2965e+03 -2.0450e-02 1.3104e+02 1.6108e-01 1.3778e-01 1.0203e-01 3.4879e+02 2.3212e+02 0.0000e+00 0.0000e+00
2.5228e-03 2.4190e+03 9.5824e-02 -4.5985e-02 4.8386e+03 2.3837e+03 -2.1928e-02 1.3103e+02 1.7468e-01 1.4908e-01 1.1018e-01 3.4873e+02 2.3205e+02 0.0000e+00 0.0000e+00
2.6263e-03 2.5018e+03 1.0745e-01 -5.1452e-02 5.0036e+03 2.4726e+03 -2.3492e-02 1.3103e+02 1.8943e-01 1.6127e-01 1.1895e-01 3.4867e+02 2.3197e+02 0.0000e+00 0.0000e+00
2.7342e-03 2.5868e+03 1.2043e-01 -5.7546e-02 5.1730e+03 2.5632e+03 -2.5144e-02 1.3103e+02 2.0543e-01 1.7443e-01 1.2839e-01 3.4860e+02 2.3188e+02 0.0000e+00 0.0000e+00
2.8464e-03 2.6739e+03 1.3492e-01 -6.4335e-02 5.3466e+03 2.6554e+03 -2.6882e-02 1.3103e+02 2.2280e-01 1.8860e-01 1.3853e-01 3.4852e+02 2.3179e+02 0.0000e+00 0.0000e+00
2.9633e-03 2.7630e+03 1.5109e-01 -7.1893e-02 5.5245e+03 2.7493e+03 -2.8707e-02 1.3102e+02 2.4164e-01 2.0387e-01 1.4943e-01 3.4844e+02 2.3169e+02 0.0000e+00 0.0000e+00
3.0849e-03 2.8542e+03 1.6912e-01 -8.0303e-02 5.7067e+03 2.8448e+03 -3.0617e-02 1.3102e+02 2.6209e-01 2.2031e-01 1.6113e-01 3.4836e+02 2.3159e+02 0.0000e+00 0.0000e+00
3.2116e-03 2.9474e+03 1.8921e-01 -8.9654e-02 5.8930e+03 2.9420e+03 -3.2608e-02 1.3102e+02 2.8429e-01 2.3800e-01 1.7369e-01 3.4826e+02 2.3147e+02 0.0000e+00 0.0000e+00
3.3434e-03 3.0426e+03 2.1159e-01 -1.0004e-01 6.0834e+03 3.0408e+03 -3.4675e-02 1.3101e+02 3.0838e-01 2.5702e-01 1.8716e-01 3.4816e+02 2.3135e+02 0.0000e+00 0.0000e+00
3.4807e-03 3.1398e+03 2.3651e-01 -1.1158e-01 6.2779e+03 3.1411e+03 -3.6810e-02 1.3101e+02 3.3453e-01 2.7744e-01 2.0159e-01 3.4805e+02 2.3122e+02 0.0000e+00 0.0000e+00
3.6236e-03 3.2389e+03 2.6422e-01 -1.2438e-01 6.4763e+03 3.2430e+03 -3.9004e-02 1.3100e+02 3.6291e-01 2.9936e-01 2.1705e-01 3.4793e+02 2.3107e+02 0.0000e+00 0.0000e+00
3.7723e-03 3.3398e+03 2.9504e-01 -1.3857e-01 6.6785e+03 3.3464e+03 -4.1242e-02 1.3100e+02 3.9373e-01 3.2285e-01 2.3358e-01 3.4779e+02 2.3092e+02 0.0000e+00 0.0000e+00
3.9272e-03 3.4425e+03 3.2928e-01 -1.5429e-01 6.8844e+03 3.4512e+03 -4.3507e-02 1.3099e+02 4.2719e-01 3.4801e-01 2.5125e-01 3.4765e+02 2.3075e+02 0.0000e+00 0.0000e+00
4.0884e-03 3.5470e+03 3.6729e-01 -1.7169e-01 7.0939e+03 3.5574e+03 -4.5777e-02 1.3099e+02 4.6352e-01 3.7492e-01 2.7012e-01 3.4750e+02 2.3057e+02 0.0000e+00 0.0000e+00
4.2562e-03 3.6531e+03 4.0947e-01 -1.9093e-01 7.3067e+03 3.6649e+03 -4.8026e-02 1.3098e+02 5.0297e-01 4.0365e-01 2.9025e-01 3.4734e+02 2.3038e+02 0.0000e+00 0.0000e+00
4.4310e-03 3.7609e+03 4.5624e-01 -2.1218e-01 7.5226e+03 3.7736e+03 -5.0220e-02 1.3097e+02 5.4582e-01 4.3430e-01 3.1170e-01 3.4716e+02 2.3017e+02 0.0000e+00 0.0000e+00
4.6129e-03 3.8701e+03 5.0807e-01 -2.3563e-01 7.7414e+03 3.8835e+03 -5.2319e-02 1.3096e+02 5.9236e-01 4.6693e-01 3.3453e-01 3.4697e+02 2.2994e+02 0.0000e+00 0.0000e+00
4.8023e-03 3.9807e+03 5.6544e-01 -2.6148e-01 7.9629e+03 3.9944e+03 -5.4274e-02 1.3096e+02 6.4290e-01 5.0162e-01 3.5880e-01 3.4676e+02 2.2970e+02 0.0000e+00 0.0000e+00
4.9994e-03 4.0924e+03 6.2890e-01 -2.8995e-01 8.1867e+03 4.1063e+03 -5.6027e-02 1.3095e+02 6.9781e-01 5.3842e-01 3.8456e-01 3.4654e+02 2.2945e+02 0.0000e+00 0.0000e+00
5.2047e-03 4.2053e+03 6.9905e-01 -3.2126e-01 8.4126e+03 4.2189e+03 -5.7508e-02 1.3094e+02 7.5746e-01 5.7739e-01 4.1187e-01 3.4629e+02 2.2917e+02 0.0000e+00 0.0000e+00
5.4183e-03 4.3191e+03 7.7653e-01 -3.5565e-01 8.6402e+03 4.3322e+03 -5.8635e-02 1.3093e+02 8.2227e-01 6.1857e-01 4.4076e-01 3.4603e+02 2.2887e+02 0.0000e+00 0.0000e+00
5.6408e-03 4.4335e+03 8.6201e-01 -3.9338e-01 8.8691e+03 4.4460e+03 -5.9310e-02 1.3092e+02 8.9269e-01 6.6197e-01 4.7130e-01 3.4575e+02 2.2855e+02 0.0000e+00 0.0000e+00
5.8723e-03 4.5484e+03 9.5625e-01 -4.3472e-01 9.0990e+03 4.5602e+03 -5.9420e-02 1.3090e+02 9.6921e-01 7.0760e-01 5.0349e-01 3.4545e+02 2.2821e+02 0.0000e+00 0.0000e+00
6.1134e-03 4.6635e+03 1.0600e+00 -4.7995e-01 9.3293e+03 4.6745e+03 -5.8831e-02 1.3089e+02 1.0524e+00 7.5543e-01 5.3738e-01 3.4512e+02 2.2784e+02 0.0000e+00 0.0000e+00
6.3644e-03 4.7786e+03 1.1742e+00 -5.2936e-01 9.5596e+03 4.7887e+03 -5.7388e-02 1.3087e+02 1.1427e+00 8.0543e-01 5.7298e-01 3.4477e+02 2.2745e+02 0.0000e+00 0.0000e+00
6.6257e-03 4.8934e+03 1.2997e+00 -5.8324e-01 9.7894e+03 4.9026e+03 -5.4909e-02 1.3086e+02 1.2409e+00 8.5753e-01 6.1028e-01 3.4439e+02 2.2703e+02 0.0000e+00 0.0000e+00
6.8977e-03 5.0076e+03 1.4375e+00 -6.4193e-01 1.0018e+04 5.0160e+03 -5.1187e-02 1.3084e+02 1.3477e+00 9.1161e-01 6.4927e-01 3.4398e+02 2.2659e+02 0.0000e+00 0.0000e+00
7.1808e-03 5.1209e+03 1.5886e+00 -7.0572e-01 1.0245e+04 5.1285e+03 -4.5978e-02 1.3082e+02 1.4637e+00 9.6753e-01 6.8992e-01 3.4354e+02 2.2611e+02 0.0000e+00 0.0000e+00
7.4756e-03 5.2331e+03 1.7541e+00 -7.7494e-01 1.0470e+04 5.2400e+03 -3.9007e-02 1.3080e+02 1.5897e+00 1.0251e+00 7.3217e-01 3.4307e+02 2.2560e+02 0.0000e+00 0.0000e+00
7.7825e-03 5.3438e+03 1.9350e+00 -8.4992e-01 1.0692e+04 5.3501e+03 -2.9954e-02 1.3078e+02 1.7267e+00 1.0842e+00 7.7596e-01 3.4256e+02 2.2506e+02 0.0000e+00 0.0000e+00
8.1020e-03 5.4528e+03 2.1327e+00 -9.3097e-01 1.0910e+04 5.4584e+03 -1.8456e-02 1.3076e+02 1.8756e+00 1.1444e+00 8.2117e-01 3.4201e+02 2.2448e+02 0.0000e+00 0.0000e+00
8.4347e-03 5.5595e+03 2.3484e+00 -1.0184e+00 1.1124e+04 5.5646e+03 -4.0995e-03 1.3073e+02 2.0374e+00 1.2055e+00 8.6768e-01 3.4143e+02 2.2386e+02 0.0000e+00 0.0000e+00
8.7809e-03 5.6637e+03 2.5832e+00 -1.1125e+00 1.1333e+04 5.6683e+03 1.3590e-02 1.3071e+02 2.2133e+00 1.2672e+00 9.1532e-01 3.4080e+02 2.2321e+02 0.0000e+00 0.0000e+00
9.1414e-03 5.7648e+03 2.8385e+00 -1.2134e+00 1.1535e+04 5.7691e+03 3.5140e-02 1.3068e+02 2.4043e+00 1.3289e+00 9.6389e-01 3.4012e+02 2.2252e+02 0.0000e+00 0.0000e+00
9.5167e-03 5.8623e+03 3.1156e+00 -1.3216e+00 1.1731e+04 5.8665e+03 6.1160e-02 1.3065e+02 2.6118e+00 1.3904e+00 1.0132e+00 3.3940e+02 2.2178e+02 0.0000e+00 0.0000e+00
9.9074e-03 5.9558e+03 3.4159e+00 -1.4371e+00 1.1919e+04 5.9602e+03 9.2320e-02 1.3061e+02 2.8371e+00 1.4510e+00 1.0628e+00 3.3862e+02 2.2100e+02 0.0000e+00 0.0000e+00
1.0314e-02 6.0448e+03 3.7406e+00 -1.5601e+00 1.2098e+04 6.0495e+03 1.2939e-01 1.3058e+02 3.0818e+00 1.5102e+00 1.1126e+00 3.3779e+02 2.2017e+02 0.0000e+00 0.0000e+00
1.0738e-02 6.1289e+03 4.0910e+00 -1.6907e+00 1.2267e+04 6.1340e+03 1.7321e-01 1.3054e+02 3.3475e+00 1.5674e+00 1.1621e+00 3.3691e+02 2.1930e+02 0.0000e+00 0.0000e+00
1.1178e-02 6.2074e+03 4.4683e+00 -1.8289e+00 1.2425e+04 6.2132e+03 2.2472e-01 1.3049e+02 3.6357e+00 1.6218e+00 1.2109e+00 3.3596e+02 2.1837e+02 0.0000e+00 0.0000e+00
1.1637e-02 6.2800e+03 4.8738e+00 -1.9747e+00 1.2571e+04 6.2864e+03 2.8498e-01 1.3045e+02 3.9484e+00 1.6729e+00 1.2585e+00 3.3495e+02 2.1740e+02 0.0000e+00 0.0000e+00
1.2115e-02 6.3459e+03 5.3085e+00 -2.1279e+00 1.2703e+04 6.3532e+03 3.5513e-01 1.3040e+02 4.2874e+00 1.7196e+00 1.3044e+00 3.3386e+02 2.1637e+02 0.0000e+00 0.0000e+00
1.2612e-02 6.4046e+03 5.7733e+00 -2.2881e+00 1.2822e+04 6.4128e+03 4.3646e-01 1.3035e+02 4.6547e+00 1.7611e+00 1.3480e+00 3.3271e+02 2.1529e+02 0.0000e+00 0.0000e+00
1.3130e-02 6.4555e+03 6.2690e+00 -2.4551e+00 1.2925e+04 6.4648e+03 5.3032e-01 1.3029e+02 5.0526e+00 1.7964e+00 1.3887e+00 3.3149e+02 2.1415e+02 0.0000e+00 0.0000e+00
1.3669e-02 6.4980e+03 6.7963e+00 -2.6282e+00 1.3011e+04 6.5086e+03 6.3825e-01 1.3023e+02 5.4833e+00 1.8243e+00 1.4258e+00 3.3018e+02 2.1296e+02 0.0000e+00 0.0000e+00
1.4230e-02 6.5316e+03 7.3554e+00 -2.8069e+00 1.3079e+04 6.5434e+03 7.6184e-01 1.3016e+02 5.9491e+00 1.8435e+00 1.4586e+00 3.2880e+02 2.1170e+02 0.0000e+00 0.0000e+00
1.4815e-02 6.5556e+03 7.9466e+00 -2.9902e+00 1.3129e+04 6.5688e+03 9.0286e-01 1.3009e+02 6.4525e+00 1.8526e+00 1.4864e+00 3.2732e+02 2.1039e+02 0.0000e+00 0.0000e+00
1.5423e-02 6.5695e+03 8.5694e+00 -3.1771e+00 1.3158e+04 6.5841e+03 1.0632e+00 1.3001e+02 6.9960e+00 1.8502e+00 1.5082e+00 3.2576e+02 2.0902e+02 0.0000e+00 0.0000e+00
1.6056e-02 6.5728e+03 9.2233e+00 -3.3663e+00 1.3166e+04 6.5888e+03 1.2447e+00 1.2993e+02 7.5822e+00 1.8345e+00 1.5234e+00 3.2411e+02 2.0759e+02 0.0000e+00 0.0000e+00
1.6715e-02 6.5649e+03 9.9072e+00 -3.5566e+00 1.3152e+04 6.5824e+03 1.4496e+00 1.2984e+02 8.2139e+00 1.8038e+00 1.5310e+00 3.2237e+02 2.0609e+02 0.0000e+00 0.0000e+00
1.7401e-02 6.5454e+03 1.0620e+01 -3.7462e+00 1.3115e+04 6.5644e+03 1.6798e+00 1.2974e+02 8.8936e+00 1.7564e+00 1.5302e+00 3.2052e+02 2.0453e+02 0.0000e+00 0.0000e+00
1.8116e-02 6.5139e+03 1.1359e+01 -3.9335e+00 1.3054e+04 6.5344e+03 1.9378e+00 1.2964e+02 9.6241e+00 1.6905e+00 1.5203e+00 3.1857e+02 2.0291e+02 0.0000e+00 0.0000e+00
1.8859e-02 6.4701e+03 1.2122e+01 -4.1164e+00 1.2969e+04 6.4921e+03 2.2257e+00 1.2952e+02 1.0408e+01 1.6046e+00 1.5003e+00 3.1652e+02 2.0122e+02 0.0000e+00 0.0000e+00
1.9634e-02 6.4137e+03 1.2906e+01 -4.2928e+00 1.2858e+04 6.4373e+03 2.5458e+00 1.2940e+02 1.1248e+01 1.4974e+00 1.4695e+00 3.1436e+02 1.9947e+02 0.0000e+00 0.0000e+00
2.0440e-02 6.3445e+03 1.3708e+01 -4.4604e+00 1.2722e+04 6.3697e+03 2.9004e+00 1.2927e+02 1.2147e+01 1.3676e+00 1.4273e+00 3.1210e+02 1.9765e+02 0.0000e+00 0.0000e+00
2.1279e-02 6.2626e+03 1.4524e+01 -4.6170e+00 1.2560e+04 6.2894e+03 3.2917e+00 1.2913e+02 1.3106e+01 1.2145e+00 1.3730e+00 3.0972e+02 1.9577e+02 0.0000e+00 0.0000e+00
2.2152e-02 6.1680e+03 1.5349e+01 -4.7601e+00 1.2373e+04 6.1966e+03 3.7218e+00 1.2898e+02 1.4129e+01 1.0377e+00 1.3060e+00 3.0722e+02 1.9382e+02 0.0000e+00 0.0000e+00
2.3062e-02 6.0611e+03 1.6179e+01 -4.8872e+00 1.2162e+04 6.0914e+03 4.1926e+00 1.2882e+02 1.5217e+01 8.3679e-01 1.2260e+00 3.0461e+02 1.9181e+02 0.0000e+00 0.0000e+00
2.4008e-02 5.9422e+03 1.7008e+01 -4.9961e+00 1.1926e+04 5.9743e+03 4.7061e+00 1.2865e+02 1.6371e+01 6.1160e-01 1.1326e+00 3.0189e+02 1.8972e+02 0.0000e+00 0.0000e+00
2.4994e-02 5.8119e+03 1.7832e+01 -5.0846e+00 1.1669e+04 5.8460e+03 5.2638e+00 1.2847e+02 1.7594e+01 3.6195e-01 1.0257e+00 2.9904e+02 1.8758e+02 0.0000e+00 0.0000e+00
2.6020e-02 5.6712e+03 1.8646e+01 -5.1505e+00 1.1390e+04 5.7072e+03 5.8670e+00 1.2827e+02 1.8886e+01 8.7494e-02 9.0514e-01 2.9608e+02 1.8536e+02 0.0000e+00 0.0000e+00
2.7088e-02 5.5209e+03 1.9445e+01 -5.1926e+00 1.1092e+04 5.5589e+03 6.5166e+00 1.2805e+02 2.0247e+01 -2.1205e-01 7.7113e-01 2.9300e+02 1.8308e+02 0.0000e+00 0.0000e+00
2.8200e-02 5.3622e+03 2.0224e+01 -5.2092e+00 1.0777e+04 5.4023e+03 7.2132e+00 1.2782e+02 2.1677e+01 -5.3692e-01 6.2381e-01 2.8979e+02 1.8073e+02 0.0000e+00 0.0000e+00
2.9358e-02 5.1966e+03 2.0981e+01 -5.1998e+00 1.0448e+04 5.2388e+03 7.9572e+00 1.2758e+02 2.3177e+01 -8.8689e-01 4.6342e-01 2.8646e+02 1.7832e+02 0.0000e+00 0.0000e+00
3.0563e-02 5.0255e+03 2.1714e+01 -5.1642e+00 1.0109e+04 5.0698e+03 8.7484e+00 1.2732e+02 2.4746e+01 -1.2612e+00 2.9030e-01 2.8301e+02 1.7584e+02 0.0000e+00 0.0000e+00
3.1818e-02 4.8507e+03 2.2420e+01 -5.1025e+00 9.7616e+03 4.8970e+03 9.5864e+00 1.2703e+02 2.6383e+01 -1.6585e+00 1.0474e-01 2.7943e+02 1.7330e+02 0.0000e+00 0.0000e+00
3.3124e-02 4.6739e+03 2.3102e+01 -5.0161e+00 9.4108e+03 4.7224e+03 1.0471e+01 1.2673e+02 2.8086e+01 -2.0772e+00 -9.2980e-02 2.7573e+02 1.7069e+02 0.0000e+00 0.0000e+00
3.4484e-02 4.4972e+03 2.3762e+01 -4.9063e+00 9.0599e+03 4.5477e+03 1.1400e+01 1.2641e+02 2.9854e+01 -2.5161e+00 -3.0275e-01 2.7191e+02 1.6802e+02 0.0000e+00 0.0000e+00
3.5900e-02 4.3223e+03 2.4404e+01 -4.7759e+00 8.7129e+03 4.3749e+03 1.2375e+01 1.2607e+02 3.1685e+01 -2.9748e+00 -5.2457e-01 2.6796e+02 1.6529e+02 0.0000e+00 0.0000e+00
3.7374e-02 4.1513e+03 2.5035e+01 -4.6271e+00 8.3734e+03 4.2059e+03 1.3393e+01 1.2570e+02 3.3578e+01 -3.4545e+00 -7.5876e-01 2.6388e+02 1.6250e+02 0.0000e+00 0.0000e+00
3.8908e-02 3.9859e+03 2.5664e+01 -4.4635e+00 8.0453e+03 4.0426e+03 1.4455e+01 1.2530e+02 3.5532e+01 -3.9569e+00 -1.0059e+00 2.5967e+02 1.5966e+02 0.0000e+00 0.0000e+00
4.0505e-02 3.8276e+03 2.6300e+01 -4.2879e+00 7.7316e+03 3.8866e+03 1.5562e+01 1.2488e+02 3.7547e+01 -4.4839e+00 -1.2668e+00 2.5534e+02 1.5677e+02 0.0000e+00 0.0000e+00
4.2168e-02 3.6781e+03 2.6957e+01 -4.1038e+00 7.4355e+03 3.7393e+03 1.6714e+01 1.2443e+02 3.9623e+01 -5.0369e+00 -1.5429e+00 2.5087e+02 1.5383e+02 0.0000e+00 0.0000e+00
4.3899e-02 3.5384e+03 2.7645e+01 -3.9137e+00 7.1590e+03 3.6020e+03 1.7914e+01 1.2395e+02 4.1761e+01 -5.6168e+00 -1.8356e+00 2.4628e+02 1.5085e+02 0.0000e+00 0.0000e+00
4.5702e-02 3.4091e+03 2.8377e+01 -3.7192e+00 6.9036e+03 3.4752e+03 1.9166e+01 1.2344e+02 4.3963e+01 -6.2259e+00 -2.1469e+00 2.4157e+02 1.4783e+02 0.0000e+00 0.0000e+00
4.7578e-02 3.2906e+03 2.9164e+01 -3.5218e+00 6.6699e+03 3.3594e+03 2.0474e+01 1.2290e+02 4.6233e+01 -6.8682e+00 -2.4788e+00 2.3673e+02 1.4479e+02 0.0000e+00 0.0000e+00
4.9531e-02 3.1825e+03 3.0012e+01 -3.3195e+00 6.4574e+03 3.2542e+03 2.1846e+01 1.2232e+02 4.8574e+01 -7.5490e+00 -2.8334e+00 2.3176e+02 1.4172e+02 0.0000e+00 0.0000e+00
5.1565e-02 3.0842e+03 3.0926e+01 -3.1107e+00 6.2646e+03 3.1588e+03 2.3287e+01 1.2171e+02 5.0992e+01 -8.2720e+00 -3.2123e+00 2.2669e+02 1.3864e+02 0.0000e+00 0.0000e+00
5.3681e-02 2.9941e+03 3.1901e+01 -2.8894e+00 6.0886e+03 3.0720e+03 2.4808e+01 1.2105e+02 5.3491e+01 -9.0381e+00 -3.6168e+00 2.2150e+02 1.3555e+02 0.0000e+00 0.0000e+00
5.5885e-02 2.9103e+03 3.2925e+01 -2.6489e+00 5.9252e+03 2.9915e+03 2.6416e+01 1.2036e+02 5.6077e+01 -9.8466e+00 -4.0474e+00 2.1622e+02 1.3246e+02 0.0000e+00 0.0000e+00
5.8180e-02 2.8302e+03 3.3976e+01 -2.3794e+00 5.7695e+03 2.9150e+03 2.8118e+01 1.1963e+02 5.8750e+01 -1.0697e+01 -4.5034e+00 2.1085e+02 1.2937e+02 0.0000e+00 0.0000e+00
6.0568e-02 2.7509e+03 3.5022e+01 -2.0703e+00 5.6156e+03 2.8393e+03 2.9919e+01 1.1885e+02 6.1511e+01 -1.1587e+01 -4.9824e+00 2.0542e+02 1.2629e+02 0.0000e+00 0.0000e+00
6.3054e-02 2.6692e+03 3.6018e+01 -1.7098e+00 5.4569e+03 2.7613e+03 3.1820e+01 1.1803e+02 6.4355e+01 -1.2512e+01 -5.4805e+00 1.9993e+02 1.2323e+02 0.0000e+00 0.0000e+00
6.5643e-02 2.5821e+03 3.6913e+01 -1.2864e+00 5.2870e+03 2.6776e+03 3.3816e+01 1.1716e+02 6.7270e+01 -1.3458e+01 -5.9920e+00 1.9440e+02 1.2019e+02 0.0000e+00 0.0000e+00
6.8338e-02 2.4867e+03 3.7651e+01 -7.9204e-01 5.1005e+03 2.5856e+03 3.5896e+01 1.1625e+02 7.0239e+01 -1.4411e+01 -6.5090e+00 1.8887e+02 1.1715e+02 0.0000e+00 0.0000e+00
7.1143e-02 2.3812e+03 3.8175e+01 -2.2135e-01 4.8934e+03 2.4832e+03 3.8040e+01 1.1528e+02 7.3235e+01 -1.5357e+01 -7.0227e+00 1.8333e+02 1.1414e+02 0.0000e+00 0.0000e+00
7.4064e-02 2.2652e+03 3.8446e+01 4.2231e-01 4.6645e+03 2.3697e+03 4.0219e+01 1.1427e+02 7.6225e+01 -1.6280e+01 -7.5230e+00 1.7782e+02 1.1114e+02 0.0000e+00 0.0000e+00
7.7105e-02 2.1395e+03 3.8440e+01 1.1293e+00 4.4156e+03 2.2460e+03 4.2399e+01 1.1320e+02 7.9168e+01 -1.7158e+01 -8.0000e+00 1.7235e+02 1.0815e+02 0.0000e+00 0.0000e+00
8.0270e-02 2.0064e+03 3.8161e+01 1.8819e+00 4.1513e+03 2.1144e+03 4.4540e+01 1.1209e+02 8.2022e+01 -1.7976e+01 -8.4452e+00 1.6692e+02 1.0517e+02 0.0000e+00 0.0000e+00
8.3565e-02 1.8698e+03 3.7643e+01 2.6550e+00 3.8790e+03 1.9788e+03 4.6600e+01 1.1092e+02 8.4743e+01 -1.8725e+01 -8.8519e+00 1.6155e+02 1.0220e+02 0.0000e+00 0.0000e+00
8.6996e-02 1.7346e+03 3.6957e+01 3.4188e+00 3.6090e+03 1.8441e+03 4.8541e+01 1.0970e+02 8.7296e+01 -1.9394e+01 -9.2175e+00 1.5622e+02 9.9241e+01 0.0000e+00 0.0000e+00
9.0568e-02 1.6060e+03 3.6202e+01 4.1421e+00 3.3521e+03 1.7159e+03 5.0339e+01 1.0843e+02 8.9655e+01 -1.9987e+01 -9.5428e+00 1.5095e+02 9.6298e+01 0.0000e+00 0.0000e+00
