# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
9.4286e-02 1.4892e+03 3.5487e+01 4.7999e+00 3.1185e+03 1.5992e+03 5.1982e+01 1.0711e+02 9.1814e+01 -2.0513e+01 -9.8332e+00 1.4571e+02 9.3378e+01 0.0000e+00 0.0000e+00
9.8156e-02 1.3875e+03 3.4915e+01 5.3750e+00 2.9152e+03 1.4979e+03 5.3479e+01 1.0574e+02 9.3785e+01 -2.0986e+01 -1.0097e+01 1.4050e+02 9.0488e+01 0.0000e+00 0.0000e+00
1.0219e-01 1.3029e+03 3.4569e+01 5.8640e+00 2.7467e+03 1.4139e+03 5.4858e+01 1.0433e+02 9.5598e+01 -2.1426e+01 -1.0345e+01 1.3532e+02 8.7638e+01 0.0000e+00 0.0000e+00
1.0638e-01 1.2347e+03 3.4481e+01 6.2788e+00 2.6116e+03 1.3470e+03 5.6167e+01 1.0287e+02 9.7301e+01 -2.1853e+01 -1.0588e+01 1.3017e+02 8.4838e+01 0.0000e+00 0.0000e+00
1.1075e-01 1.1804e+03 3.4632e+01 6.6439e+00 2.5050e+03 1.2942e+03 5.7457e+01 1.0136e+02 9.8946e+01 -2.2279e+01 -1.0832e+01 1.2506e+02 8.2095e+01 0.0000e+00 0.0000e+00
1.1530e-01 1.1349e+03 3.4931e+01 6.9944e+00 2.4163e+03 1.2507e+03 5.8778e+01 9.9812e+01 1.0058e+02 -2.2714e+01 -1.1081e+01 1.1999e+02 7.9413e+01 0.0000e+00 0.0000e+00
1.2003e-01 1.0922e+03 3.5232e+01 7.3666e+00 2.3334e+03 1.2101e+03 6.0159e+01 9.8218e+01 1.0222e+02 -2.3152e+01 -1.1332e+01 1.1500e+02 7.6793e+01 0.0000e+00 0.0000e+00
1.2496e-01 1.0459e+03 3.5353e+01 7.7903e+00 2.2430e+03 1.1656e+03 6.1596e+01 9.6582e+01 1.0386e+02 -2.3578e+01 -1.1575e+01 1.1012e+02 7.4231e+01 0.0000e+00 0.0000e+00
1.3009e-01 9.9168e+02 3.5136e+01 8.2754e+00 2.1357e+03 1.1124e+03 6.3045e+01 9.4903e+01 1.0544e+02 -2.3966e+01 -1.1796e+01 1.0536e+02 7.1720e+01 0.0000e+00 0.0000e+00
1.3543e-01 9.2800e+02 3.4495e+01 8.8081e+00 2.0083e+03 1.0488e+03 6.4428e+01 9.3183e+01 1.0689e+02 -2.4288e+01 -1.1979e+01 1.0075e+02 6.9253e+01 0.0000e+00 0.0000e+00
1.4099e-01 8.5739e+02 3.3469e+01 9.3485e+00 1.8658e+03 9.7739e+02 6.5651e+01 9.1423e+01 1.0811e+02 -2.4517e+01 -1.2110e+01 9.6284e+01 6.6824e+01 0.0000e+00 0.0000e+00
1.4677e-01 7.8553e+02 3.2219e+01 9.8467e+00 1.7198e+03 9.0398e+02 6.6633e+01 8.9627e+01 1.0902e+02 -2.4643e+01 -1.2185e+01 9.1963e+01 6.4433e+01 0.0000e+00 0.0000e+00
1.5280e-01 7.1901e+02 3.0972e+01 1.0257e+01 1.5843e+03 8.3567e+02 6.7337e+01 8.7798e+01 1.0960e+02 -2.4673e+01 -1.2209e+01 8.7771e+01 6.2084e+01 0.0000e+00 0.0000e+00
1.5907e-01 6.6297e+02 2.9942e+01 1.0558e+01 1.4700e+03 7.7811e+02 6.7786e+01 8.5942e+01 1.0987e+02 -2.4629e+01 -1.2192e+01 8.3688e+01 5.9787e+01 0.0000e+00 0.0000e+00
1.6560e-01 6.1931e+02 2.9244e+01 1.0760e+01 1.3812e+03 7.3351e+02 6.8059e+01 8.4062e+01 1.0992e+02 -2.4541e+01 -1.2154e+01 7.9703e+01 5.7551e+01 0.0000e+00 0.0000e+00
1.7240e-01 5.8594e+02 2.8843e+01 1.0900e+01 1.3139e+03 6.9981e+02 6.8259e+01 8.2161e+01 1.0986e+02 -2.4438e+01 -1.2107e+01 7.5816e+01 5.5381e+01 0.0000e+00 0.0000e+00
1.7948e-01 5.5775e+02 2.8567e+01 1.1026e+01 1.2573e+03 6.7163e+02 6.8466e+01 8.0242e+01 1.0976e+02 -2.4335e+01 -1.2059e+01 7.2038e+01 5.3278e+01 0.0000e+00 0.0000e+00
1.8685e-01 5.2887e+02 2.8174e+01 1.1170e+01 1.1990e+03 6.4252e+02 6.8700e+01 7.8306e+01 1.0964e+02 -2.4227e+01 -1.2007e+01 6.8389e+01 5.1237e+01 0.0000e+00 0.0000e+00
1.9452e-01 4.9542e+02 2.7481e+01 1.1339e+01 1.1307e+03 6.0811e+02 6.8904e+01 7.6354e+01 1.0943e+02 -2.4092e+01 -1.1937e+01 6.4886e+01 4.9250e+01 0.0000e+00 0.0000e+00
2.0250e-01 4.5768e+02 2.6478e+01 1.1502e+01 1.0527e+03 5.6856e+02 6.8976e+01 7.4390e+01 1.0905e+02 -2.3904e+01 -1.1838e+01 6.1533e+01 4.7309e+01 0.0000e+00 0.0000e+00
2.1082e-01 4.1955e+02 2.5333e+01 1.1622e+01 9.7328e+02 5.2808e+02 6.8830e+01 7.2418e+01 1.0839e+02 -2.3647e+01 -1.1699e+01 5.8325e+01 4.5414e+01 0.0000e+00 0.0000e+00
2.1947e-01 3.8569e+02 2.4278e+01 1.1668e+01 9.0239e+02 4.9189e+02 6.8455e+01 7.0442e+01 1.0747e+02 -2.3325e+01 -1.1526e+01 5.5246e+01 4.3571e+01 0.0000e+00 0.0000e+00
2.2848e-01 3.5839e+02 2.3449e+01 1.1649e+01 8.4515e+02 4.6267e+02 6.7916e+01 6.8468e+01 1.0635e+02 -2.2962e+01 -1.1331e+01 5.2283e+01 4.1786e+01 0.0000e+00 0.0000e+00
2.3786e-01 3.3635e+02 2.2806e+01 1.1593e+01 7.9896e+02 4.3914e+02 6.7310e+01 6.6497e+01 1.0513e+02 -2.2585e+01 -1.1128e+01 4.9432e+01 4.0061e+01 0.0000e+00 0.0000e+00
2.4763e-01 3.1606e+02 2.2179e+01 1.1525e+01 7.5632e+02 4.1739e+02 6.6694e+01 6.4533e+01 1.0388e+02 -2.2209e+01 -1.0925e+01 4.6697e+01 3.8395e+01 0.0000e+00 0.0000e+00
2.5779e-01 2.9466e+02 2.1414e+01 1.1457e+01 7.1100e+02 3.9416e+02 6.6044e+01 6.2577e+01 1.0255e+02 -2.1826e+01 -1.0716e+01 4.4089e+01 3.6780e+01 0.0000e+00 0.0000e+00
2.6838e-01 2.7215e+02 2.0508e+01 1.1369e+01 6.6286e+02 3.6933e+02 6.5292e+01 6.0631e+01 1.0110e+02 -2.1419e+01 -1.0493e+01 4.1606e+01 3.5214e+01 0.0000e+00 0.0000e+00
2.7939e-01 2.5074e+02 1.9588e+01 1.1249e+01 6.1671e+02 3.4542e+02 6.4396e+01 5.8701e+01 9.9476e+01 -2.0975e+01 -1.0250e+01 3.9244e+01 3.3696e+01 0.0000e+00 0.0000e+00
2.9086e-01 2.3225e+02 1.8769e+01 1.1092e+01 5.7661e+02 3.2461e+02 6.3379e+01 5.6789e+01 9.7713e+01 -2.0503e+01 -9.9914e+00 3.6993e+01 3.2229e+01 0.0000e+00 0.0000e+00
3.0280e-01 2.1639e+02 1.8043e+01 1.0912e+01 5.4201e+02 3.0662e+02 6.2304e+01 5.4898e+01 9.5874e+01 -2.0020e+01 -9.7275e+00 3.4846e+01 3.0816e+01 0.0000e+00 0.0000e+00
3.1524e-01 2.0151e+02 1.7319e+01 1.0719e+01 5.0937e+02 2.8961e+02 6.1201e+01 5.3030e+01 9.3991e+01 -1.9540e+01 -9.4641e+00 3.2804e+01 2.9453e+01 0.0000e+00 0.0000e+00
3.2818e-01 1.8671e+02 1.6547e+01 1.0510e+01 4.7664e+02 2.7247e+02 6.0049e+01 5.1186e+01 9.2046e+01 -1.9057e+01 -9.1985e+00 3.0866e+01 2.8137e+01 0.0000e+00 0.0000e+00
3.4165e-01 1.7252e+02 1.5763e+01 1.0285e+01 4.4500e+02 2.5582e+02 5.8822e+01 4.9371e+01 9.0014e+01 -1.8561e+01 -8.9260e+00 2.9030e+01 2.6866e+01 0.0000e+00 0.0000e+00
3.5568e-01 1.5974e+02 1.5022e+01 1.0041e+01 4.1625e+02 2.4063e+02 5.7529e+01 4.7585e+01 8.7908e+01 -1.8053e+01 -8.6472e+00 2.7290e+01 2.5643e+01 0.0000e+00 0.0000e+00
3.7028e-01 1.4824e+02 1.4322e+01 9.7847e+00 3.9015e+02 2.2681e+02 5.6198e+01 4.5831e+01 8.5758e+01 -1.7544e+01 -8.3677e+00 2.5641e+01 2.4465e+01 0.0000e+00 0.0000e+00
3.8548e-01 1.3742e+02 1.3628e+01 9.5159e+00 3.6540e+02 2.1364e+02 5.4840e+01 4.4110e+01 8.3580e+01 -1.7038e+01 -8.0902e+00 2.4079e+01 2.3332e+01 0.0000e+00 0.0000e+00
4.0130e-01 1.2714e+02 1.2935e+01 9.2372e+00 3.4166e+02 2.0095e+02 5.3448e+01 4.2424e+01 8.1365e+01 -1.6533e+01 -7.8132e+00 2.2604e+01 2.2242e+01 0.0000e+00 0.0000e+00
4.1778e-01 1.1764e+02 1.2265e+01 8.9504e+00 3.1953e+02 1.8907e+02 5.2022e+01 4.0774e+01 7.9118e+01 -1.6027e+01 -7.5359e+00 2.1211e+01 2.1194e+01 0.0000e+00 0.0000e+00
4.3493e-01 1.0894e+02 1.1619e+01 8.6552e+00 2.9904e+02 1.7803e+02 5.0574e+01 3.9162e+01 7.6851e+01 -1.5524e+01 -7.2605e+00 1.9895e+01 2.0187e+01 0.0000e+00 0.0000e+00
4.5278e-01 1.0083e+02 1.0989e+01 8.3548e+00 2.7976e+02 1.6759e+02 4.9112e+01 3.7589e+01 7.4576e+01 -1.5026e+01 -6.9888e+00 1.8653e+01 1.9221e+01 0.0000e+00 0.0000e+00
4.7137e-01 9.3267e+01 1.0375e+01 8.0483e+00 2.6159e+02 1.5770e+02 4.7636e+01 3.6055e+01 7.2294e+01 -1.4535e+01 -6.7203e+00 1.7483e+01 1.8293e+01 0.0000e+00 0.0000e+00
4.9072e-01 8.6273e+01 9.7812e+00 7.7393e+00 2.4461e+02 1.4842e+02 4.6150e+01 3.4561e+01 7.0010e+01 -1.4048e+01 -6.4554e+00 1.6380e+01 1.7403e+01 0.0000e+00 0.0000e+00
5.1087e-01 7.9797e+01 9.2065e+00 7.4269e+00 2.2871e+02 1.3969e+02 4.4661e+01 3.3108e+01 6.7732e+01 -1.3569e+01 -6.1952e+00 1.5341e+01 1.6550e+01 0.0000e+00 0.0000e+00
5.3184e-01 7.3780e+01 8.6496e+00 7.1125e+00 2.1377e+02 1.3145e+02 4.3171e+01 3.1696e+01 6.5465e+01 -1.3098e+01 -5.9399e+00 1.4364e+01 1.5733e+01 0.0000e+00 0.0000e+00
5.5368e-01 6.8204e+01 8.1115e+00 6.7978e+00 1.9977e+02 1.2369e+02 4.1684e+01 3.0326e+01 6.3214e+01 -1.2636e+01 -5.6899e+00 1.3445e+01 1.4950e+01 0.0000e+00 0.0000e+00
5.7641e-01 6.3038e+01 7.5920e+00 6.4823e+00 1.8665e+02 1.1637e+02 4.0203e+01 2.8997e+01 6.0983e+01 -1.2183e+01 -5.4455e+00 1.2580e+01 1.4201e+01 0.0000e+00 0.0000e+00
6.0007e-01 5.8248e+01 7.0908e+00 6.1681e+00 1.7433e+02 1.0947e+02 3.8731e+01 2.7710e+01 5.8776e+01 -1.1739e+01 -5.2070e+00 1.1768e+01 1.3484e+01 0.0000e+00 0.0000e+00
6.2471e-01 5.3810e+01 6.6079e+00 5.8550e+00 1.6278e+02 1.0297e+02 3.7272e+01 2.6464e+01 5.6597e+01 -1.1305e+01 -4.9746e+00 1.1005e+01 1.2798e+01 0.0000e+00 0.0000e+00
6.5035e-01 4.9698e+01 6.1430e+00 5.5445e+00 1.5194e+02 9.6831e+01 3.5827e+01 2.5260e+01 5.4449e+01 -1.0882e+01 -4.7485e+00 1.0289e+01 1.2143e+01 0.0000e+00 0.0000e+00
6.7705e-01 4.5887e+01 5.6960e+00 5.2368e+00 1.4176e+02 9.1042e+01 3.4400e+01 2.4097e+01 5.2335e+01 -1.0468e+01 -4.5288e+00 9.6164e+00 1.1517e+01 0.0000e+00 0.0000e+00
7.0485e-01 4.2357e+01 5.2665e+00 4.9329e+00 1.3221e+02 8.5579e+01 3.2991e+01 2.2974e+01 5.0258e+01 -1.0065e+01 -4.3157e+00 8.9857e+00 1.0919e+01 0.0000e+00 0.0000e+00
7.3378e-01 3.9085e+01 4.8544e+00 4.6333e+00 1.2325e+02 8.0422e+01 3.1603e+01 2.1892e+01 4.8220e+01 -9.6731e+00 -4.1091e+00 8.3940e+00 1.0348e+01 0.0000e+00 0.0000e+00
7.6391e-01 3.6055e+01 4.4594e+00 4.3386e+00 1.1483e+02 7.5552e+01 3.0239e+01 2.0849e+01 4.6224e+01 -9.2914e+00 -3.9091e+00 7.8392e+00 9.8037e+00 0.0000e+00 0.0000e+00
7.9527e-01 3.3247e+01 4.0812e+00 4.0494e+00 1.0693e+02 7.0953e+01 2.8898e+01 1.9844e+01 4.4270e+01 -8.9202e+00 -3.7158e+00 7.3192e+00 9.2842e+00 0.0000e+00 0.0000e+00
8.2792e-01 3.0645e+01 3.7197e+00 3.7662e+00 9.9506e+01 6.6609e+01 2.7583e+01 1.8878e+01 4.2360e+01 -8.5595e+00 -3.5290e+00 6.8319e+00 8.7888e+00 0.0000e+00 0.0000e+00
8.6190e-01 2.8235e+01 3.3746e+00 3.4895e+00 9.2534e+01 6.2503e+01 2.6295e+01 1.7950e+01 4.0496e+01 -8.2092e+00 -3.3487e+00 6.3753e+00 8.3167e+00 0.0000e+00 0.0000e+00
8.9729e-01 2.6002e+01 3.0455e+00 3.2198e+00 8.5985e+01 5.8623e+01 2.5035e+01 1.7058e+01 3.8678e+01 -7.8691e+00 -3.1749e+00 5.9475e+00 7.8669e+00 0.0000e+00 0.0000e+00
9.3413e-01 2.3934e+01 2.7324e+00 2.9575e+00 7.9832e+01 5.4956e+01 2.3804e+01 1.6201e+01 3.6908e+01 -7.5390e+00 -3.0075e+00 5.5469e+00 7.4384e+00 0.0000e+00 0.0000e+00
9.7247e-01 2.2018e+01 2.4349e+00 2.7031e+00 7.4053e+01 5.1488e+01 2.2602e+01 1.5380e+01 3.5185e+01 -7.2188e+00 -2.8463e+00 5.1718e+00 7.0305e+00 0.0000e+00 0.0000e+00
1.0124e+00 2.0243e+01 2.1529e+00 2.4570e+00 6.8625e+01 4.8209e+01 2.1431e+01 1.4592e+01 3.3511e+01 -6.9083e+00 -2.6914e+00 4.8206e+00 6.6423e+00 0.0000e+00 0.0000e+00
1.0540e+00 1.8599e+01 1.8861e+00 2.2197e+00 6.3528e+01 4.5109e+01 2.0291e+01 1.3837e+01 3.1885e+01 -6.6071e+00 -2.5424e+00 4.4918e+00 6.2729e+00 0.0000e+00 0.0000e+00
1.0972e+00 1.7077e+01 1.6344e+00 1.9916e+00 5.8741e+01 4.2176e+01 1.9183e+01 1.3115e+01 3.0308e+01 -6.3151e+00 -2.3995e+00 4.1841e+00 5.9215e+00 0.0000e+00 0.0000e+00
1.1423e+00 1.5667e+01 1.3975e+00 1.7731e+00 5.4248e+01 3.9403e+01 1.8107e+01 1.2423e+01 2.8779e+01 -6.0321e+00 -2.2623e+00 3.8961e+00 5.5874e+00 0.0000e+00 0.0000e+00
1.1892e+00 1.4362e+01 1.1753e+00 1.5645e+00 5.0032e+01 3.6781e+01 1.7063e+01 1.1761e+01 2.7299e+01 -5.7578e+00 -2.1308e+00 3.6266e+00 5.2698e+00 0.0000e+00 0.0000e+00
1.2380e+00 1.3154e+01 9.6756e-01 1.3662e+00 4.6078e+01 3.4301e+01 1.6053e+01 1.1129e+01 2.5867e+01 -5.4919e+00 -2.0048e+00 3.3745e+00 4.9680e+00 0.0000e+00 0.0000e+00
1.2888e+00 1.2036e+01 7.7414e-01 1.1786e+00 4.2372e+01 3.1957e+01 1.5077e+01 1.0524e+01 2.4484e+01 -5.2342e+00 -1.8842e+00 3.1385e+00 4.6813e+00 0.0000e+00 0.0000e+00
1.3417e+00 1.1002e+01 5.9479e-01 1.0020e+00 3.8901e+01 2.9742e+01 1.4134e+01 9.9471e+00 2.3148e+01 -4.9846e+00 -1.7689e+00 2.9179e+00 4.4090e+00 0.0000e+00 0.0000e+00
1.3968e+00 1.0046e+01 4.2934e-01 8.3644e-01 3.5653e+01 2.7650e+01 1.3226e+01 9.3962e+00 2.1860e+01 -4.7427e+00 -1.6587e+00 2.7114e+00 4.1505e+00 0.0000e+00 0.0000e+00
1.4541e+00 9.1629e+00 2.7753e-01 6.8235e-01 3.2616e+01 2.5674e+01 1.2352e+01 8.8706e+00 2.0618e+01 -4.5084e+00 -1.5535e+00 2.5184e+00 3.9051e+00 0.0000e+00 0.0000e+00
1.5138e+00 8.3472e+00 1.3914e-01 5.3978e-01 2.9780e+01 2.3809e+01 1.1513e+01 8.3693e+00 1.9424e+01 -4.2815e+00 -1.4532e+00 2.3379e+00 3.6723e+00 0.0000e+00 0.0000e+00
1.5760e+00 7.5944e+00 1.3885e-02 4.0885e-01 2.7135e+01 2.2051e+01 1.0708e+01 7.8916e+00 1.8275e+01 -4.0617e+00 -1.3576e+00 2.1692e+00 3.4514e+00 0.0000e+00 0.0000e+00
1.6407e+00 6.9003e+00 -9.8541e-02 2.8958e-01 2.4673e+01 2.0395e+01 9.9391e+00 7.4365e+00 1.7173e+01 -3.8491e+00 -1.2666e+00 2.0115e+00 3.2421e+00 0.0000e+00 0.0000e+00
1.7080e+00 6.2608e+00 -1.9848e-01 1.8190e-01 2.2383e+01 1.8836e+01 9.2050e+00 7.0031e+00 1.6115e+01 -3.6434e+00 -1.1801e+00 1.8642e+00 3.0436e+00 0.0000e+00 0.0000e+00
1.7782e+00 5.6723e+00 -2.8632e-01 8.5695e-02 2.0259e+01 1.7370e+01 8.5060e+00 6.5907e+00 1.5102e+01 -3.4444e+00 -1.0979e+00 1.7265e+00 2.8556e+00 0.0000e+00 0.0000e+00
1.8512e+00 5.1313e+00 -3.6248e-01 7.2600e-04 1.8291e+01 1.5994e+01 7.8420e+00 6.1985e+00 1.4132e+01 -3.2522e+00 -1.0200e+00 1.5980e+00 2.6775e+00 0.0000e+00 0.0000e+00
1.9272e+00 4.6346e+00 -4.2745e-01 -7.3283e-02 1.6473e+01 1.4703e+01 7.2129e+00 5.8256e+00 1.3206e+01 -3.0666e+00 -9.4623e-01 1.4780e+00 2.5089e+00 0.0000e+00 0.0000e+00
2.0063e+00 4.1792e+00 -4.8174e-01 -1.3674e-01 1.4796e+01 1.3494e+01 6.6185e+00 5.4713e+00 1.2323e+01 -2.8876e+00 -8.7644e-01 1.3660e+00 2.3494e+00 0.0000e+00 0.0000e+00
2.0886e+00 3.7622e+00 -5.2592e-01 -1.9010e-01 1.3254e+01 1.2364e+01 6.0583e+00 5.1349e+00 1.1482e+01 -2.7151e+00 -8.1054e-01 1.2616e+00 2.1985e+00 0.0000e+00 0.0000e+00
2.1744e+00 3.3811e+00 -5.6059e-01 -2.3391e-01 1.1840e+01 1.1309e+01 5.5320e+00 4.8156e+00 1.0682e+01 -2.5491e+00 -7.4841e-01 1.1643e+00 2.0559e+00 0.0000e+00 0.0000e+00
2.2637e+00 3.0334e+00 -5.8640e-01 -2.6878e-01 1.0547e+01 1.0326e+01 5.0388e+00 4.5128e+00 9.9228e+00 -2.3895e+00 -6.8992e-01 1.0736e+00 1.9212e+00 0.0000e+00 0.0000e+00
2.3566e+00 2.7166e+00 -6.0403e-01 -2.9537e-01 9.3673e+00 9.4126e+00 4.5783e+00 4.2259e+00 9.2032e+00 -2.2364e+00 -6.3498e-01 9.8919e-01 1.7940e+00 0.0000e+00 0.0000e+00
2.4533e+00 2.4287e+00 -6.1418e-01 -3.1441e-01 8.2950e+00 8.5647e+00 4.1495e+00 3.9541e+00 8.5225e+00 -2.0896e+00 -5.8345e-01 9.1065e-01 1.6740e+00 0.0000e+00 0.0000e+00
2.5540e+00 2.1674e+00 -6.1758e-01 -3.2664e-01 7.3233e+00 7.7795e+00 3.7514e+00 3.6969e+00 7.8799e+00 -1.9492e+00 -5.3521e-01 8.3764e-01 1.5608e+00 0.0000e+00 0.0000e+00
2.6589e+00 1.9308e+00 -6.1495e-01 -3.3283e-01 6.4455e+00 7.0540e+00 3.3832e+00 3.4536e+00 7.2742e+00 -1.8151e+00 -4.9015e-01 7.6982e-01 1.4542e+00 0.0000e+00 0.0000e+00
2.7681e+00 1.7169e+00 -6.0704e-01 -3.3374e-01 5.6554e+00 6.3851e+00 3.0437e+00 3.2238e+00 6.7045e+00 -1.6873e+00 -4.4814e-01 7.0688e-01 1.3538e+00 0.0000e+00 0.0000e+00
2.8817e+00 1.5241e+00 -5.9454e-01 -3.3013e-01 4.9465e+00 5.7698e+00 2.7316e+00 3.0068e+00 6.1698e+00 -1.5658e+00 -4.0905e-01 6.4851e-01 1.2593e+00 0.0000e+00 0.0000e+00
3.0000e+00 1.3506e+00 -5.7817e-01 -3.2273e-01 4.3127e+00 5.2050e+00 2.4456e+00 2.8021e+00 5.6689e+00 -1.4505e+00 -3.7276e-01 5.9444e-01 1.1705e+00 0.0000e+00 0.0000e+00
